id,doi,trueSubject,predicted,isCorrect
doi:10.7910/DVN/ADBAIS,doi:10.7910/DVN/ADBAIS,"['Medicine, Health and Life Sciences']","['Medicine, Health and Life Sciences']",True
hdl:1902.4/USAIPOCNUS2004-24OH,hdl:1902.4/USAIPOCNUS2004-24OH,['Social Sciences'],['Social Sciences'],True
doi:10.34725/DVN/N6PPZX,doi:10.34725/DVN/N6PPZX,['Agricultural Sciences'],"['Agricultural Sciences', 'Social Sciences']",True
doi:10.7910/DVN/HIXZQY,doi:10.7910/DVN/HIXZQY,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/ECTIVC,doi:10.7910/DVN/ECTIVC,"['Medicine, Health and Life Sciences']","['Medicine, Health and Life Sciences']",True
doi:10.7910/DVN/NJFTRM,doi:10.7910/DVN/NJFTRM,['Arts and Humanities'],['Arts and Humanities'],True
hdl:1902.4/BRIBOPE1991-OPP013,hdl:1902.4/BRIBOPE1991-OPP013,['Social Sciences'],['Social Sciences'],True
hdl:1902.4/GBSSLT63-CS5297,hdl:1902.4/GBSSLT63-CS5297,['Social Sciences'],['Social Sciences'],True
hdl:1902.4/VTUSIA69-28**,hdl:1902.4/VTUSIA69-28**,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/PC2MFY,doi:10.7910/DVN/PC2MFY,"['Medicine, Health and Life Sciences']","['Medicine, Health and Life Sciences']",True
doi:10.7910/DVN/X2IDWS,doi:10.7910/DVN/X2IDWS,['Social Sciences'],['Social Sciences'],True
hdl:1902.4/USCBSNYT1996-96008A,hdl:1902.4/USCBSNYT1996-96008A,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/FZFHOJ,doi:10.7910/DVN/FZFHOJ,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/SCF99O,doi:10.7910/DVN/SCF99O,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/IPIBQP,doi:10.7910/DVN/IPIBQP,['Social Sciences'],['Social Sciences'],True
hdl:1902.4/USORCCNN2006-018,hdl:1902.4/USORCCNN2006-018,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/L97C5R,doi:10.7910/DVN/L97C5R,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/FO8XZG,doi:10.7910/DVN/FO8XZG,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.11588/data/FIWOPW,doi:10.11588/data/FIWOPW,['Arts and Humanities'],['Arts and Humanities'],True
hdl:1902.4/USAIPOGO1995-6280701,hdl:1902.4/USAIPOGO1995-6280701,['Social Sciences'],['Arts and Humanities'],False
doi:10.7910/DVN/VU1TGI,doi:10.7910/DVN/VU1TGI,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/T6VC3M,doi:10.7910/DVN/T6VC3M,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/DYNAWT,doi:10.7910/DVN/DYNAWT,"['Medicine, Health and Life Sciences']","['Computer and Information Science', 'Earth and Environmental Sciences']",False
doi:10.7910/DVN/2QG92Y,doi:10.7910/DVN/2QG92Y,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/XB1SLI,doi:10.7910/DVN/XB1SLI,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.34894/JIBXBU,doi:10.34894/JIBXBU,"['Arts and Humanities', 'Computer and Information Science', 'Other', 'Social Sciences']","['Computer and Information Science', 'Medicine, Health and Life Sciences']",True
hdl:1902.4/CNCIPO86-510-1,hdl:1902.4/CNCIPO86-510-1,['Social Sciences'],['Social Sciences'],True
hdl:1902.4/USAIPO1976-0957,hdl:1902.4/USAIPO1976-0957,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/E2CCTD,doi:10.7910/DVN/E2CCTD,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/YOD5M8,doi:10.7910/DVN/YOD5M8,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.11588/data/10056,doi:10.11588/data/10056,"['Medicine, Health and Life Sciences']","['Medicine, Health and Life Sciences']",True
doi:10.7910/DVN/FWSFUL,doi:10.7910/DVN/FWSFUL,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/2K4FHX,doi:10.7910/DVN/2K4FHX,['Earth and Environmental Sciences'],"['Earth and Environmental Sciences, Social Sciences']",False
doi:10.7910/DVN/SMGESN,doi:10.7910/DVN/SMGESN,['Social Sciences'],['Social Sciences'],True
hdl:1902.4/USCBS1999-99009B,hdl:1902.4/USCBS1999-99009B,['Social Sciences'],['Social Sciences'],True
doi:10.18738/T8/NKWKZU,doi:10.18738/T8/NKWKZU,"['Medicine, Health and Life Sciences']","['Medicine, Health and Life Sciences']",True
doi:10.7910/DVN/AEBLRD,doi:10.7910/DVN/AEBLRD,"['Agricultural Sciences', 'Other']","['Agricultural Sciences', 'Other']",True
hdl:1902.4/GBUSIA1956-XX07,hdl:1902.4/GBUSIA1956-XX07,['Social Sciences'],['Social Sciences'],True
hdl:20.500.11766.1/DGXPJ3,hdl:20.500.11766.1/DGXPJ3,['Agricultural Sciences'],['Agricultural Sciences'],True
doi:10.34894/TRGNIK,doi:10.34894/TRGNIK,"['Arts and Humanities', 'Earth and Environmental Sciences']","['Arts and Humanities', 'Earth and Environmental Sciences']",True
doi:10.7910/DVN/2UB5EU,doi:10.7910/DVN/2UB5EU,['Other'],"['Medicine, Health and Life Sciences']",False
doi:10.7910/DVN/OUWBHE,doi:10.7910/DVN/OUWBHE,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.34894/QQFOZQ,doi:10.34894/QQFOZQ,"['Arts and Humanities', 'Earth and Environmental Sciences']","['Arts and Humanities', 'Earth and Environmental Sciences']",True
doi:10.7910/DVN/CHCYL8,doi:10.7910/DVN/CHCYL8,['Other'],['Other'],True
doi:10.7910/DVN/GGRXAX,doi:10.7910/DVN/GGRXAX,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/LPXD7K,doi:10.7910/DVN/LPXD7K,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/TKL46N,doi:10.7910/DVN/TKL46N,"['Engineering', 'Physics']","['Computer and Information Science', 'Physics']",True
doi:10.7910/DVN/8GXPMS,doi:10.7910/DVN/8GXPMS,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/CZLB3S,doi:10.7910/DVN/CZLB3S,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/N20RGZ,doi:10.7910/DVN/N20RGZ,"['Medicine, Health and Life Sciences']","['Medicine, Health and Life Sciences']",True
doi:10.7910/DVN/S1YXMP,doi:10.7910/DVN/S1YXMP,['Arts and Humanities'],['Arts and Humanities'],True
hdl:1902.4/DNGALP65-11,hdl:1902.4/DNGALP65-11,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/G8AZC9,doi:10.7910/DVN/G8AZC9,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/9XGI6N,doi:10.7910/DVN/9XGI6N,['Arts and Humanities'],['Arts and Humanities'],True
hdl:1902.4/USMI2008-STPRIM-NHRP,hdl:1902.4/USMI2008-STPRIM-NHRP,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/GYZH6W,doi:10.7910/DVN/GYZH6W,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/EWELU3,doi:10.7910/DVN/EWELU3,['Arts and Humanities'],['Arts and Humanities'],True
hdl:1902.4/USRFOR1948-074,hdl:1902.4/USRFOR1948-074,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/D7QWOC,doi:10.7910/DVN/D7QWOC,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/XAHXR8,doi:10.7910/DVN/XAHXR8,"['Law', 'Social Sciences']","['Law', 'Social Sciences']",True
doi:10.7910/DVN/3DWMM6,doi:10.7910/DVN/3DWMM6,['Social Sciences'],['Social Sciences'],True
doi:10.34894/5REE9B,doi:10.34894/5REE9B,"['Arts and Humanities', 'Earth and Environmental Sciences']","['Arts and Humanities', 'Earth and Environmental Sciences']",True
doi:10.7910/DVN/IIGBMD,doi:10.7910/DVN/IIGBMD,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/MJG29U,doi:10.7910/DVN/MJG29U,"['Law', 'Social Sciences']",['Social Sciences'],True
hdl:1902.4/CNCIPO1963-303,hdl:1902.4/CNCIPO1963-303,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/BKADA6,doi:10.7910/DVN/BKADA6,['Social Sciences'],['Arts and Humanities'],False
doi:10.7910/DVN/YBXH8O,doi:10.7910/DVN/YBXH8O,"['Medicine, Health and Life Sciences']","['Medicine, Health and Life Sciences']",True
doi:10.34894/GUZPRS,doi:10.34894/GUZPRS,"['Arts and Humanities', 'Earth and Environmental Sciences']",['Arts and Humanities'],True
doi:10.7910/DVN/8NSPFA,doi:10.7910/DVN/8NSPFA,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/SY8GGL,doi:10.7910/DVN/SY8GGL,"['Medicine, Health and Life Sciences']","['Medicine, Health and Life Sciences']",True
doi:10.7910/DVN/NESXJ5,doi:10.7910/DVN/NESXJ5,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.34894/WOQL9A,doi:10.34894/WOQL9A,"['Arts and Humanities', 'Earth and Environmental Sciences']","['Arts and Humanities', 'Earth and Environmental Sciences']",True
hdl:1902.4/GBSSLT74-CQ916,hdl:1902.4/GBSSLT74-CQ916,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/DIIW1Y,doi:10.7910/DVN/DIIW1Y,['Social Sciences'],['Arts and Humanities'],False
doi:10.7910/DVN/ADEL9O,doi:10.7910/DVN/ADEL9O,"['Medicine, Health and Life Sciences']","['Medicine, Health and Life Sciences']",True
doi:10.7910/DVN/2CPL4C,doi:10.7910/DVN/2CPL4C,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/NTE1YK,doi:10.7910/DVN/NTE1YK,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/KLYJNH,doi:10.7910/DVN/KLYJNH,"['Law', 'Social Sciences']","['Law', 'Social Sciences']",True
doi:10.7910/DVN/MHV2MS,doi:10.7910/DVN/MHV2MS,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/XJI9LO,doi:10.7910/DVN/XJI9LO,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/GCOJDX,doi:10.7910/DVN/GCOJDX,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/VIRPIS,doi:10.7910/DVN/VIRPIS,['Social Sciences'],"['Earth and Environmental Sciences', 'Social Sciences']",True
doi:10.34725/DVN/JMJWYS,doi:10.34725/DVN/JMJWYS,"['Agricultural Sciences', 'Earth and Environmental Sciences']","['Agricultural Sciences', 'Earth and Environmental Sciences']",True
doi:10.7910/DVN/ZX3F8M,doi:10.7910/DVN/ZX3F8M,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/XQUP8,doi:10.7910/DVN/XQUP8,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/N3I4BQ,doi:10.7910/DVN/N3I4BQ,"['Medicine, Health and Life Sciences']","['Medicine, Health and Life Sciences']",True
doi:10.7910/DVN/JWMQ84,doi:10.7910/DVN/JWMQ84,"['Law', 'Social Sciences']","['Law', 'Social Sciences']",True
doi:10.7910/DVN/S88JSI,doi:10.7910/DVN/S88JSI,['Arts and Humanities'],['Arts and Humanities'],True
hdl:1902.4/USPEW2012-IAL09B,hdl:1902.4/USPEW2012-IAL09B,['Social Sciences'],['Arts and Humanities'],False
doi:10.7910/DVN/WDP2OA,doi:10.7910/DVN/WDP2OA,['Social Sciences'],['Social Sciences'],True
hdl:1902.4/USYANK1993-85201,hdl:1902.4/USYANK1993-85201,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/R5TKZE,doi:10.7910/DVN/R5TKZE,['Astronomy and Astrophysics'],['Astronomy and Astrophysics'],True
doi:10.7910/DVN/9X2MLK,doi:10.7910/DVN/9X2MLK,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/GK47EC,doi:10.7910/DVN/GK47EC,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.21950/4JOY5N,doi:10.21950/4JOY5N,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/JHOJZN,doi:10.7910/DVN/JHOJZN,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/AKYNTJ,doi:10.7910/DVN/AKYNTJ,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/OPJKII,doi:10.7910/DVN/OPJKII,"['Law', 'Social Sciences']","['Law', 'Social Sciences']",True
doi:10.7910/DVN/LYNXYX,doi:10.7910/DVN/LYNXYX,['Arts and Humanities'],['Arts and Humanities'],True
hdl:1902.4/KOAIPO1994-KOREA94,hdl:1902.4/KOAIPO1994-KOREA94,['Social Sciences'],['Arts and Humanities'],False
doi:10.7910/DVN/HX76WC,doi:10.7910/DVN/HX76WC,['Arts and Humanities'],['Arts and Humanities'],True
hdl:1902.4/USAIPOCNUS1997-9710023,hdl:1902.4/USAIPOCNUS1997-9710023,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/PZIEWS,doi:10.7910/DVN/PZIEWS,['Social Sciences'],['Social Sciences'],True
hdl:1902.4/USAIPOSPGO1989-89153,hdl:1902.4/USAIPOSPGO1989-89153,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/NOHDM7,doi:10.7910/DVN/NOHDM7,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/ROYIA,doi:10.7910/DVN/ROYIA,['Social Sciences'],['Social Sciences'],True
hdl:1902.4/USABC1995-5822,hdl:1902.4/USABC1995-5822,['Social Sciences'],['Social Sciences'],True
hdl:1902.4/USAIPOSPGO1994-CCFR-L,hdl:1902.4/USAIPOSPGO1994-CCFR-L,['Social Sciences'],['Social Sciences'],True
hdl:1902.4/USCBS2011-04B,hdl:1902.4/USCBS2011-04B,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/KD8FZL,doi:10.7910/DVN/KD8FZL,['Social Sciences'],['Social Sciences'],True
hdl:1902.4/GBSSLT1982-CQ812A,hdl:1902.4/GBSSLT1982-CQ812A,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/0ECMP0,doi:10.7910/DVN/0ECMP0,"['Agricultural Sciences', 'Earth and Environmental Sciences']",['Agricultural Sciences'],True
doi:10.7910/DVN/NW0VC,doi:10.7910/DVN/NW0VC,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/HMVJMQ,doi:10.7910/DVN/HMVJMQ,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/EEXJDQ,doi:10.7910/DVN/EEXJDQ,"['Medicine, Health and Life Sciences', 'Social Sciences']","['Medicine, Health and Life Sciences']",True
doi:10.7910/DVN/GE1ID6,doi:10.7910/DVN/GE1ID6,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/JOE5WO,doi:10.7910/DVN/JOE5WO,['Social Sciences'],"['Medicine, Health and Life Sciences']",False
doi:10.7910/DVN/OZDOEM,doi:10.7910/DVN/OZDOEM,"['Medicine, Health and Life Sciences', 'Social Sciences']","['Medicine, Health and Life Sciences', 'Social Sciences']",True
doi:10.7910/DVN/ULQCQ6,doi:10.7910/DVN/ULQCQ6,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/XMUPVO,doi:10.7910/DVN/XMUPVO,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/QNOMXJ,doi:10.7910/DVN/QNOMXJ,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/KSC9ST,doi:10.7910/DVN/KSC9ST,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/UEZMJT,doi:10.7910/DVN/UEZMJT,['Business and Management'],"['Computer and Information Science', 'Earth and Environmental Sciences']",False
doi:10.7910/DVN/XL77ZC,doi:10.7910/DVN/XL77ZC,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/5JUKR,doi:10.7910/DVN/5JUKR,['Social Sciences'],['Social Sciences'],True
hdl:1902.4/AUAPOP1975-FEB,hdl:1902.4/AUAPOP1975-FEB,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/YOCF5C,doi:10.7910/DVN/YOCF5C,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/WW2PYG,doi:10.7910/DVN/WW2PYG,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/0X8MJ1,doi:10.7910/DVN/0X8MJ1,"['Engineering', 'Other']",['Social Sciences'],False
doi:10.7910/DVN/WAW94W,doi:10.7910/DVN/WAW94W,['Chemistry'],['Chemistry'],True
doi:10.7910/DVN/YKKCLR,doi:10.7910/DVN/YKKCLR,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/U9NUGD,doi:10.7910/DVN/U9NUGD,"['Agricultural Sciences', 'Social Sciences']","['Agricultural Sciences', 'Social Sciences']",True
doi:10.7910/DVN/OXNV8P,doi:10.7910/DVN/OXNV8P,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/UGHQLX,doi:10.7910/DVN/UGHQLX,['Social Sciences'],['Social Sciences'],True
doi:10.34894/ZGUQUB,doi:10.34894/ZGUQUB,"['Arts and Humanities', 'Earth and Environmental Sciences']","['Arts and Humanities', 'Earth and Environmental Sciences']",True
doi:10.7910/DVN/MO6CJC,doi:10.7910/DVN/MO6CJC,"['Law', 'Social Sciences']","['Law', 'Social Sciences']",True
doi:10.7910/DVN/4RCLQ,doi:10.7910/DVN/4RCLQ,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/XGSWTO,doi:10.7910/DVN/XGSWTO,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/HI299K,doi:10.7910/DVN/HI299K,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/8EC7ZX,doi:10.7910/DVN/8EC7ZX,['Arts and Humanities'],['Arts and Humanities'],True
hdl:1902.4/CNUSIA1981-I81039,hdl:1902.4/CNUSIA1981-I81039,['Social Sciences'],['Social Sciences'],True
doi:10.21223/P3/LDMFOM,doi:10.21223/P3/LDMFOM,['Agricultural Sciences'],['Agricultural Sciences'],True
hdl:1902.4/BRIBOPE1990-OPP602,hdl:1902.4/BRIBOPE1990-OPP602,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/2FGS9P,doi:10.7910/DVN/2FGS9P,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/PKJ3P2,doi:10.7910/DVN/PKJ3P2,['Arts and Humanities'],"['Arts and Humanities', 'Business and Management', 'Social Sciences']",True
hdl:1902.4/BRIBOPE1991-OPP088,hdl:1902.4/BRIBOPE1991-OPP088,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/HPATJB,doi:10.7910/DVN/HPATJB,['Astronomy and Astrophysics'],['Astronomy and Astrophysics'],True
hdl:1902.4/USAIPOGNS2012-TR0907,hdl:1902.4/USAIPOGNS2012-TR0907,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/SALTDH,doi:10.7910/DVN/SALTDH,"['Chemistry', 'Engineering', 'Medicine, Health and Life Sciences']",['Earth and Environmental Sciences'],False
doi:10.7910/DVN/CE31HI,doi:10.7910/DVN/CE31HI,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/LARV96,doi:10.7910/DVN/LARV96,['Social Sciences'],['Social Sciences'],True
hdl:1902.4/USORC1961-464Y,hdl:1902.4/USORC1961-464Y,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/IHWYIQ,doi:10.7910/DVN/IHWYIQ,['Arts and Humanities'],['Arts and Humanities'],True
hdl:1902.4/USAIPO1943-0296,hdl:1902.4/USAIPO1943-0296,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/F7JB1K,doi:10.7910/DVN/F7JB1K,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/L3NKLH,doi:10.7910/DVN/L3NKLH,"['Agricultural Sciences', 'Social Sciences']","['Agricultural Sciences', 'Social Sciences']",True
doi:10.7910/DVN/KTAMUA,doi:10.7910/DVN/KTAMUA,['Chemistry'],['Chemistry'],True
doi:10.7910/DVN/LTNGFF,doi:10.7910/DVN/LTNGFF,['Social Sciences'],['Social Sciences'],True
hdl:1902.4/USDUKE2002-03,hdl:1902.4/USDUKE2002-03,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/A25GH2,doi:10.7910/DVN/A25GH2,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/F4ROEN,doi:10.7910/DVN/F4ROEN,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/DW2W9J,doi:10.7910/DVN/DW2W9J,['Agricultural Sciences'],"['Agricultural Sciences', 'Earth and Environmental Sciences']",True
hdl:1902.4/USRPRR1991-02,hdl:1902.4/USRPRR1991-02,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/HYTDEE,doi:10.7910/DVN/HYTDEE,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/PNGXOX,doi:10.7910/DVN/PNGXOX,['Arts and Humanities'],['Arts and Humanities'],True
hdl:1902.4/GBSSLT87-CQ069A,hdl:1902.4/GBSSLT87-CQ069A,['Social Sciences'],['Social Sciences'],True
doi:10.5064/F6BCQ6DM,doi:10.5064/F6BCQ6DM,['Other'],"['Mathematical Sciences', 'Medicine, Health and Life Sciences', 'Physics']",False
doi:10.7910/DVN/XPS7WO,doi:10.7910/DVN/XPS7WO,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/LQVAAR,doi:10.7910/DVN/LQVAAR,"['Medicine, Health and Life Sciences', 'Social Sciences']",['Social Sciences'],True
doi:10.7910/DVN/A7GLAN,doi:10.7910/DVN/A7GLAN,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/XFHBPO,doi:10.7910/DVN/XFHBPO,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/XP1ALB,doi:10.7910/DVN/XP1ALB,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/QLU59Z,doi:10.7910/DVN/QLU59Z,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/01AGUS,doi:10.7910/DVN/01AGUS,"['Medicine, Health and Life Sciences']","['Medicine, Health and Life Sciences']",True
hdl:1902.4/NWNSSDS88-M8806,hdl:1902.4/NWNSSDS88-M8806,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/SZKIWM,doi:10.7910/DVN/SZKIWM,['Arts and Humanities'],['Arts and Humanities'],True
hdl:1902.4/DNOBSR71-01,hdl:1902.4/DNOBSR71-01,['Social Sciences'],['Social Sciences'],True
hdl:1902.4/USMINN1955-0142,hdl:1902.4/USMINN1955-0142,['Social Sciences'],['Social Sciences'],True
hdl:1902.4/USLAT1978-009,hdl:1902.4/USLAT1978-009,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/7BG06U,doi:10.7910/DVN/7BG06U,['Earth and Environmental Sciences'],['Earth and Environmental Sciences'],True
doi:10.7910/DVN/LBGOES,doi:10.7910/DVN/LBGOES,['Arts and Humanities'],['Arts and Humanities'],True
hdl:1902.4/USORCCNN2011-FL1,hdl:1902.4/USORCCNN2011-FL1,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/NBMH7M,doi:10.7910/DVN/NBMH7M,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/IDTQGO,doi:10.7910/DVN/IDTQGO,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/DZSODD,doi:10.7910/DVN/DZSODD,"['Medicine, Health and Life Sciences']","['Medicine, Health and Life Sciences', 'Social Sciences']",True
doi:10.7910/DVN/01IKIW,doi:10.7910/DVN/01IKIW,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/HSKXMS,doi:10.7910/DVN/HSKXMS,['Arts and Humanities'],['Arts and Humanities'],True
hdl:1902.4/USAIPOUSA2011-TR1113,hdl:1902.4/USAIPOUSA2011-TR1113,['Social Sciences'],['Social Sciences'],True
hdl:1902.4/USPEW2009-10SDT,hdl:1902.4/USPEW2009-10SDT,['Social Sciences'],['Social Sciences'],True
doi:10.21950/MBTLKG,doi:10.21950/MBTLKG,['Engineering'],['Physics'],False
doi:10.7910/DVN/TDZCDP,doi:10.7910/DVN/TDZCDP,['Engineering'],"['Computer and Information Science', 'Medicine, Health and Life Sciences']",False
doi:10.7910/DVN/RNPFGQ,doi:10.7910/DVN/RNPFGQ,['Arts and Humanities'],['Arts and Humanities'],True
hdl:1902.4/USAIPOSPGO1993-ACIR93,hdl:1902.4/USAIPOSPGO1993-ACIR93,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/GR2F1U,doi:10.7910/DVN/GR2F1U,"['Other', 'Social Sciences']",['Social Sciences'],True
doi:10.7910/DVN/FDED9U,doi:10.7910/DVN/FDED9U,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/0LFC04,doi:10.7910/DVN/0LFC04,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/GLCXW5,doi:10.7910/DVN/GLCXW5,"['Medicine, Health and Life Sciences']","['Medicine, Health and Life Sciences']",True
doi:10.7910/DVN/SKYNFD,doi:10.7910/DVN/SKYNFD,['Arts and Humanities'],['Arts and Humanities'],True
hdl:1902.4/USAIPOGNS1990-922004-W2,hdl:1902.4/USAIPOGNS1990-922004-W2,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/0WJV5P,doi:10.7910/DVN/0WJV5P,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/XJAHBJ,doi:10.7910/DVN/XJAHBJ,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/NAUF1W,doi:10.7910/DVN/NAUF1W,['Arts and Humanities'],['Arts and Humanities'],True
hdl:1902.4/USSRBI2009-4794,hdl:1902.4/USSRBI2009-4794,['Social Sciences'],['Social Sciences'],True
hdl:1902.4/CNCIPO1986-505-1,hdl:1902.4/CNCIPO1986-505-1,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/QMT6CO,doi:10.7910/DVN/QMT6CO,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/MLJ1RC,doi:10.7910/DVN/MLJ1RC,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/BGCNPE,doi:10.7910/DVN/BGCNPE,"['Arts and Humanities', 'Computer and Information Science', 'Social Sciences']","['Arts and Humanities', 'Computer and Information Science', 'Medicine, Health and Life Sciences']",True
doi:10.18710/NMTGUN,doi:10.18710/NMTGUN,"['Agricultural Sciences', 'Medicine, Health and Life Sciences']","['Medicine, Health and Life Sciences']",True
doi:10.7910/DVN/NFEQE9,doi:10.7910/DVN/NFEQE9,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/2MCM5E,doi:10.7910/DVN/2MCM5E,['Other'],"['Medicine, Health and Life Sciences']",False
hdl:1902.4/USABCWASH1996-6079B,hdl:1902.4/USABCWASH1996-6079B,['Social Sciences'],['Arts and Humanities'],False
doi:10.7910/DVN/YWXZS,doi:10.7910/DVN/YWXZS,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/3FUFOP,doi:10.7910/DVN/3FUFOP,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/9GBKPW,doi:10.7910/DVN/9GBKPW,"['Agricultural Sciences', 'Earth and Environmental Sciences', 'Social Sciences']",['Agricultural Sciences'],True
