"id","answer"
1626064996542083072,"{ 'positive functioning' : 'low', 'expressing optimism' : 'low', 'purpose in life' : 'low', 'suffering' : 'high', 'loneliness' : 'high', 'quality of relationships' : 'low', 'belonging to society' : 'low', 'perceiving discrimination' : 'high' }"
1628726928076144640,"{ 'happiness' : 'low', 'life satisfaction' : 'low', 'fear of future' : 'high', 'vitality' : 'low', 'positive functioning' : 'low', 'expressing optimism' : 'low', 'peace with thoughts and feelings' : 'low', 'suffering' : 'high', 'expressing government approval' : 'low', 'expressing delayed gratification' : 'low' }"
1628092230572310540,"{ 'expressing gratitude' : 'high', 'balance in the various aspects of own life' : 'medium', 'promoting good' : 'high', 'having hope' : 'high' }"
1627916807532171265,"{ 'life satisfaction' : 'low', 'fear of future' : 'high', 'positive functioning' : 'low', 'expressing optimism' : 'low', 'peace with thoughts and feelings' : 'low', 'perceiving discrimination' : 'high', 'balance in the various aspects of own life' : 'low', 'mastery (ability, capability)' : 'high', 'feeling having a political voice' : 'high' }"
1629777188588249090,"{ 'life satisfaction' : 'high', 'having hope' : 'high' }"
1625731360802365440,"{ 'positive functioning' : 'high', 'happiness' : 'high', 'expressing optimism' : 'high', 'life satisfaction' : 'high', 'expressing gratitude' : 'high', 'having hope' : 'high', 'promoting good' : 'high' }"
1629509203944415235,"{ 'happiness' : 'low' }"
1630857569983143938,"{ 'happiness' : 'low', 'life satisfaction' : 'low', 'fear of future' : 'high', 'suffering' : 'high', 'expressing altruism' : 'high' }"
1631494729199173632,"{ 'resilience' : 'medium', 'expressing optimism' : 'high', 'positive functioning' : 'high', 'vitality' : 'high', 'belonging to society' : 'high', 'expressing altruism' : 'high', 'feeling trusted' : 'medium', 'mastery (ability, capability)' : 'medium', 'quality of relationships' : 'medium', 'having hope' : 'high', 'promoting good' : 'high', 'expressing empathy' : 'high' }"
1629507500725743616,"{ 'happiness' : 'high', 'life satisfaction' : 'high', 'fear of future' : 'low', 'vitality' : 'high', 'having energy' : 'high', 'positive functioning' : 'high', 'expressing optimism' : 'high', 'purpose in life' : 'high', 'having hope' : 'medium' }"
1630201751541252098,"{ 'resilience' : 'high', 'expressing optimism' : 'high', 'positive functioning' : 'high', 'expressing altruism' : 'high', 'expressing empathy' : 'high' }"
1631416453999263745,"{ 'belonging to society' : 'high' }"
1627503705833472002,"{ 'happiness' : 'high', 'resilience' : 'medium', 'self-esteem' : 'high', 'life satisfaction' : 'high', 'positive functioning' : 'high', 'expressing optimism' : 'high', 'mastery (ability, capability)' : 'high', 'feeling having a political voice' : 'low', 'promoting good' : 'high', 'expressing empathy' : 'high' }"
1628008207883898881,"{ 'happiness' : 'high', 'positive functioning' : 'high', 'promoting good' : 'high', 'expressing empathy' : 'high' }"
1630572524479324160,"{ 'happiness' : 'low', 'life satisfaction' : 'low', 'vitality' : 'low', 'having energy' : 'low', 'positive functioning' : 'low', 'peace with thoughts and feelings' : 'low', 'purpose in life' : 'low', 'belonging to society' : 'low', 'expressing government approval' : 'low', 'feeling having a political voice' : 'medium' }"
1630108658133774337,"{ 'suffering' : 'high', 'feeling pain' : 'high', 'belief in god' : 'high' }"
1631632367461847041,"{ 'happiness' : 'low', 'life satisfaction' : 'low', 'fear of future' : 'high', 'vitality' : 'low', 'having energy' : 'low', 'positive functioning' : 'low', 'peace with thoughts and feelings' : 'low', 'belonging to society' : 'low', 'expressing trust' : 'low', 'perceiving discrimination' : 'high', 'religious criticism' : 'high', 'feeling having a political voice' : 'high' }"
1629576376230506498,"{ 'balance in the various aspects of own life' : 'low', 'expressing government approval' : 'low' }"
1633060010107482112,"{ 'happiness' : 'medium', 'positive functioning' : 'high', 'purpose in life' : 'medium', 'mastery (ability, capability)' : 'high' }"
1625864436824039430,"{ 'expressing optimism' : 'low', 'belonging to society' : 'medium' }"
1627411701619478531,"{ 'life satisfaction' : 'medium', 'loneliness' : 'high', 'quality of relationships' : 'medium', 'expressing gratitude' : 'high' }"
1631744626016092186,"{ 'happiness' : 'low', 'life satisfaction' : 'low', 'vitality' : 'low', 'positive functioning' : 'low', 'expressing optimism' : 'low', 'peace with thoughts and feelings' : 'low' }"
1626054626561728513,"{ 'life satisfaction' : 'high', 'happiness' : 'high', 'positive functioning' : 'high', 'expressing optimism' : 'high', 'belonging to society' : 'medium', 'promoting good' : 'high' }"
1632826498133512192,"{ 'purpose in life' : 'high', 'positive functioning' : 'high', 'expressing optimism' : 'high', 'happiness' : 'medium', 'mastery (ability, capability)' : 'high', 'balance in the various aspects of own life' : 'high', 'having hope' : 'high', 'promoting good' : 'high' }"
1629321820028698624,"{ 'happiness' : 'high', 'vitality' : 'high', 'expressing optimism' : 'high' }"
1629088689518448640,"{ 'happiness' : 'high', 'self-esteem' : 'high', 'life satisfaction' : 'high', 'expressing optimism' : 'high', 'positive functioning' : 'high', 'purpose in life' : 'high', 'expressing gratitude' : 'high' }"
1631689180031115265,"{ 'happiness' : 'high', 'vitality' : 'high', 'expressing gratitude' : 'medium' }"
1627248864528039938,"{ 'positive functioning' : 'high', 'balance in the various aspects of own life' : 'medium', 'expressing empathy' : 'high', 'having hope' : 'high' }"
1630521000608555010,"{ 'happiness' : 'low', 'expressing optimism' : 'low' }"
1631710938494640155,"{ 'positive functioning' : 'medium', 'expressing optimism' : 'high', 'belonging to society' : 'medium', 'balance in the various aspects of own life' : 'medium' }"
1625709843234390016,"{ 'happiness' : 'high', 'self-esteem' : 'medium', 'life satisfaction' : 'medium', 'expressing optimism' : 'high', 'positive functioning' : 'high', 'expressing gratitude' : 'high', 'belonging to society' : 'medium' }"
1629928921247432704,"{ 'happiness' : 'low', 'life satisfaction' : 'low', 'belonging to society' : 'low' }"
1632348489328783361,"{ 'happiness' : 'high', 'vitality' : 'high', 'expressing gratitude' : 'high', 'having hope' : 'medium', 'promoting good' : 'medium', 'expressing empathy' : 'high' }"
1626388619027161088,"{ 'happiness' : 'high', 'positive functioning' : 'high', 'life satisfaction' : 'high', 'vitality' : 'high', 'balance in the various aspects of own life' : 'high' }"
1629387558206468097,"{ 'happiness' : 'low', 'self-esteem' : 'low', 'life satisfaction' : 'low', 'positive functioning' : 'low', 'peace with thoughts and feelings' : 'low', 'feeling pain' : 'high', 'balance in the various aspects of own life' : 'low', 'belonging to society' : 'low', 'perceiving discrimination' : 'high', 'describing health limitations' : 'medium' }"
1626891285750595585,"{ 'happiness' : 'high', 'positive functioning' : 'high', 'expressing optimism' : 'high', 'belonging to society' : 'low' }"
1626716088900927489,"{ 'positive functioning' : 'high', 'happiness' : 'high', 'belonging to society' : 'low' }"
1634038351408799746,"{ 'happiness' : 'high', 'positive functioning' : 'high', 'expressing optimism' : 'high', 'belonging to society' : 'high', 'having hope' : 'high' }"
1628702775314993152,"{ 'happiness' : 'high', 'expressing optimism' : 'high', 'positive functioning' : 'high', 'vitality' : 'high', 'expressing gratitude' : 'high', 'having hope' : 'high', 'promoting good' : 'high', 'expressing empathy' : 'high', 'expressing altruism' : 'high' }"
1628765624234045440,"{ 'life satisfaction' : 'low', 'happiness' : 'low', 'expressing optimism' : 'low', 'positive functioning' : 'low', 'expressing altruism' : 'high', 'feeling having a political voice' : 'high', 'expressing empathy' : 'high', 'self-esteem' : 'low', 'vitality' : 'low', 'purpose in life' : 'low', 'religious criticism' : 'high', 'perceiving discrimination' : 'low' }"
1629045115917414403,"{ 'positive functioning' : 'high', 'expressing optimism' : 'high', 'life satisfaction' : 'high', 'mastery (ability, capability)' : 'high', 'belonging to society' : 'medium', 'expressing gratitude' : 'high', 'feeling trusted' : 'medium', 'balance in the various aspects of own life' : 'medium', 'financial/material worry' : 'low' }"
1626583539423780870,"{ 'life satisfaction' : 'high', 'happiness' : 'high', 'self-esteem' : 'high', 'positive functioning' : 'high', 'expressing gratitude' : 'high', 'feeling trusted' : 'medium', 'having hope' : 'high', 'promoting good' : 'high', 'expressing empathy' : 'high' }"
1631329202250084352,"{ 'expressing gratitude' : 'high', 'happiness' : 'high' }"
1634088823268458496,"{ 'happiness' : 'high', 'positive functioning' : 'high', 'expressing optimism' : 'high', 'expressing gratitude' : 'high', 'belonging to society' : 'medium', 'mastery (ability, capability)' : 'high', 'having hope' : 'high' }"
1625848920311238656,"{ 'vitality' : 'high', 'positive functioning' : 'high', 'expressing optimism' : 'high', 'balance in the various aspects of own life' : 'high', 'mastery (ability, capability)' : 'high', 'having hope' : 'high', 'happiness' : 'medium', 'promoting good' : 'high' }"
1631616369853702145,"{ 'happiness' : 'high', 'expressing optimism' : 'high', 'expressing gratitude' : 'high', 'belonging to society' : 'medium', 'resilience' : 'high', 'positive functioning' : 'high', 'feeling trusted' : 'medium', 'expressing altruism' : 'high', 'quality of relationships' : 'high', 'mastery (ability, capability)' : 'high', 'feeling having a political voice' : 'high', 'having hope' : 'high', 'promoting good' : 'high', 'expressing empathy' : 'high' }"
1629504683780845569,"{ 'happiness' : 'low', 'peace with thoughts and feelings' : 'low', 'belonging to society' : 'low', 'religious criticism' : 'high' }"
1626249736155013124,"{ 'happiness' : 'low', 'positive functioning' : 'low', 'expressing optimism' : 'low', 'peace with thoughts and feelings' : 'low', 'expressing empathy' : 'low' }"
1629016673419427842,"{ 'loneliness' : 'high', 'quality of relationships' : 'low', 'belonging to society' : 'low', 'expressing gratitude' : 'low', 'expressing trust' : 'low', 'balance in the various aspects of own life' : 'low', 'perceiving discrimination' : 'high', 'financial/material worry' : 'high', 'feeling having a political voice' : 'low' }"
1632875596857450498,"{ 'happiness' : 'high', 'positive functioning' : 'high', 'expressing optimism' : 'high', 'life satisfaction' : 'high', 'balance in the various aspects of own life' : 'medium', 'having hope' : 'high', 'promoting good' : 'high' }"
1626243301094440961,"{ 'life satisfaction' : 'medium', 'fear of future' : 'high', 'anxiety' : 'high', 'quality of relationships' : 'low', 'expressing trust' : 'low', 'feeling trusted' : 'low', 'loneliness' : 'medium' }"
1631707536754868226,"{ 'happiness' : 'high', 'self-esteem' : 'medium', 'expressing job satisfaction' : 'high', 'expressing optimism' : 'high', 'purpose in life' : 'medium', 'balance in the various aspects of own life' : 'high', 'mastery (ability, capability)' : 'high', 'financial/material worry' : 'low', 'having hope' : 'high', 'promoting good' : 'medium' }"
1626786087879454721,"{ 'belonging to society' : 'low' }"
1627184146148913152,"{ 'happiness' : 'low', 'life satisfaction' : 'low', 'vitality' : 'low', 'having energy' : 'low', 'positive functioning' : 'low', 'expressing optimism' : 'low', 'peace with thoughts and feelings' : 'low', 'depression' : 'medium' }"
1629459291429117955,"{ 'happiness' : 'medium', 'positive functioning' : 'high', 'expressing optimism' : 'high', 'vitality' : 'high', 'expressing gratitude' : 'high', 'belonging to society' : 'medium' }"
1629006220488216576,"{ 'positive functioning' : 'low', 'expressing optimism' : 'low', 'peace with thoughts and feelings' : 'low', 'belonging to society' : 'low' }"
1626429316161568770,"{ 'happiness' : 'medium', 'positive functioning' : 'high', 'expressing optimism' : 'high', 'belonging to society' : 'medium', 'expressing gratitude' : 'high', 'promoting good' : 'medium', 'expressing empathy' : 'high' }"
1629463763324682241,"{ 'resilience' : 'medium', 'life satisfaction' : 'low', 'fear of future' : 'high', 'peace with thoughts and feelings' : 'low', 'expressing altruism' : 'medium', 'feeling having a political voice' : 'high' }"
1630012912579358720,"{ 'happiness' : 'high', 'life satisfaction' : 'high', 'vitality' : 'high', 'having energy' : 'high', 'positive functioning' : 'high', 'expressing optimism' : 'high', 'peace with thoughts and feelings' : 'high', 'quality of relationships' : 'high', 'belonging to society' : 'high', 'expressing gratitude' : 'high', 'expressing empathy' : 'high' }"
1626442030565011456,"{ 'happiness' : 'high', 'mastery (ability, capability)' : 'high', 'promoting good' : 'high' }"
1632578692047052804,"{ 'resilience' : 'medium', 'self-esteem' : 'medium' }"
1628311928215900161,"{ 'vitality' : 'high', 'expressing optimism' : 'medium', 'having hope' : 'high', 'promoting good' : 'high' }"
1633701021796151297,"{ 'happiness' : 'high', 'life satisfaction' : 'high', 'expressing optimism' : 'high', 'positive functioning' : 'high', 'describing health limitations' : 'medium' }"
1633761890529845249,"{ 'happiness' : 'low', 'life satisfaction' : 'low', 'fear of future' : 'high', 'vitality' : 'low', 'having energy' : 'low', 'suffering' : 'high', 'feeling pain' : 'high', 'positive functioning' : 'low', 'peace with thoughts and feelings' : 'low', 'purpose in life' : 'low' }"
1628624515604389890,"{ 'happiness' : 'high', 'life satisfaction' : 'high', 'expressing altruism' : 'high', 'mastery (ability, capability)' : 'high', 'quality of relationships' : 'medium', 'having hope' : 'high' }"
1629165349735133193,"{ 'happiness' : 'low', 'life satisfaction' : 'low', 'positive functioning' : 'low', 'expressing optimism' : 'low', 'feeling pain' : 'high', 'belonging to society' : 'low', 'balance in the various aspects of own life' : 'low' }"
1628668739276218369,"{ 'happiness' : 'high', 'positive functioning' : 'high', 'expressing optimism' : 'high', 'expressing gratitude' : 'high', 'having hope' : 'high', 'promoting good' : 'high' }"
1632115230716342272,"{ 'happiness' : 'high', 'positive functioning' : 'high', 'expressing trust' : 'low', 'mastery (ability, capability)' : 'high' }"
1633246397624463360,"{ 'expressing gratitude' : 'high', 'having hope' : 'high', 'expressing empathy' : 'high' }"
1609375238231396354,"{ 'happiness' : 'medium', 'having energy' : 'high', 'positive functioning' : 'high', 'expressing optimism' : 'high', 'peace with thoughts and feelings' : 'medium', 'mastery (ability, capability)' : 'high', 'having hope' : 'high', 'promoting good' : 'medium' }"
1625855976506265600,"{ 'life satisfaction' : 'high', 'happiness' : 'high', 'positive functioning' : 'high', 'expressing optimism' : 'high', 'balance in the various aspects of own life' : 'high', 'belonging to society' : 'medium', 'expressing gratitude' : 'high', 'having hope' : 'high', 'promoting good' : 'high', 'expressing empathy' : 'high' }"
1628982684612427777,"{ 'happiness' : 'high' }"
1631678082431033344,"{ 'happiness' : 'high', 'resilience' : 'high', 'self-esteem' : 'high', 'life satisfaction' : 'high', 'positive functioning' : 'high', 'expressing optimism' : 'high', 'balance in the various aspects of own life' : 'high', 'mastery (ability, capability)' : 'high' }"
1630433910411722752,"{ 'belonging to society' : 'low', 'expressing altruism' : 'low' }"
1632395722871152640,"{ 'happiness' : 'high', 'expressing optimism' : 'high', 'positive functioning' : 'high', 'vitality' : 'high', 'quality of relationships' : 'high', 'expressing gratitude' : 'high', 'having hope' : 'high', 'expressing empathy' : 'high' }"
1627804289853784065,"{ 'happiness' : 'high', 'expressing optimism' : 'high', 'positive functioning' : 'high', 'peace with thoughts and feelings' : 'medium', 'expressing gratitude' : 'high', 'having hope' : 'high', 'promoting good' : 'high', 'expressing empathy' : 'high' }"
1626763908013871104,"{ 'expressing optimism' : 'high', 'mastery (ability, capability)' : 'high', 'financial/material worry' : 'low', 'having hope' : 'high', 'resilience' : 'high' }"
1627071884419555333,"{ 'happiness' : 'low', 'life satisfaction' : 'low', 'positive functioning' : 'low', 'expressing optimism' : 'low' }"
1632981826779381760,"{ 'happiness' : 'high', 'life satisfaction' : 'high', 'positive functioning' : 'high', 'expressing optimism' : 'high', 'peace with thoughts and feelings' : 'medium', 'expressing altruism' : 'high', 'belonging to society' : 'high', 'expressing empathy' : 'high', 'promoting good' : 'high' }"
1631295798808920066,"{ 'happiness' : 'low', 'resilience' : 'medium', 'life satisfaction' : 'low', 'fear of future' : 'high', 'vitality' : 'low', 'having energy' : 'low', 'positive functioning' : 'low', 'expressing optimism' : 'low', 'peace with thoughts and feelings' : 'low', 'purpose in life' : 'medium', 'depression' : 'high', 'anxiety' : 'high', 'suffering' : 'high', 'feeling pain' : 'high', 'quality of relationships' : 'low', 'loneliness' : 'high', 'balance in the various aspects of own life' : 'low', 'mastery (ability, capability)' : 'low', 'having hope' : 'low', 'describing health limitations' : 'high' }"
1630557693860786176,"{ 'happiness' : 'medium', 'positive functioning' : 'high', 'expressing optimism' : 'high', 'belonging to society' : 'high', 'expressing gratitude' : 'high', 'having hope' : 'high', 'promoting good' : 'high' }"
1625879361827090433,"{ 'happiness' : 'low', 'life satisfaction' : 'low', 'fear of future' : 'high', 'vitality' : 'low', 'positive functioning' : 'low', 'expressing optimism' : 'low', 'peace with thoughts and feelings' : 'low', 'anxiety' : 'high', 'suffering' : 'high', 'balance in the various aspects of own life' : 'low', 'perceiving discrimination' : 'medium', 'financial/material worry' : 'high', 'describing health limitations' : 'high' }"
1630407400485158913,"{ 'perceiving discrimination' : 'high' }"
1631732328941715461,"{ 'happiness' : 'low', 'fear of future' : 'high', 'vitality' : 'low', 'having energy' : 'low', 'positive functioning' : 'low', 'expressing optimism' : 'low', 'peace with thoughts and feelings' : 'low', 'purpose in life' : 'low', 'belonging to society' : 'low', 'perceiving discrimination' : 'high', 'describing health limitations' : 'high' }"
1627339367428636673,"{ 'happiness' : 'low', 'resilience' : 'low', 'life satisfaction' : 'low', 'fear of future' : 'high', 'vitality' : 'low', 'having energy' : 'low', 'positive functioning' : 'low', 'expressing optimism' : 'low', 'peace with thoughts and feelings' : 'low', 'suffering' : 'high', 'balance in the various aspects of own life' : 'low', 'perceiving discrimination' : 'high', 'having hope' : 'low' }"
1627420184188157952,"{ 'positive functioning' : 'high', 'happiness' : 'high', 'expressing empathy' : 'high' }"
1627358487884750855,"{ 'life satisfaction' : 'low', 'vitality' : 'low', 'expressing optimism' : 'low', 'peace with thoughts and feelings' : 'low', 'balance in the various aspects of own life' : 'low' }"
1629630836365578240,"{ 'financial/material worry' : 'high', 'expressing empathy' : 'low' }"
1632935244281131010,"{ 'happiness' : 'low', 'life satisfaction' : 'low' }"
1631701935794290713,"{ 'happiness' : 'high', 'expressing optimism' : 'high', 'positive functioning' : 'high', 'life satisfaction' : 'medium', 'expressing gratitude' : 'high', 'belonging to society' : 'medium', 'feeling trusted' : 'medium', 'having hope' : 'high', 'expressing empathy' : 'high' }"
1632729143342252032,"{ 'happiness' : 'high', 'positive functioning' : 'high', 'expressing optimism' : 'high', 'life satisfaction' : 'high', 'expressing gratitude' : 'high', 'belonging to society' : 'medium', 'feeling loved by god' : 'high', 'having hope' : 'high', 'promoting good' : 'high', 'expressing empathy' : 'high', 'expressing altruism' : 'high' }"
1628643475016110082,"{ 'having energy' : 'medium', 'positive functioning' : 'high', 'expressing optimism' : 'high', 'peace with thoughts and feelings' : 'medium', 'suffering' : 'low', 'feeling pain' : 'low', 'having hope' : 'high', 'promoting good' : 'high', 'expressing empathy' : 'high' }"
1628142176113770499,"{ 'happiness' : 'high', 'life satisfaction' : 'high', 'having hope' : 'high', 'expressing empathy' : 'high' }"
1632738186035097601,"{ 'happiness' : 'high' }"
1629922596425723904,"{ 'happiness' : 'medium', 'belonging to society' : 'low', 'financial/material worry' : 'high', 'describing health limitations' : 'high', 'expressing altruism' : 'high' }"
1632075504831410177,"{ 'positive functioning' : 'low', 'expressing optimism' : 'low', 'peace with thoughts and feelings' : 'low', 'belonging to society' : 'low', 'balance in the various aspects of own life' : 'low', 'describing health limitations' : 'high', 'expressing empathy' : 'low', 'suffering' : 'high' }"
1632569947892363271,"{ 'happiness' : 'high', 'life satisfaction' : 'medium', 'vitality' : 'medium', 'positive functioning' : 'medium', 'expressing optimism' : 'medium', 'peace with thoughts and feelings' : 'medium', 'purpose in life' : 'medium', 'belonging to society' : 'medium', 'expressing gratitude' : 'medium', 'promoting good' : 'high', 'having hope' : 'high', 'expressing empathy' : 'high' }"
1625887239833264128,"{ 'positive functioning' : 'high', 'mastery (ability, capability)' : 'high', 'having hope' : 'high', 'promoting good' : 'high' }"
1626269577662418944,"{ 'happiness' : 'high', 'life satisfaction' : 'medium', 'positive functioning' : 'high', 'expressing optimism' : 'high', 'expressing gratitude' : 'high', 'belonging to society' : 'high', 'quality of relationships' : 'high', 'expressing altruism' : 'high', 'having hope' : 'high', 'promoting good' : 'medium', 'expressing empathy' : 'high' }"
1628335685592662016,"{ 'expressing optimism' : 'high', 'positive functioning' : 'high' }"
1634651174791004167,"{ 'happiness' : 'low', 'life satisfaction' : 'low', 'fear of future' : 'high', 'positive functioning' : 'low', 'expressing optimism' : 'low', 'balance in the various aspects of own life' : 'low', 'perceiving discrimination' : 'high', 'financial/material worry' : 'high' }"
1630427271487168512,"{ 'happiness' : 'low', 'fear of future' : 'high', 'perceiving discrimination' : 'high', 'financial/material worry' : 'high' }"
1628719501301669889,"{ 'resilience' : 'medium', 'positive functioning' : 'high', 'balance in the various aspects of own life' : 'high', 'belonging to society' : 'medium', 'expressing altruism' : 'high', 'having hope' : 'high', 'charitable giving/helping' : 'high', 'promoting good' : 'high', 'expressing empathy' : 'high', 'purpose in life' : 'high', 'volunteering' : 'high' }"
1631744822926082052,"{ 'positive functioning' : 'low', 'expressing optimism' : 'low', 'peace with thoughts and feelings' : 'low', 'belonging to society' : 'low' }"
1628506492759334914,"{ 'quality of relationships' : 'low', 'expressing empathy' : 'low' }"
1633214813332545537,"{ 'fear of future' : 'high', 'financial/material worry' : 'high' }"
1629947435530465280,"{ 'self-esteem' : 'high', 'vitality' : 'medium', 'expressing optimism' : 'high', 'expressing gratitude' : 'medium', 'describing health limitations' : 'medium' }"
1632364447858671617,"{ 'positive functioning' : 'low', 'peace with thoughts and feelings' : 'low', 'belonging to society' : 'low', 'quality of relationships' : 'low', 'expressing gratitude' : 'low' }"
1633952082007842816,"{ 'happiness' : 'low', 'life satisfaction' : 'low', 'having energy' : 'low', 'positive functioning' : 'low', 'expressing optimism' : 'low', 'peace with thoughts and feelings' : 'low', 'purpose in life' : 'low', 'expressing altruism' : 'low', 'quality of relationships' : 'low', 'belonging to society' : 'low', 'perceiving discrimination' : 'high' }"
1625709596928094210,"{ 'suffering' : 'high', 'depression' : 'high', 'anxiety' : 'high', 'fear of future' : 'high', 'quality of relationships' : 'low', 'perceiving discrimination' : 'high' }"
1625721668000976896,"{ 'self-esteem' : 'low', 'balance in the various aspects of own life' : 'high' }"
1629122008972771328,"{ 'happiness' : 'high' }"
1626287289990098944,"{ 'happiness' : 'high' }"
1627862097064329217,"{ 'happiness' : 'high', 'positive functioning' : 'high', 'expressing optimism' : 'high', 'balance in the various aspects of own life' : 'high', 'mastery (ability, capability)' : 'high' }"
1629205951256354818,"{ 'happiness' : 'low', 'positive functioning' : 'low', 'peace with thoughts and feelings' : 'low', 'belonging to society' : 'low', 'expressing empathy' : 'low' }"
1626189623088099328,"{ 'happiness' : 'high', 'positive functioning' : 'high', 'expressing altruism' : 'high', 'belonging to society' : 'high', 'mastery (ability, capability)' : 'high' }"
1630409353852223489,"{ 'self-esteem' : 'high', 'happiness' : 'high', 'promoting good' : 'high' }"
1630839987997401094,"{ 'resilience' : 'high', 'positive functioning' : 'high', 'life satisfaction' : 'high', 'expressing optimism' : 'high', 'belonging to society' : 'high', 'mastery (ability, capability)' : 'medium', 'feeling having a political voice' : 'medium', 'having hope' : 'high' }"
1626740153854345216,"{ 'resilience' : 'high', 'positive functioning' : 'medium', 'expressing optimism' : 'high', 'belonging to society' : 'high', 'expressing gratitude' : 'high', 'feeling trusted' : 'high', 'having hope' : 'high', 'promoting good' : 'high', 'expressing empathy' : 'high' }"
1628409491858284544,"{ 'happiness' : 'high', 'expressing job satisfaction' : 'high', 'expressing optimism' : 'high', 'positive functioning' : 'high' }"
1626822569956642816,"{ 'happiness' : 'low', 'life satisfaction' : 'low', 'having energy' : 'low', 'positive functioning' : 'low' }"
1632188747948216321,"{ 'happiness' : 'high', 'life satisfaction' : 'high', 'expressing optimism' : 'high', 'positive functioning' : 'high', 'expressing gratitude' : 'high', 'expressing empathy' : 'high' }"
1628086147187453972,"{ 'happiness' : 'low', 'resilience' : 'low', 'life satisfaction' : 'low', 'fear of future' : 'high', 'vitality' : 'low', 'having energy' : 'low', 'positive functioning' : 'low', 'expressing job satisfaction' : 'low', 'expressing optimism' : 'low', 'peace with thoughts and feelings' : 'low', 'depression' : 'high', 'anxiety' : 'high', 'suffering' : 'high', 'feeling pain' : 'high', 'perceiving discrimination' : 'high', 'expressing empathy' : 'medium', 'feeling having a political voice' : 'high' }"
1628641566763130883,"{ 'happiness' : 'high', 'expressing optimism' : 'high', 'expressing gratitude' : 'high', 'expressing government approval' : 'high', 'having hope' : 'high', 'expressing empathy' : 'high' }"
1627578417146101760,"{ 'resilience' : 'high', 'happiness' : 'high', 'life satisfaction' : 'high', 'expressing optimism' : 'high', 'belonging to society' : 'high', 'having hope' : 'high', 'promoting good' : 'high' }"
1633881721249890304,"{ 'happiness' : 'low', 'resilience' : 'low', 'life satisfaction' : 'low', 'fear of future' : 'high', 'vitality' : 'low', 'expressing optimism' : 'low', 'peace with thoughts and feelings' : 'low', 'suffering' : 'high', 'feeling pain' : 'high', 'perceiving discrimination' : 'high', 'feeling having a political voice' : 'high' }"
1627649649623416835,"{ 'happiness' : 'medium', 'positive functioning' : 'medium', 'expressing optimism' : 'high', 'balance in the various aspects of own life' : 'high', 'belonging to society' : 'high', 'expressing empathy' : 'high', 'expressing job satisfaction' : 'high' }"
1628757602648702976,"{ 'happiness' : 'high', 'life satisfaction' : 'high', 'vitality' : 'medium', 'having energy' : 'medium', 'positive functioning' : 'high', 'expressing optimism' : 'medium', 'peace with thoughts and feelings' : 'high', 'balance in the various aspects of own life' : 'medium' }"
1632365655256371200,"{ 'happiness' : 'low', 'life satisfaction' : 'low', 'self-esteem' : 'medium', 'vitality' : 'low', 'fear of future' : 'high', 'loneliness' : 'low', 'perceiving discrimination' : 'high', 'expressing gratitude' : 'low', 'expressing trust' : 'low', 'feeling trusted' : 'low', 'financial/material worry' : 'high', 'having hope' : 'low', 'expressing empathy' : 'low' }"
1625981383725154304,"{ 'positive functioning' : 'high', 'expressing optimism' : 'high', 'life satisfaction' : 'medium', 'balance in the various aspects of own life' : 'high', 'mastery (ability, capability)' : 'medium', 'promoting good' : 'high' }"
1632328199089651714,"{ 'happiness' : 'high', 'positive functioning' : 'high', 'expressing optimism' : 'high', 'life satisfaction' : 'medium', 'vitality' : 'high', 'belonging to society' : 'high', 'having hope' : 'high' }"
1632598294429044737,"{ 'happiness' : 'high', 'self-esteem' : 'high', 'life satisfaction' : 'medium', 'positive functioning' : 'high', 'expressing optimism' : 'high', 'peace with thoughts and feelings' : 'medium', 'balance in the various aspects of own life' : 'high', 'expressing empathy' : 'high' }"
1630630870540271619,"{ 'happiness' : 'high', 'self-esteem' : 'high', 'positive functioning' : 'high', 'expressing optimism' : 'high', 'belonging to society' : 'high', 'expressing gratitude' : 'high', 'expressing empathy' : 'high' }"
1627293191077601280,"{ 'happiness' : 'high', 'expressing optimism' : 'high', 'life satisfaction' : 'high', 'expressing gratitude' : 'high', 'having hope' : 'high', 'promoting good' : 'high', 'expressing empathy' : 'high' }"
1630876393230704641,"{ 'positive functioning' : 'high', 'expressing optimism' : 'high', 'expressing altruism' : 'high', 'balance in the various aspects of own life' : 'medium', 'promoting good' : 'high', 'having hope' : 'high' }"
1628677252962549761,"{ 'vitality' : 'low', 'positive functioning' : 'low', 'expressing optimism' : 'low' }"
1628185868002381825,"{ 'positive functioning' : 'high', 'expressing optimism' : 'high', 'belonging to society' : 'medium', 'expressing empathy' : 'high' }"
1628531551372976130,"{ 'mastery (ability, capability)' : 'low' }"
1629856235423162369,"{ 'happiness' : 'low', 'life satisfaction' : 'low', 'fear of future' : 'high', 'vitality' : 'low', 'having energy' : 'low', 'positive functioning' : 'low', 'expressing job satisfaction' : 'low', 'expressing optimism' : 'low', 'peace with thoughts and feelings' : 'low', 'purpose in life' : 'low', 'suffering' : 'high', 'expressing government approval' : 'low', 'perceiving discrimination' : 'high', 'feeling having a political voice' : 'high' }"
