"dimension","acc","f1","prec","recall","spec","sens","balAcc","model","bpar","ft","type","n","ntext","accD","accI","FN","FP","jac","jac2","ham","fname"
"expressing trust",0.597241379310345,0.281967213114754,0.185945945945946,0.583050847457627,0.599468085106383,0.583050847457627,0.591259466282005,"LLAMA2",70,"NO","FULL",100050,2175,0.643368315842079,0.619620189905048,0.0547326336831584,0.301899050474763,0.161638880367585,0.629679628270971,0.356631684157921,"classified-L2-70B"
"feeling trusted",0.582528735632184,0.245847176079734,0.449848024316109,0.169142857142857,0.860769230769231,0.169142857142857,0.514956043956044,"LLAMA2",70,"NO","FULL",100050,2175,0.643368315842079,0.619620189905048,0.0547326336831584,0.301899050474763,0.161638880367585,0.629679628270971,0.356631684157921,"classified-L2-70B"
"balance in the various aspects of own life",0.552183908045977,0.370801033591731,0.516187050359712,0.289314516129032,0.772612003381234,0.289314516129032,0.530963259755133,"LLAMA2",70,"NO","FULL",100050,2175,0.643368315842079,0.619620189905048,0.0547326336831584,0.301899050474763,0.161638880367585,0.629679628270971,0.356631684157921,"classified-L2-70B"
"mastery (ability, capability)",0.501609195402299,0.171253822629969,0.574358974358974,0.10062893081761,0.921845574387947,0.10062893081761,0.511237252602779,"LLAMA2",70,"NO","FULL",100050,2175,0.643368315842079,0.619620189905048,0.0547326336831584,0.301899050474763,0.161638880367585,0.629679628270971,0.356631684157921,"classified-L2-70B"
"perceiving discrimination",0.596781609195402,0.0222965440356745,0.666666666666667,0.0113378684807256,0.996133023975251,0.0113378684807256,0.503735446227988,"LLAMA2",70,"NO","FULL",100050,2175,0.643368315842079,0.619620189905048,0.0547326336831584,0.301899050474763,0.161638880367585,0.629679628270971,0.356631684157921,"classified-L2-70B"
"feeling loved by god",0.611494252873563,0.0621531631520533,0.736842105263158,0.0324449594438007,0.992378048780488,0.0324449594438007,0.512411504112144,"LLAMA2",70,"NO","FULL",100050,2175,0.643368315842079,0.619620189905048,0.0547326336831584,0.301899050474763,0.161638880367585,0.629679628270971,0.356631684157921,"classified-L2-70B"
"belief in god",0.630804597701149,0.116611661166117,0.854838709677419,0.0625737898465171,0.993222891566265,0.0625737898465171,0.527898340706391,"LLAMA2",70,"NO","FULL",100050,2175,0.643368315842079,0.619620189905048,0.0547326336831584,0.301899050474763,0.161638880367585,0.629679628270971,0.356631684157921,"classified-L2-70B"
"religious criticism",0.600919540229885,0.0158730158730159,0.875,0.0080091533180778,0.999231360491929,0.0080091533180778,0.503620256905004,"LLAMA2",70,"NO","FULL",100050,2175,0.643368315842079,0.619620189905048,0.0547326336831584,0.301899050474763,0.161638880367585,0.629679628270971,0.356631684157921,"classified-L2-70B"
"spiritual punishment",0.722298850574713,NA,NA,0,1,0,0.5,"LLAMA2",70,"NO","FULL",100050,2175,0.643368315842079,0.619620189905048,0.0547326336831584,0.301899050474763,0.161638880367585,0.629679628270971,0.356631684157921,"classified-L2-70B"
"feeling religious comfort",0.812413793103448,0.0810810810810811,0.382978723404255,0.0453400503778338,0.983689538807649,0.0453400503778338,0.514514794592741,"LLAMA2",70,"NO","FULL",100050,2175,0.643368315842079,0.619620189905048,0.0547326336831584,0.301899050474763,0.161638880367585,0.629679628270971,0.356631684157921,"classified-L2-70B"
"financial/material worry",0.670804597701149,0.344322344322344,0.466501240694789,0.272859216255443,0.855316285329744,0.272859216255443,0.564087750792593,"LLAMA2",70,"NO","FULL",100050,2175,0.643368315842079,0.619620189905048,0.0547326336831584,0.301899050474763,0.161638880367585,0.629679628270971,0.356631684157921,"classified-L2-70B"
"life after death belief",0.889655172413793,0.0476190476190476,0.461538461538462,0.0251046025104603,0.996384297520661,0.0251046025104603,0.510744450015561,"LLAMA2",70,"NO","FULL",100050,2175,0.643368315842079,0.619620189905048,0.0547326336831584,0.301899050474763,0.161638880367585,0.629679628270971,0.356631684157921,"classified-L2-70B"
"volunteering",0.891494252873563,0.040650406504065,0.416666666666667,0.0213675213675214,0.996393611540443,0.0213675213675214,0.508880566453982,"LLAMA2",70,"NO","FULL",100050,2175,0.643368315842079,0.619620189905048,0.0547326336831584,0.301899050474763,0.161638880367585,0.629679628270971,0.356631684157921,"classified-L2-70B"
"charitable giving/helping",0.880459770114942,0.133333333333333,0.298507462686567,0.0858369098712446,0.975798146240989,0.0858369098712446,0.530817528056117,"LLAMA2",70,"NO","FULL",100050,2175,0.643368315842079,0.619620189905048,0.0547326336831584,0.301899050474763,0.161638880367585,0.629679628270971,0.356631684157921,"classified-L2-70B"
"seeking for forgiveness",0.854252873563218,NA,NA,0,1,0,0.5,"LLAMA2",70,"NO","FULL",100050,2175,0.643368315842079,0.619620189905048,0.0547326336831584,0.301899050474763,0.161638880367585,0.629679628270971,0.356631684157921,"classified-L2-70B"
"feeling having a political voice",0.524597701149425,0.317040951122853,0.607594936708861,0.214477211796247,0.853219696969697,0.214477211796247,0.533848454382972,"LLAMA2",70,"NO","FULL",100050,2175,0.643368315842079,0.619620189905048,0.0547326336831584,0.301899050474763,0.161638880367585,0.629679628270971,0.356631684157921,"classified-L2-70B"
"expressing government approval",0.584367816091954,0.251655629139073,0.737864077669903,0.151696606786427,0.953964194373402,0.151696606786427,0.552830400579914,"LLAMA2",70,"NO","FULL",100050,2175,0.643368315842079,0.619620189905048,0.0547326336831584,0.301899050474763,0.161638880367585,0.629679628270971,0.356631684157921,"classified-L2-70B"
"having hope",0.397701149425287,0.332313965341488,0.740909090909091,0.21419185282523,0.82542113323124,0.21419185282523,0.519806493028235,"LLAMA2",70,"NO","FULL",100050,2175,0.643368315842079,0.619620189905048,0.0547326336831584,0.301899050474763,0.161638880367585,0.629679628270971,0.356631684157921,"classified-L2-70B"
"promoting good",0.521379310344828,0.0763087843833185,0.472527472527473,0.0415057915057915,0.957857769973661,0.0415057915057915,0.499681780739726,"LLAMA2",70,"NO","FULL",100050,2175,0.643368315842079,0.619620189905048,0.0547326336831584,0.301899050474763,0.161638880367585,0.629679628270971,0.356631684157921,"classified-L2-70B"
"expressing delayed gratification",0.707126436781609,0.142664872139973,0.234513274336283,0.102514506769826,0.895657418576598,0.102514506769826,0.499085962673212,"LLAMA2",70,"NO","FULL",100050,2175,0.643368315842079,0.619620189905048,0.0547326336831584,0.301899050474763,0.161638880367585,0.629679628270971,0.356631684157921,"classified-L2-70B"
"ptsd (post-traumatic stress disorder)",0.819310344827586,NA,NA,0,1,0,0.5,"LLAMA2",70,"NO","FULL",100050,2175,0.643368315842079,0.619620189905048,0.0547326336831584,0.301899050474763,0.161638880367585,0.629679628270971,0.356631684157921,"classified-L2-70B"
"describing smoking related health issues",0.880919540229885,0.0299625468164794,0.444444444444444,0.0155038759689922,0.997391757955138,0.0155038759689922,0.506447816962065,"LLAMA2",70,"NO","FULL",100050,2175,0.643368315842079,0.619620189905048,0.0547326336831584,0.301899050474763,0.161638880367585,0.629679628270971,0.356631684157921,"classified-L2-70B"
"describing drinking related health issues",0.87816091954023,0.179566563467492,0.935483870967742,0.0993150684931507,0.998937865108869,0.0993150684931507,0.54912646680101,"LLAMA2",70,"NO","FULL",100050,2175,0.643368315842079,0.619620189905048,0.0547326336831584,0.301899050474763,0.161638880367585,0.629679628270971,0.356631684157921,"classified-L2-70B"
"describing health limitations",0.48,0.148984198645598,0.727941176470588,0.0829840737636211,0.962321792260692,0.0829840737636211,0.522652933012157,"LLAMA2",70,"NO","FULL",100050,2175,0.643368315842079,0.619620189905048,0.0547326336831584,0.301899050474763,0.161638880367585,0.629679628270971,0.356631684157921,"classified-L2-70B"
"expressing empathy",0.47448275862069,0.5483998419597,0.784180790960452,0.421628189550425,0.638941398865784,0.421628189550425,0.530284794208105,"LLAMA2",70,"NO","FULL",100050,2175,0.643368315842079,0.619620189905048,0.0547326336831584,0.301899050474763,0.161638880367585,0.629679628270971,0.356631684157921,"classified-L2-70B"
"happiness",0.529792147806005,0.641549295774648,0.613881401617251,0.671828908554572,0.291718170580964,0.671828908554572,0.481773539567768,"LLAMA2",7,"NO","FULL",99590,2165,0.341279244904107,0.296786825986545,0.0353147906416307,0.623405964454262,0.112541846424812,0.334017984374232,0.658720755095893,"classified-L2-7B"
"resilience",0.375057736720554,0.00879120879120879,0.4,0.00444444444444444,0.988957055214724,0.00444444444444444,0.496700749829584,"LLAMA2",7,"NO","FULL",99590,2165,0.341279244904107,0.296786825986545,0.0353147906416307,0.623405964454262,0.112541846424812,0.334017984374232,0.658720755095893,"classified-L2-7B"
"self-esteem",0.381986143187067,0.0304347826086956,0.7,0.0155555555555556,0.988957055214724,0.0155555555555556,0.50225630538514,"LLAMA2",7,"NO","FULL",99590,2165,0.341279244904107,0.296786825986545,0.0353147906416307,0.623405964454262,0.112541846424812,0.334017984374232,0.658720755095893,"classified-L2-7B"
"life satisfaction",0.398152424942263,0.23398001175779,0.568571428571429,0.147298297557365,0.814496314496315,0.147298297557365,0.48089730602684,"LLAMA2",7,"NO","FULL",99590,2165,0.341279244904107,0.296786825986545,0.0353147906416307,0.623405964454262,0.112541846424812,0.334017984374232,0.658720755095893,"classified-L2-7B"
"fear of future",0.403233256351039,0.275784753363229,0.566820276497696,0.182222222222222,0.769325153374233,0.182222222222222,0.475773687798228,"LLAMA2",7,"NO","FULL",99590,2165,0.341279244904107,0.296786825986545,0.0353147906416307,0.623405964454262,0.112541846424812,0.334017984374232,0.658720755095893,"classified-L2-7B"
"vitality",0.379676674364896,0.0204230488694384,0.666666666666667,0.0103703703703704,0.991411042944785,0.0103703703703704,0.500890706657578,"LLAMA2",7,"NO","FULL",99590,2165,0.341279244904107,0.296786825986545,0.0353147906416307,0.623405964454262,0.112541846424812,0.334017984374232,0.658720755095893,"classified-L2-7B"
"having energy",0.455889145496536,0.396516393442623,0.643926788685524,0.286454478164323,0.737100737100737,0.286454478164323,0.51177760763253,"LLAMA2",7,"NO","FULL",99590,2165,0.341279244904107,0.296786825986545,0.0353147906416307,0.623405964454262,0.112541846424812,0.334017984374232,0.658720755095893,"classified-L2-7B"
"positive functioning",0.376443418013857,NA,NA,0,1,0,0.5,"LLAMA2",7,"NO","FULL",99590,2165,0.341279244904107,0.296786825986545,0.0353147906416307,0.623405964454262,0.112541846424812,0.334017984374232,0.658720755095893,"classified-L2-7B"
"expressing job satisfaction",1,NA,NA,NA,1,NA,NA,"LLAMA2",7,"NO","FULL",99590,2165,0.341279244904107,0.296786825986545,0.0353147906416307,0.623405964454262,0.112541846424812,0.334017984374232,0.658720755095893,"classified-L2-7B"
"expressing optimism",0.51824480369515,0.609509546986148,0.616199848599546,0.602962962962963,0.377914110429448,0.602962962962963,0.490438536696205,"LLAMA2",7,"NO","FULL",99590,2165,0.341279244904107,0.296786825986545,0.0353147906416307,0.623405964454262,0.112541846424812,0.334017984374232,0.658720755095893,"classified-L2-7B"
"peace with thoughts and feelings",0.376905311778291,0.102461743180306,0.506578947368421,0.0569948186528497,0.907862407862408,0.0569948186528497,0.482428613257629,"LLAMA2",7,"NO","FULL",99590,2165,0.341279244904107,0.296786825986545,0.0353147906416307,0.623405964454262,0.112541846424812,0.334017984374232,0.658720755095893,"classified-L2-7B"
"purpose in life",0.381062355658199,0.0331890331890332,0.638888888888889,0.017037037037037,0.984049079754601,0.017037037037037,0.500543058395819,"LLAMA2",7,"NO","FULL",99590,2165,0.341279244904107,0.296786825986545,0.0353147906416307,0.623405964454262,0.112541846424812,0.334017984374232,0.658720755095893,"classified-L2-7B"
"depression",0.43094688221709,0.379657603222558,0.592767295597484,0.279259259259259,0.682208588957055,0.279259259259259,0.480733924108157,"LLAMA2",7,"NO","FULL",99590,2165,0.341279244904107,0.296786825986545,0.0353147906416307,0.623405964454262,0.112541846424812,0.334017984374232,0.658720755095893,"classified-L2-7B"
"anxiety",0.418475750577367,0.354689902614044,0.576666666666667,0.256106587712805,0.687960687960688,0.256106587712805,0.472033637836747,"LLAMA2",7,"NO","FULL",99590,2165,0.341279244904107,0.296786825986545,0.0353147906416307,0.623405964454262,0.112541846424812,0.334017984374232,0.658720755095893,"classified-L2-7B"
"suffering",0.994919168591224,NA,0,NA,0.994919168591224,NA,NA,"LLAMA2",7,"NO","FULL",99590,2165,0.341279244904107,0.296786825986545,0.0353147906416307,0.623405964454262,0.112541846424812,0.334017984374232,0.658720755095893,"classified-L2-7B"
"feeling pain",0.376905311778291,0.0741249142072752,0.504672897196262,0.04,0.934969325153374,0.04,0.487484662576687,"LLAMA2",7,"NO","FULL",99590,2165,0.341279244904107,0.296786825986545,0.0353147906416307,0.623405964454262,0.112541846424812,0.334017984374232,0.658720755095893,"classified-L2-7B"
"expressing altruism",0.181062355658199,0.145542168674699,0.920731707317073,0.0790162218733647,0.948818897637795,0.0790162218733647,0.51391755975558,"LLAMA2",7,"NO","FULL",99590,2165,0.341279244904107,0.296786825986545,0.0353147906416307,0.623405964454262,0.112541846424812,0.334017984374232,0.658720755095893,"classified-L2-7B"
"loneliness",0.2,0.085533262935586,0.778846153846154,0.0452513966480447,0.938666666666667,0.0452513966480447,0.491959031657356,"LLAMA2",7,"NO","FULL",99590,2165,0.341279244904107,0.296786825986545,0.0353147906416307,0.623405964454262,0.112541846424812,0.334017984374232,0.658720755095893,"classified-L2-7B"
"quality of relationships",0.139030023094688,0.0557244174265451,0.705128205128205,0.0290084388185654,0.91449814126394,0.0290084388185654,0.471753290041253,"LLAMA2",7,"NO","FULL",99590,2165,0.341279244904107,0.296786825986545,0.0353147906416307,0.623405964454262,0.112541846424812,0.334017984374232,0.658720755095893,"classified-L2-7B"
"belonging to society",0.406928406466513,0.52967032967033,0.907151819322459,0.374030005173306,0.681034482758621,0.374030005173306,0.527532243965963,"LLAMA2",7,"NO","FULL",99590,2165,0.341279244904107,0.296786825986545,0.0353147906416307,0.623405964454262,0.112541846424812,0.334017984374232,0.658720755095893,"classified-L2-7B"
"expressing gratitude",0.213394919168591,0.211938917167978,0.89453125,0.120209973753281,0.896153846153846,0.120209973753281,0.508181909953563,"LLAMA2",7,"NO","FULL",99590,2165,0.341279244904107,0.296786825986545,0.0353147906416307,0.623405964454262,0.112541846424812,0.334017984374232,0.658720755095893,"classified-L2-7B"
"expressing trust",0.485912240184757,0.600359066427289,0.90770901194354,0.448497854077253,0.717607973421927,0.448497854077253,0.58305291374959,"LLAMA2",7,"NO","FULL",99590,2165,0.341279244904107,0.296786825986545,0.0353147906416307,0.623405964454262,0.112541846424812,0.334017984374232,0.658720755095893,"classified-L2-7B"
"feeling trusted",0.241570438799076,0.267618198037467,0.91743119266055,0.156657963446475,0.892,0.156657963446475,0.524328981723238,"LLAMA2",7,"NO","FULL",99590,2165,0.341279244904107,0.296786825986545,0.0353147906416307,0.623405964454262,0.112541846424812,0.334017984374232,0.658720755095893,"classified-L2-7B"
"balance in the various aspects of own life",0.325635103926097,0.407467532467532,0.906137184115523,0.26282722513089,0.796078431372549,0.26282722513089,0.529452828251719,"LLAMA2",7,"NO","FULL",99590,2165,0.341279244904107,0.296786825986545,0.0353147906416307,0.623405964454262,0.112541846424812,0.334017984374232,0.658720755095893,"classified-L2-7B"
"mastery (ability, capability)",0.163972286374134,0.148635936030103,0.814432989690722,0.0817805383022774,0.84549356223176,0.0817805383022774,0.463637050267019,"LLAMA2",7,"NO","FULL",99590,2165,0.341279244904107,0.296786825986545,0.0353147906416307,0.623405964454262,0.112541846424812,0.334017984374232,0.658720755095893,"classified-L2-7B"
"perceiving discrimination",0.10715935334873,0.0102406554019457,0.714285714285714,0.00515729757607014,0.982300884955752,0.00515729757607014,0.493729091265911,"LLAMA2",7,"NO","FULL",99590,2165,0.341279244904107,0.296786825986545,0.0353147906416307,0.623405964454262,0.112541846424812,0.334017984374232,0.658720755095893,"classified-L2-7B"
"feeling loved by god",0.119168591224018,0.0344303797468354,0.894736842105263,0.0175529168817759,0.982456140350877,0.0175529168817759,0.500004528616326,"LLAMA2",7,"NO","FULL",99590,2165,0.341279244904107,0.296786825986545,0.0353147906416307,0.623405964454262,0.112541846424812,0.334017984374232,0.658720755095893,"classified-L2-7B"
"belief in god",0.12933025404157,0.0579710144927536,0.935483870967742,0.0299123259412068,0.982300884955752,0.0299123259412068,0.50610660544848,"LLAMA2",7,"NO","FULL",99590,2165,0.341279244904107,0.296786825986545,0.0353147906416307,0.623405964454262,0.112541846424812,0.334017984374232,0.658720755095893,"classified-L2-7B"
"religious criticism",0.10715935334873,0.00719054956343092,0.875,0.0036101083032491,0.995575221238938,0.0036101083032491,0.499592664771094,"LLAMA2",7,"NO","FULL",99590,2165,0.341279244904107,0.296786825986545,0.0353147906416307,0.623405964454262,0.112541846424812,0.334017984374232,0.658720755095893,"classified-L2-7B"
"spiritual punishment",0.104387990762125,NA,NA,0,1,0,0.5,"LLAMA2",7,"NO","FULL",99590,2165,0.341279244904107,0.296786825986545,0.0353147906416307,0.623405964454262,0.112541846424812,0.334017984374232,0.658720755095893,"classified-L2-7B"
"feeling religious comfort",0.125173210161663,0.0434343434343434,0.914893617021277,0.0222452146921883,0.982758620689655,0.0222452146921883,0.502501917690922,"LLAMA2",7,"NO","FULL",99590,2165,0.341279244904107,0.296786825986545,0.0353147906416307,0.623405964454262,0.112541846424812,0.334017984374232,0.658720755095893,"classified-L2-7B"
"financial/material worry",0.260046189376443,0.300436681222707,0.86,0.182010582010582,0.796363636363636,0.182010582010582,0.489187109187109,"LLAMA2",7,"NO","FULL",99590,2165,0.341279244904107,0.296786825986545,0.0353147906416307,0.623405964454262,0.112541846424812,0.334017984374232,0.658720755095893,"classified-L2-7B"
"life after death belief",0.112240184757506,0.0123329907502569,0.923076923076923,0.00620796689084325,0.995689655172414,0.00620796689084325,0.500948811031629,"LLAMA2",7,"NO","FULL",99590,2165,0.341279244904107,0.296786825986545,0.0353147906416307,0.623405964454262,0.112541846424812,0.334017984374232,0.658720755095893,"classified-L2-7B"
"volunteering",0.126558891454965,0.012532637075718,1,0.00630583289542827,1,0.00630583289542827,0.503152916447714,"LLAMA2",7,"NO","FULL",99590,2165,0.341279244904107,0.296786825986545,0.0353147906416307,0.623405964454262,0.112541846424812,0.334017984374232,0.658720755095893,"classified-L2-7B"
"charitable giving/helping",0.150577367205543,0.0650737163192679,0.96969696969697,0.0336664913203577,0.992424242424242,0.0336664913203577,0.5130453668723,"LLAMA2",7,"NO","FULL",99590,2165,0.341279244904107,0.296786825986545,0.0353147906416307,0.623405964454262,0.112541846424812,0.334017984374232,0.658720755095893,"classified-L2-7B"
"seeking for forgiveness",0.12378752886836,NA,NA,0,1,0,0.5,"LLAMA2",7,"NO","FULL",99590,2165,0.341279244904107,0.296786825986545,0.0353147906416307,0.623405964454262,0.112541846424812,0.334017984374232,0.658720755095893,"classified-L2-7B"
"feeling having a political voice",0.2364896073903,0.292682926829268,0.870229007633588,0.175925925925926,0.769230769230769,0.175925925925926,0.472578347578348,"LLAMA2",7,"NO","FULL",99590,2165,0.341279244904107,0.296786825986545,0.0353147906416307,0.623405964454262,0.112541846424812,0.334017984374232,0.658720755095893,"classified-L2-7B"
"expressing government approval",0.174133949191686,0.165266106442577,0.86764705882353,0.0913312693498452,0.881057268722467,0.0913312693498452,0.486194269036156,"LLAMA2",7,"NO","FULL",99590,2165,0.341279244904107,0.296786825986545,0.0353147906416307,0.623405964454262,0.112541846424812,0.334017984374232,0.658720755095893,"classified-L2-7B"
"having hope",0.259122401847575,0.338829348722176,0.938356164383562,0.206740442655936,0.847457627118644,0.206740442655936,0.52709903488729,"LLAMA2",7,"NO","FULL",99590,2165,0.341279244904107,0.296786825986545,0.0353147906416307,0.623405964454262,0.112541846424812,0.334017984374232,0.658720755095893,"classified-L2-7B"
"promoting good",0.144110854503464,0.0748876684972541,0.833333333333333,0.0392054364871929,0.94047619047619,0.0392054364871929,0.489840813481692,"LLAMA2",7,"NO","FULL",99590,2165,0.341279244904107,0.296786825986545,0.0353147906416307,0.623405964454262,0.112541846424812,0.334017984374232,0.658720755095893,"classified-L2-7B"
"expressing delayed gratification",0.236951501154734,0.197278911564626,0.902222222222222,0.110747408619749,0.933734939759036,0.110747408619749,0.522241174189393,"LLAMA2",7,"NO","FULL",99590,2165,0.341279244904107,0.296786825986545,0.0353147906416307,0.623405964454262,0.112541846424812,0.334017984374232,0.658720755095893,"classified-L2-7B"
"ptsd (post-traumatic stress disorder)",0.587528868360277,NA,NA,0,1,0,0.5,"LLAMA2",7,"NO","FULL",99590,2165,0.341279244904107,0.296786825986545,0.0353147906416307,0.623405964454262,0.112541846424812,0.334017984374232,0.658720755095893,"classified-L2-7B"
"describing smoking related health issues",0.633718244803695,0.00750938673341677,0.333333333333333,0.00379746835443038,0.995636363636364,0.00379746835443038,0.499716915995397,"LLAMA2",7,"NO","FULL",99590,2165,0.341279244904107,0.296786825986545,0.0353147906416307,0.623405964454262,0.112541846424812,0.334017984374232,0.658720755095893,"classified-L2-7B"
"describing drinking related health issues",0.627251732101617,0.0170523751522534,0.225806451612903,0.00886075949367089,0.982545454545454,0.00886075949367089,0.495703107019563,"LLAMA2",7,"NO","FULL",99590,2165,0.341279244904107,0.296786825986545,0.0353147906416307,0.623405964454262,0.112541846424812,0.334017984374232,0.658720755095893,"classified-L2-7B"
"describing health limitations",0.64757505773672,0.115874855156431,0.37037037037037,0.0686813186813187,0.940848990953375,0.0686813186813187,0.504765154817347,"LLAMA2",7,"NO","FULL",99590,2165,0.341279244904107,0.296786825986545,0.0353147906416307,0.623405964454262,0.112541846424812,0.334017984374232,0.658720755095893,"classified-L2-7B"
"expressing empathy",0.531177829099307,0.428169014084507,0.431328036322361,0.425055928411633,0.605822187254131,0.425055928411633,0.515439057832882,"LLAMA2",7,"NO","FULL",99590,2165,0.341279244904107,0.296786825986545,0.0353147906416307,0.623405964454262,0.112541846424812,0.334017984374232,0.658720755095893,"classified-L2-7B"
"happiness",0.588668816213726,0.668399554400297,0.604432505036938,0.74750830564784,0.390899689762151,0.74750830564784,0.569203997704996,"LLAMA3",70,"YES","FULL",99866,2171,0.85192157491038,0.843900827108325,0.091632787935834,0.0564456371537861,0.187641891472881,0.834001391652048,0.14807842508962,"classified-L3-70B-FT"
"resilience",0.907876554583141,0.0099009900990099,0.0666666666666667,0.0053475935828877,0.992943548387097,0.0053475935828877,0.499145570984992,"LLAMA3",70,"YES","FULL",99866,2171,0.85192157491038,0.843900827108325,0.091632787935834,0.0564456371537861,0.187641891472881,0.834001391652048,0.14807842508962,"classified-L3-70B-FT"
"self-esteem",0.869184707508061,0.0779220779220779,0.4,0.0431654676258993,0.990491283676704,0.0431654676258993,0.516828375651301,"LLAMA3",70,"YES","FULL",99866,2171,0.85192157491038,0.843900827108325,0.091632787935834,0.0564456371537861,0.187641891472881,0.834001391652048,0.14807842508962,"classified-L3-70B-FT"
"life satisfaction",0.683555964993091,0.177245508982036,0.209631728045326,0.153526970954357,0.8348134991119,0.153526970954357,0.494170235033129,"LLAMA3",70,"YES","FULL",99866,2171,0.85192157491038,0.843900827108325,0.091632787935834,0.0564456371537861,0.187641891472881,0.834001391652048,0.14807842508962,"classified-L3-70B-FT"
"fear of future",0.762782128051589,0.35705368289638,0.32648401826484,0.393939393939394,0.836836283185841,0.393939393939394,0.615387838562617,"LLAMA3",70,"YES","FULL",99866,2171,0.85192157491038,0.843900827108325,0.091632787935834,0.0564456371537861,0.187641891472881,0.834001391652048,0.14807842508962,"classified-L3-70B-FT"
"vitality",0.927683095347766,0.0368098159509202,0.142857142857143,0.0211267605633803,0.991128634795466,0.0211267605633803,0.506127697679423,"LLAMA3",70,"YES","FULL",99866,2171,0.85192157491038,0.843900827108325,0.091632787935834,0.0564456371537861,0.187641891472881,0.834001391652048,0.14807842508962,"classified-L3-70B-FT"
"having energy",0.707508060801474,0.0275650842266463,0.014827018121911,0.195652173913043,0.718588235294118,0.195652173913043,0.457120204603581,"LLAMA3",70,"YES","FULL",99866,2171,0.85192157491038,0.843900827108325,0.091632787935834,0.0564456371537861,0.187641891472881,0.834001391652048,0.14807842508962,"classified-L3-70B-FT"
"positive functioning",0.763242745278673,NA,NA,0,1,0,0.5,"LLAMA3",70,"YES","FULL",99866,2171,0.85192157491038,0.843900827108325,0.091632787935834,0.0564456371537861,0.187641891472881,0.834001391652048,0.14807842508962,"classified-L3-70B-FT"
"expressing job satisfaction",1,NA,NA,NA,1,NA,NA,"LLAMA3",70,"YES","FULL",99866,2171,0.85192157491038,0.843900827108325,0.091632787935834,0.0564456371537861,0.187641891472881,0.834001391652048,0.14807842508962,"classified-L3-70B-FT"
"expressing optimism",0.496545370796868,0.488056206088993,0.392614920874152,0.64480198019802,0.408657373440939,0.64480198019802,0.526729676819479,"LLAMA3",70,"YES","FULL",99866,2171,0.85192157491038,0.843900827108325,0.091632787935834,0.0564456371537861,0.187641891472881,0.834001391652048,0.14807842508962,"classified-L3-70B-FT"
"peace with thoughts and feelings",0.823583602026716,0.035264483627204,0.0454545454545455,0.0288065843621399,0.923755186721992,0.0288065843621399,0.476280885542066,"LLAMA3",70,"YES","FULL",99866,2171,0.85192157491038,0.843900827108325,0.091632787935834,0.0564456371537861,0.187641891472881,0.834001391652048,0.14807842508962,"classified-L3-70B-FT"
"purpose in life",0.90557346844772,0.0969162995594714,0.305555555555556,0.0575916230366492,0.987373737373737,0.0575916230366492,0.522482680205193,"LLAMA3",70,"YES","FULL",99866,2171,0.85192157491038,0.843900827108325,0.091632787935834,0.0564456371537861,0.187641891472881,0.834001391652048,0.14807842508962,"classified-L3-70B-FT"
"depression",0.699216950713957,0.172370088719899,0.10625,0.456375838926175,0.717111770524233,0.456375838926175,0.586743804725204,"LLAMA3",70,"YES","FULL",99866,2171,0.85192157491038,0.843900827108325,0.091632787935834,0.0564456371537861,0.187641891472881,0.834001391652048,0.14807842508962,"classified-L3-70B-FT"
"anxiety",0.720865960386919,0.236775818639798,0.155371900826446,0.497354497354497,0.74217961654894,0.497354497354497,0.619767056951719,"LLAMA3",70,"YES","FULL",99866,2171,0.85192157491038,0.843900827108325,0.091632787935834,0.0564456371537861,0.187641891472881,0.834001391652048,0.14807842508962,"classified-L3-70B-FT"
"suffering",0.994933210502073,NA,0,NA,0.994933210502073,NA,NA,"LLAMA3",70,"YES","FULL",99866,2171,0.85192157491038,0.843900827108325,0.091632787935834,0.0564456371537861,0.187641891472881,0.834001391652048,0.14807842508962,"classified-L3-70B-FT"
"feeling pain",0.887609396591433,0.269461077844311,0.409090909090909,0.200892857142857,0.966615305598356,0.200892857142857,0.583754081370607,"LLAMA3",70,"YES","FULL",99866,2171,0.85192157491038,0.843900827108325,0.091632787935834,0.0564456371537861,0.187641891472881,0.834001391652048,0.14807842508962,"classified-L3-70B-FT"
"expressing altruism",0.880239520958084,0.312169312169312,0.359756097560976,0.275700934579439,0.946346448645887,0.275700934579439,0.611023691612663,"LLAMA3",70,"YES","FULL",99866,2171,0.85192157491038,0.843900827108325,0.091632787935834,0.0564456371537861,0.187641891472881,0.834001391652048,0.14807842508962,"classified-L3-70B-FT"
"loneliness",0.916167664670659,0.125,0.123809523809524,0.12621359223301,0.955512572533849,0.12621359223301,0.540863082383429,"LLAMA3",70,"YES","FULL",99866,2171,0.85192157491038,0.843900827108325,0.091632787935834,0.0564456371537861,0.187641891472881,0.834001391652048,0.14807842508962,"classified-L3-70B-FT"
"quality of relationships",0.888530631045601,0.135714285714286,0.243589743589744,0.0940594059405941,0.970035551041138,0.0940594059405941,0.532047478490866,"LLAMA3",70,"YES","FULL",99866,2171,0.85192157491038,0.843900827108325,0.091632787935834,0.0564456371537861,0.187641891472881,0.834001391652048,0.14807842508962,"classified-L3-70B-FT"
