dimension,value,id
 positive functioning ,high,1626582008423120899
 expressing optimism ,high,1626582008423120899
 balance in the various aspects of own life ,high,1626582008423120899
 expressing gratitude ,high,1626582008423120899
 having hope ,high,1626582008423120899
 promoting good ,high,1626582008423120899
 expressing empathy ,high,1626582008423120899
 anxiety ,high,1630321994896900096
 loneliness ,high,1630321994896900096
 fear of future ,high,1627338317229350913
 perceiving discrimination ,medium,1627338317229350913
 feeling having a political voice ,high,1627338317229350913
 quality of relationships ,low,1632619397473792001
 happiness ,low,1632667799696084992
 life satisfaction ,low,1632667799696084992
 fear of future ,high,1632667799696084992
 positive functioning ,low,1632667799696084992
 expressing optimism ,low,1632667799696084992
 peace with thoughts and feelings ,low,1632667799696084992
 belonging to society ,low,1632667799696084992
 perceiving discrimination ,high,1632667799696084992
suffering ,high,1629512315782430723
 describing health limitations ,high,1629512315782430723
 quality of relationships ,medium,1626344909757378560
 capability) ,high,1630176900789288961
 depression ,high,1630370354358108160
 loneliness ,high,1630370354358108160
 happiness ,high,1632132894419300352
 positive functioning ,high,1632132894419300352
self-esteem ,high,1630031280447582209
 expressing trust ,low,1630031280447582209
 happiness ,high,1628884392813756419
 life satisfaction ,medium,1628884392813756419
 positive functioning ,high,1628884392813756419
 expressing optimism ,high,1628884392813756419
 belonging to society ,high,1628884392813756419
 describing drinking related health issues ,high,1628884392813756419
 happiness ,high,1625932709523771392
resilience ,high,1625932709523771392
self-esteem ,high,1625932709523771392
 life satisfaction ,high,1625932709523771392
 positive functioning ,high,1625932709523771392
 expressing optimism ,high,1625932709523771392
 peace with thoughts and feelings ,high,1625932709523771392
 purpose in life ,high,1625932709523771392
 balance in the various aspects of own life ,high,1625932709523771392
 having hope ,high,1625932709523771392
 promoting good ,high,1625932709523771392
 expressing empathy ,high,1625932709523771392
resilience ,high,1631658275732172800
 expressing altruism ,high,1631658275732172800
 promoting good ,high,1631658275732172800
 expressing empathy ,high,1631658275732172800
 purpose in life ,high,1626409150346567680
 belief in god ,high,1626409150346567680
self-esteem ,low,1633698574990024705
 anxiety ,high,1626262273642663936
 loneliness ,medium,1626262273642663936
 balance in the various aspects of own life ,low,1632802025686839296
 describing health limitations ,medium,1632802025686839296
self-esteem ,high,1631763367231729676
 quality of relationships ,high,1631763367231729676
 happiness ,medium,1628053429875625991
 expressing altruism ,medium,1628053429875625991
 promoting good ,high,1628053429875625991
 describing health limitations ,high,1628053429875625991
 happiness ,high,1628942291095408642
 expressing altruism ,high,1628942291095408642
 promoting good ,high,1628942291095408642
 expressing empathy ,high,1628942291095408642
 happiness ,high,1630766534023868416
 expressing optimism ,high,1630766534023868416
 expressing gratitude ,high,1630766534023868416
 having hope ,high,1630766534023868416
 happiness ,high,1626365036682780672
 happiness ,high,1631689180031115265
 financial/material worry ,high,1632010685428252674
 describing health limitations ,high,1627344409799888896
 financial/material worry ,high,1628356519916863489
 vitality ,medium,1625990927482486784
 capability) ,high,1625990927482486784
 happiness ,high,1632015990643990530
 promoting good ,high,1632015990643990530
self-esteem ,high,1634307430120079362
 quality of relationships ,low,1628506492759334914
 happiness ,high,1627983929859837952
 expressing altruism ,high,1627983929859837952
 charitable giving/helping ,high,1627983929859837952
 perceiving discrimination ,high,1629492355962138624
 quality of relationships ,high,1632190034320269313
 feeling having a political voice ,high,1629570278417211394
 happiness ,high,1632610230357090310
 happiness ,low,1631852415162126344
 life satisfaction ,low,1631852415162126344
 fear of future ,high,1631852415162126344
 vitality ,low,1631852415162126344
 having energy ,low,1631852415162126344
 positive functioning ,low,1631852415162126344
 expressing optimism ,low,1631852415162126344
 peace with thoughts and feelings ,low,1631852415162126344
 depression ,high,1631852415162126344
 anxiety ,high,1631852415162126344
suffering ,high,1631852415162126344
 balance in the various aspects of own life ,low,1631852415162126344
 depression ,low,1634235068146171909
 feeling having a political voice ,high,1632802855978508288
 happiness ,high,1630666652336664582
 life satisfaction ,high,1630666652336664582
 positive functioning ,high,1630666652336664582
 expressing optimism ,high,1630666652336664582
 balance in the various aspects of own life ,high,1630666652336664582
 capability) ,high,1630666652336664582
 belonging to society ,medium,1630666652336664582
 expressing gratitude ,high,1630666652336664582
 having hope ,high,1630666652336664582
 promoting good ,high,1630666652336664582
 expressing empathy ,high,1630666652336664582
 happiness ,high,1628069226480123905
 expressing altruism ,high,1628069226480123905
 promoting good ,high,1628069226480123905
 happiness ,high,1631755732906377219
 quality of relationships ,high,1631755732906377219
 happiness ,low,1626000707735134209
resilience ,medium,1626000707735134209
 fear of future ,high,1626000707735134209
 vitality ,low,1626000707735134209
 having energy ,low,1626000707735134209
 positive functioning ,low,1626000707735134209
 expressing optimism ,low,1626000707735134209
 anxiety ,high,1626000707735134209
suffering ,high,1626000707735134209
 balance in the various aspects of own life ,low,1626000707735134209
 capability) ,low,1626000707735134209
 describing health limitations ,high,1626000707735134209
 feeling having a political voice ,high,1629978005391941634
 expressing trust ,high,1629114288710512641
self-esteem ,medium,1629114288710512641
 happiness ,high,1631853144517795840
 expressing optimism ,high,1631853144517795840
 positive functioning ,high,1631853144517795840
 expressing gratitude ,high,1631853144517795840
 having hope ,high,1631853144517795840
 promoting good ,high,1631853144517795840
 happiness ,high,1631753966903066653
 expressing altruism ,high,1631753966903066653
 promoting good ,high,1631753966903066653
 expressing empathy ,high,1631753966903066653
 happiness ,high,1626388619027161088
 positive functioning ,high,1626388619027161088
 life satisfaction ,high,1626388619027161088
 balance in the various aspects of own life ,high,1626388619027161088
 having hope ,high,1626388619027161088
 happiness ,low,1626241099898429440
resilience ,low,1626241099898429440
self-esteem ,low,1626241099898429440
 life satisfaction ,low,1626241099898429440
 fear of future ,high,1626241099898429440
 vitality ,low,1626241099898429440
 having energy ,low,1626241099898429440
 positive functioning ,low,1626241099898429440
 expressing job satisfaction ,low,1626241099898429440
 expressing optimism ,low,1626241099898429440
 peace with thoughts and feelings ,low,1626241099898429440
 depression ,high,1626241099898429440
 anxiety ,high,1626241099898429440
suffering ,high,1626241099898429440
 belonging to society ,low,1626241099898429440
 balance in the various aspects of own life ,low,1626241099898429440
 capability) ,low,1626241099898429440
 having hope ,low,1626241099898429440
 describing health limitations ,high,1626241099898429440
 expressing trust ,low,1626827847271878656
 expressing empathy ,low,1626827847271878656
 perceiving discrimination ,high,1629765865909395457
 belief in god ,high,1630769093539397633
 promoting good ,high,1630769093539397633
resilience ,high,1633930572740407298
 expressing altruism ,high,1633930572740407298
 expressing empathy ,high,1633930572740407298
 perceiving discrimination ,high,1630547452355923968
 feeling having a political voice ,high,1630547452355923968
 expressing trust ,high,1628311261480878082
 feeling having a political voice ,high,1628311261480878082
 happiness ,high,1630755498395054081
 expressing optimism ,high,1630755498395054081
 positive functioning ,high,1630755498395054081
 belonging to society ,high,1630755498395054081
 expressing gratitude ,high,1630755498395054081
 having hope ,high,1630755498395054081
 promoting good ,high,1630755498395054081
 expressing empathy ,high,1630755498395054081
 feeling having a political voice ,high,1634289491040145408
 happiness ,high,1631602917709848579
 quality of relationships ,high,1631602917709848579
self-esteem ,high,1625838119588167683
 capability) ,high,1625838119588167683
 expressing job satisfaction ,high,1628371993954250754
 expressing altruism ,high,1628371993954250754
 volunteering ,high,1628371993954250754
 expressing job satisfaction ,low,1633156199037440000
 expressing trust ,low,1633156199037440000
 feeling having a political voice ,low,1633156199037440000
 anxiety ,high,1628460311362560004
 financial/material worry ,high,1628460311362560004
 happiness ,high,1629810639295356929
 life satisfaction ,high,1629810639295356929
 expressing job satisfaction ,high,1629810639295356929
 expressing optimism ,high,1629810639295356929
 expressing gratitude ,high,1629810639295356929
 having hope ,high,1629810639295356929
 promoting good ,high,1629810639295356929
 happiness ,high,1626054626561728513
 expressing optimism ,high,1626054626561728513
 positive functioning ,high,1626054626561728513
 belonging to society ,high,1626054626561728513
 expressing gratitude ,high,1626054626561728513
 financial/material worry ,high,1633839697352077314
 quality of relationships ,high,1627169377035632640
 happiness ,high,1629911649313525760
 happiness ,high,1632209637901516803
 expressing altruism ,medium,1632209637901516803
 promoting good ,high,1632209637901516803
resilience ,medium,1632540417169260545
 quality of relationships ,medium,1632540417169260545
 depression ,high,1628961352306884608
 depression ,high,1627362621350416386
 life satisfaction ,low,1633254443847147522
 balance in the various aspects of own life ,low,1633254443847147522
 describing health limitations ,medium,1633254443847147522
 happiness ,high,1628811349919961088
 expressing gratitude ,high,1628811349919961088
 feeling having a political voice ,high,1626064996542083072
 fear of future ,high,1630306090503004163
 anxiety ,high,1632436462204354567
 balance in the various aspects of own life ,low,1632436462204354567
 quality of relationships ,low,1627319935071297537
 expressing trust ,high,1627173569301196800
 anxiety ,high,1627904833784094722
 life satisfaction ,low,1630661055624912904
 vitality ,low,1630661055624912904
 having energy ,low,1630661055624912904
 positive functioning ,low,1630661055624912904
 expressing optimism ,low,1630661055624912904
 peace with thoughts and feelings ,low,1630661055624912904
 belonging to society ,low,1630661055624912904
 perceiving discrimination ,high,1630661055624912904
 purpose in life ,high,1634328141928988672
 expressing altruism ,high,1634328141928988672
 promoting good ,high,1634328141928988672
 having energy ,high,1632395507422187520
 happiness ,high,1630698243326615554
 quality of relationships ,high,1630698243326615554
 happiness ,low,1631295614657937410
 life satisfaction ,low,1631295614657937410
 fear of future ,high,1631295614657937410
suffering ,high,1631295614657937410
 describing health limitations ,high,1631295614657937410
 happiness ,high,1629088689518448640
 expressing gratitude ,high,1629088689518448640
 expressing optimism ,high,1628187549687742465
 positive functioning ,high,1628187549687742465
 belonging to society ,high,1628187549687742465
 capability) ,high,1628187549687742465
 having hope ,high,1628187549687742465
 quality of relationships ,medium,1629951137716621317
 vitality ,high,1625848920311238656
 balance in the various aspects of own life ,high,1625848920311238656
 happiness ,high,1626215908195844097
 promoting good ,high,1626215908195844097
 capability) ,high,1625853287437303808
 promoting good ,high,1625853287437303808
 capability) ,high,1631837388468285440
self-esteem ,high,1631837388468285440
 happiness ,medium,1626024572662210561
 balance in the various aspects of own life ,medium,1626024572662210561
 expressing trust ,medium,1630967312651108352
 financial/material worry ,high,1630967312651108352
self-esteem ,low,1627546839850401794
 quality of relationships ,low,1627546839850401794
self-esteem ,high,1626497828804767744
 happiness ,high,1626497828804767744
 expressing gratitude ,high,1626497828804767744
 capability) ,high,1626497828804767744
 happiness ,high,1629900009524133889
 expressing gratitude ,high,1629900009524133889
 promoting good ,high,1629900009524133889
 belonging to society ,high,1628459166938324995
 positive functioning ,low,1632075504831410177
 expressing optimism ,low,1632075504831410177
 peace with thoughts and feelings ,low,1632075504831410177
 belonging to society ,low,1632075504831410177
 balance in the various aspects of own life ,low,1632075504831410177
 describing health limitations ,high,1632075504831410177
 expressing empathy ,low,1632075504831410177
 quality of relationships ,low,1631302171751858180
 feeling having a political voice ,low,1631302171751858180
 happiness ,medium,1630717280639234048
 quality of relationships ,medium,1630717280639234048
 having hope ,high,1630717280639234048
 depression ,low,1633691407679385601
 quality of relationships ,low,1633691407679385601
 feeling having a political voice ,high,1633691407679385601
 happiness ,high,1632408102422159362
 happiness ,high,1629995220568776704
 depression ,high,1633991047943532546
spiritual punishment ,high,1633991047943532546
 quality of relationships ,medium,1626319773507125249
 expressing empathy ,high,1626319773507125249
 perceiving discrimination ,high,1630572524479324160
resilience ,high,1630306031489392645
 life satisfaction ,high,1630306031489392645
 expressing gratitude ,high,1630306031489392645
 having hope ,high,1630306031489392645
 feeling having a political voice ,high,1630804344387026946
 balance in the various aspects of own life ,medium,1625971880191754242
 happiness ,low,1625971880191754242
 expressing optimism ,high,1627851631634309120
 expressing empathy ,high,1627851631634309120
 expressing empathy ,high,1630610916546088960
resilience ,high,1629278522630873090
 vitality ,medium,1629278522630873090
 having energy ,medium,1629278522630873090
 positive functioning ,high,1629278522630873090
 expressing optimism ,high,1629278522630873090
 belonging to society ,high,1629278522630873090
 expressing gratitude ,high,1629278522630873090
 having hope ,high,1629278522630873090
 promoting good ,high,1629278522630873090
 fear of future ,high,1626584598443622404
 perceiving discrimination ,high,1626584598443622404
 feeling having a political voice ,high,1626584598443622404
 happiness ,high,1629990916759977985
 expressing optimism ,high,1629990916759977985
 belonging to society ,high,1629990916759977985
 happiness ,high,1631345787925065728
 capability) ,high,1631345787925065728
 happiness ,high,1631748739105783817
 expressing optimism ,high,1631748739105783817
 expressing gratitude ,high,1631748739105783817
 having hope ,high,1631748739105783817
 financial/material worry ,low,1633060010107482112
 promoting good ,high,1633060010107482112
relationships ,low,1632015014079995905
 feeling having a political voice ,high,1632015014079995905
 feeling having a political voice ,medium,1630755795909459968
 belief in god ,high,1629447065892802561
resilience ,high,1626505506050252800
 capability) ,high,1626505506050252800
 happiness ,low,1630776570242826240
resilience ,medium,1630776570242826240
self-esteem ,medium,1630776570242826240
 life satisfaction ,low,1630776570242826240
 fear of future ,high,1630776570242826240
 vitality ,low,1630776570242826240
 having energy ,low,1630776570242826240
 positive functioning ,low,1630776570242826240
 peace with thoughts and feelings ,low,1630776570242826240
 purpose in life ,low,1630776570242826240
 depression ,high,1630776570242826240
 anxiety ,high,1630776570242826240
suffering ,high,1630776570242826240
 belonging to society ,low,1630776570242826240
 quality of relationships ,low,1630776570242826240
 feeling trusted ,low,1630776570242826240
 perceiving discrimination ,high,1630776570242826240
religious criticism ,high,1630776570242826240
 promoting good ,high,1630776570242826240
 having hope ,high,1630776570242826240
 expressing empathy ,high,1630776570242826240
 fear of future ,high,1632402311392686087
 expressing trust ,low,1632402311392686087
 expressing altruism ,high,1633964422610956290
 promoting good ,high,1633964422610956290
 expressing empathy ,high,1633964422610956290
self-esteem ,low,1632095970262679553
 perceiving discrimination ,high,1632095970262679553
 loneliness ,high,1626615939478462464
 quality of relationships ,low,1631504728419971073
 expressing empathy ,low,1631504728419971073
 feeling having a political voice ,high,1630979041489453074
 happiness ,high,1629581925265420290
resilience ,medium,1629581925265420290
 quality of relationships ,medium,1629581925265420290
 having hope ,high,1629581925265420290
 happiness ,medium,1632115230716342272
resilience ,medium,1632115230716342272
self-esteem ,medium,1632115230716342272
 life satisfaction ,low,1632115230716342272
 fear of future ,high,1632115230716342272
 vitality ,low,1632115230716342272
 having energy ,low,1632115230716342272
 positive functioning ,low,1632115230716342272
 expressing optimism ,low,1632115230716342272
 peace with thoughts and feelings ,low,1632115230716342272
 purpose in life ,medium,1632115230716342272
 depression ,high,1632115230716342272
 anxiety ,high,1632115230716342272
suffering ,high,1632115230716342272
 belonging to society ,low,1632115230716342272
 quality of relationships ,low,1632115230716342272
 having hope ,high,1632115230716342272
 promoting good ,high,1632115230716342272
 expressing delayed gratification ,low,1632115230716342272
 expressing empathy ,high,1632115230716342272
 quality of relationships ,medium,1633171816775659523
 promoting good ,high,1633171816775659523
resilience ,low,1633172229075738626
 quality of relationships ,low,1633172229075738626
 happiness ,high,1634038351408799746
 quality of relationships ,medium,1634038351408799746
 happiness ,high,1630540624993583104
 expressing optimism ,high,1630540624993583104
 belonging to society ,high,1630540624993583104
 expressing gratitude ,high,1630540624993583104
 having hope ,high,1630540624993583104
 promoting good ,high,1630540624993583104
 expressing empathy ,high,1630540624993583104
 happiness ,high,1628591654469791744
 belonging to society ,high,1628591654469791744
 quality of relationships ,high,1628591654469791744
 feeling having a political voice ,high,1631140447581249536
 life satisfaction ,medium,1626243301094440961
 fear of future ,high,1626243301094440961
 anxiety ,high,1626243301094440961
 quality of relationships ,low,1626243301094440961
 expressing trust ,low,1626243301094440961
 feeling trusted ,low,1626243301094440961
 capability) ,medium,1626243301094440961
resilience ,high,1630966464139374593
 balance in the various aspects of own life ,high,1630966464139374593
 promoting good ,medium,1630966464139374593
resilience ,high,1626990392767041543
 expressing optimism ,high,1626990392767041543
 belonging to society ,high,1626990392767041543
 feeling having a political voice ,high,1626990392767041543
 fear of future ,high,1630896097370558465
 perceiving discrimination ,high,1630896097370558465
 feeling having a political voice ,high,1630896097370558465
 anxiety ,medium,1631494698257858560
 quality of relationships ,medium,1631494698257858560
 feeling trusted ,medium,1631494698257858560
 happiness ,high,1628407562570977280
self-esteem ,medium,1632913142626787328
 quality of relationships ,low,1632913142626787328
resilience ,high,1633674775523475458
 promoting good ,high,1633674775523475458
self-esteem ,high,1632939366602375169
 capability) ,high,1632939366602375169
 capability) ,high,1627231993002876929
resilience ,high,1625736117369593856
 happiness ,high,1625736117369593856
 expressing optimism ,high,1625736117369593856
 positive functioning ,high,1625736117369593856
 belonging to society ,high,1625736117369593856
 having hope ,high,1625736117369593856
 promoting good ,high,1625736117369593856
 expressing empathy ,high,1625736117369593856
self-esteem ,high,1625794704682934273
 positive functioning ,high,1625794704682934273
 happiness ,high,1625794704682934273
 expressing optimism ,high,1625794704682934273
 belonging to society ,high,1625794704682934273
 expressing empathy ,high,1625794704682934273
 happiness ,high,1632443784448360448
 positive functioning ,high,1632443784448360448
 belonging to society ,high,1632443784448360448
 expressing optimism ,high,1632443784448360448
 balance in the various aspects of own life ,medium,1632443784448360448
 happiness ,high,1626736792417320961
 expressing gratitude ,high,1626736792417320961
 happiness ,low,1628601869428981761
 life satisfaction ,low,1628601869428981761
 fear of future ,high,1628601869428981761
 vitality ,low,1628601869428981761
 having energy ,low,1628601869428981761
 positive functioning ,low,1628601869428981761
 describing drinking related health issues ,high,1628601869428981761
 happiness ,high,1627058116071415808
 expressing empathy ,high,1627058116071415808
 life satisfaction ,low,1632299962871472128
 fear of future ,high,1632299962871472128
 positive functioning ,low,1632299962871472128
 expressing optimism ,low,1632299962871472128
 feeling having a political voice ,high,1632299962871472128
 happiness ,high,1626678094651088900
 expressing gratitude ,high,1626678094651088900
 having hope ,high,1626678094651088900
 expressing empathy ,medium,1627021840903462912
resilience ,high,1632637743141470208
 promoting good ,high,1632637743141470208
 expressing empathy ,high,1632637743141470208
 happiness ,high,1629743739718492160
 quality of relationships ,high,1629743739718492160
 feeling having a political voice ,high,1626854253884055553
 happiness ,high,1630860946062077952
 expressing altruism ,high,1630860946062077952
 promoting good ,high,1630860946062077952
 happiness ,high,1628929122578710529
 expressing altruism ,medium,1628929122578710529
 promoting good ,high,1628929122578710529
 happiness ,low,1630962235731243008
 life satisfaction ,low,1630962235731243008
 fear of future ,high,1630962235731243008
 vitality ,low,1630962235731243008
 having energy ,low,1630962235731243008
 positive functioning ,low,1630962235731243008
 expressing optimism ,low,1630962235731243008
 peace with thoughts and feelings ,low,1630962235731243008
 anxiety ,high,1630962235731243008
 belonging to society ,low,1630962235731243008
 quality of relationships ,low,1630962235731243008
 perceiving discrimination ,high,1630962235731243008
 describing health limitations ,high,1630962235731243008
 depression ,high,1626054178421325824
 anxiety ,high,1626054178421325824
 expressing altruism ,high,1626259835200368641
 promoting good ,high,1626259835200368641
 happiness ,high,1632770822677975040
 expressing altruism ,high,1632770822677975040
 expressing empathy ,high,1632770822677975040
resilience ,high,1627813194013216769
 life satisfaction ,medium,1627813194013216769
 positive functioning ,high,1627813194013216769
 expressing optimism ,high,1627813194013216769
 peace with thoughts and feelings ,high,1627813194013216769
 belonging to society ,high,1627813194013216769
 balance in the various aspects of own life ,high,1627813194013216769
 capability) ,high,1627813194013216769
 feeling having a political voice ,high,1627813194013216769
 happiness ,high,1629116475876290560
 capability) ,high,1629116475876290560
resilience ,low,1632350580080521216
 balance in the various aspects of own life ,medium,1632350580080521216
 ptsd (post-traumatic stress disorder) ,medium,1632350580080521216
 loneliness ,high,1629510604779036672
 happiness ,high,1632830777779179521
 quality of relationships ,high,1632830777779179521
 happiness ,high,1631799954304909313
 expressing gratitude ,high,1631799954304909313
 perceiving discrimination ,high,1627791345002881025
 feeling having a political voice ,high,1627791345002881025
resilience ,high,1629525154047901696
 describing smoking related health issues ,high,1629525154047901696
 belonging to society ,high,1632764712063758337
resurrection ,high,1632364329852076033
 happiness ,high,1632739504199983104
 happiness ,low,1629039367489454080
 life satisfaction ,low,1629039367489454080
 fear of future ,high,1629039367489454080
 vitality ,low,1629039367489454080
 having energy ,low,1629039367489454080
 positive functioning ,low,1629039367489454080
 expressing optimism ,low,1629039367489454080
 peace with thoughts and feelings ,low,1629039367489454080
 belonging to society ,low,1629039367489454080
 balance in the various aspects of own life ,low,1629039367489454080
 perceiving discrimination ,medium,1629039367489454080
religious criticism ,high,1629039367489454080
 feeling having a political voice ,high,1629039367489454080
 expressing government approval ,low,1629039367489454080
 having hope ,high,1629039367489454080
 promoting good ,high,1629039367489454080
 expressing empathy ,low,1629039367489454080
 purpose in life ,high,1634255766319415296
 expressing altruism ,high,1634255766319415296
 promoting good ,high,1634255766319415296
 expressing trust ,low,1630358382401179648
resilience ,low,1632532981549244417
 quality of relationships ,low,1632532981549244417
 feeling having a political voice ,high,1632532981549244417
 happiness ,high,1630023544053587968
 vitality ,high,1630023544053587968
 positive functioning ,high,1630023544053587968
 expressing optimism ,high,1630023544053587968
 peace with thoughts and feelings ,medium,1630023544053587968
 belonging to society ,high,1630023544053587968
 promoting good ,high,1630023544053587968
 feeling having a political voice ,high,1629670444235206662
 happiness ,high,1627445070000447490
 happiness ,low,1633625541910712321
 life satisfaction ,low,1633625541910712321
 fear of future ,high,1633625541910712321
 vitality ,low,1633625541910712321
 having energy ,low,1633625541910712321
 positive functioning ,low,1633625541910712321
 expressing optimism ,low,1633625541910712321
 peace with thoughts and feelings ,low,1633625541910712321
 purpose in life ,low,1633625541910712321
 depression ,high,1633625541910712321
 anxiety ,high,1633625541910712321
suffering ,high,1633625541910712321
 belonging to society ,low,1633625541910712321
 quality of relationships ,low,1633625541910712321
 balance in the various aspects of own life ,low,1633625541910712321
 capability) ,low,1633625541910712321
 perceiving discrimination ,high,1633625541910712321
 financial/material worry ,high,1633625541910712321
 feeling having a political voice ,high,1633625541910712321
 hopelessness ,high,1633625541910712321
resilience ,medium,1627576447421362177
 expressing empathy ,medium,1627576447421362177
 perceiving discrimination ,high,1627971419547271169
 feeling having a political voice ,high,1627971419547271169
resilience ,high,1629917533871505408
 having hope ,high,1629917533871505408
 happiness ,high,1627806851181031424
 life satisfaction ,high,1627806851181031424
 expressing optimism ,high,1627806851181031424
 positive functioning ,high,1627806851181031424
 belonging to society ,high,1627806851181031424
 feeling having a political voice ,medium,1627806851181031424
 depression ,high,1629006220488216576
 describing health limitations ,high,1629006220488216576
resilience ,high,1631364806534914074
 capability) ,high,1631364806534914074
 expressing trust ,medium,1632454577730596865
 happiness ,high,1626844753664040962
 quality of relationships ,low,1627764573175439360
resilience ,medium,1633183617814876160
self-esteem ,low,1633183617814876160
 vitality ,low,1633183617814876160
 having energy ,low,1633183617814876160
 positive functioning ,low,1633183617814876160
 expressing optimism ,low,1633183617814876160
 peace with thoughts and feelings ,low,1633183617814876160
 depression ,high,1633183617814876160
 anxiety ,high,1633183617814876160
suffering ,high,1633183617814876160
 balance in the various aspects of own life ,low,1633183617814876160
 describing health limitations ,medium,1633183617814876160
 happiness ,medium,1630379055550791680
 expressing altruism ,low,1630379055550791680
resilience ,high,1630212408856682497
 capability) ,high,1630212408856682497
 happiness ,high,1631701935794290713
 expressing optimism ,high,1631701935794290713
 belonging to society ,medium,1631701935794290713
 expressing gratitude ,high,1631701935794290713
 having hope ,high,1631701935794290713
 happiness ,high,1626916751442059266
 positive functioning ,high,1626916751442059266
 belonging to society ,medium,1626916751442059266
 happiness ,high,1629045115917414403
self-esteem ,high,1629045115917414403
 life satisfaction ,high,1629045115917414403
 positive functioning ,high,1629045115917414403
 expressing optimism ,high,1629045115917414403
 peace with thoughts and feelings ,high,1629045115917414403
 belonging to society ,high,1629045115917414403
 expressing gratitude ,high,1629045115917414403
 capability) ,high,1629045115917414403
 having hope ,high,1629045115917414403
 promoting good ,high,1629045115917414403
 happiness ,high,1627869082061078528
 positive functioning ,high,1627869082061078528
 expressing optimism ,high,1627869082061078528
 balance in the various aspects of own life ,high,1627869082061078528
 happiness ,high,1630508480317587457
 life satisfaction ,low,1627358487884750855
 vitality ,low,1627358487884750855
 having energy ,low,1627358487884750855
 positive functioning ,low,1627358487884750855
 expressing optimism ,low,1627358487884750855
 peace with thoughts and feelings ,low,1627358487884750855
 balance in the various aspects of own life ,low,1627358487884750855
 happiness ,high,1628194772304412672
 life satisfaction ,high,1628194772304412672
 expressing gratitude ,high,1628194772304412672
 belonging to society ,medium,1628194772304412672
 quality of relationships ,medium,1628194772304412672
 feeling loved by god ,high,1628194772304412672
 belief in god ,high,1628194772304412672
 expressing empathy ,high,1628194772304412672
 expressing trust ,medium,1628657953279709186
 feeling having a political voice ,high,1628657953279709186
resilience ,medium,1631576611240972291
self-esteem ,medium,1631576611240972291
 life satisfaction ,low,1631576611240972291
 vitality ,low,1631576611240972291
 having energy ,low,1631576611240972291
 positive functioning ,low,1631576611240972291
 expressing optimism ,low,1631576611240972291
 peace with thoughts and feelings ,low,1631576611240972291
 purpose in life ,low,1631576611240972291
 depression ,high,1631576611240972291
 anxiety ,high,1631576611240972291
suffering ,high,1631576611240972291
 belonging to society ,low,1631576611240972291
 quality of relationships ,low,1631576611240972291
 balance in the various aspects of own life ,low,1631576611240972291
 capability) ,low,1631576611240972291
 feeling having a political voice ,high,1631576611240972291
 promoting good ,high,1631576611240972291
 expressing empathy ,high,1631576611240972291
 fear of future ,high,1633032577056489473
 perceiving discrimination ,high,1633032577056489473
 feeling having a political voice ,high,1633032577056489473
resilience ,high,1627899416655892481
 expressing altruism ,high,1627899416655892481
 having hope ,high,1627899416655892481
 expressing empathy ,high,1627899416655892481
 expressing optimism ,high,1632719587434442753
 expressing altruism ,medium,1632719587434442753
 promoting good ,high,1632719587434442753
 having energy ,high,1632719587434442753
 happiness ,high,1631819513703419904
 describing drinking related health issues ,high,1629672518725545986
 perceiving discrimination ,medium,1629672518725545986
resilience ,high,1630643798429581338
 capability) ,high,1630643798429581338
resilience ,high,1632560754821066752
 balance in the various aspects of own life ,high,1632560754821066752
 promoting good ,high,1632560754821066752
 happiness ,high,1626231826003169284
 positive functioning ,high,1626231826003169284
 expressing optimism ,high,1626231826003169284
 expressing gratitude ,high,1626231826003169284
 having hope ,high,1626231826003169284
 happiness ,high,1627670492961247233
 quality time with family ,high,1625821498173956096
 indulging in a refreshing experience ,high,1625821498173956096
 happiness ,low,1631791490476261379
 life satisfaction ,low,1631791490476261379
 vitality ,low,1631791490476261379
 having energy ,low,1631791490476261379
 positive functioning ,low,1631791490476261379
 expressing optimism ,low,1631791490476261379
 peace with thoughts and feelings ,low,1631791490476261379
 belonging to society ,low,1631791490476261379
 perceiving discrimination ,medium,1631791490476261379
 having hope ,low,1631791490476261379
 expressing trust ,low,1626040530541985794
 feeling having a political voice ,high,1626040530541985794
 happiness ,high,1632698580476522496
 quality of relationships ,medium,1633024368413483008
 happiness ,low,1627176928661864448
self-esteem ,low,1627176928661864448
 life satisfaction ,low,1627176928661864448
 fear of future ,high,1627176928661864448
 vitality ,low,1627176928661864448
 having energy ,low,1627176928661864448
 positive functioning ,low,1627176928661864448
 expressing optimism ,low,1627176928661864448
 peace with thoughts and feelings ,low,1627176928661864448
 depression ,high,1627176928661864448
 anxiety ,high,1627176928661864448
suffering ,high,1627176928661864448
 balance in the various aspects of own life ,low,1627176928661864448
 describing health limitations ,high,1627176928661864448
 happiness ,high,1634312035868573708
 happiness ,high,1627941062923927553
 expressing altruism ,high,1627941062923927553
 depression ,high,1629038206128918529
 loneliness ,high,1629038206128918529
 quality of relationships ,low,1630283266636001281
 expressing empathy ,high,1630283266636001281
 belonging to society ,high,1629631523916767232
self-esteem ,low,1626998579419303938
 loneliness ,high,1626998579419303938
 financial/material worry ,high,1629346808643334145
 happiness ,high,1631590271149539328
 vitality ,high,1631590271149539328
 positive functioning ,high,1631590271149539328
 expressing optimism ,high,1631590271149539328
 balance in the various aspects of own life ,high,1631590271149539328
 capability) ,high,1631590271149539328
 having hope ,high,1631590271149539328
 promoting good ,high,1631590271149539328
 life satisfaction ,low,1629504683780845569
