dimension,value,id
 feeling having a political voice ,high,1631660043497005059
 financial/material worry ,high,1633892093755047939
 happiness ,low,1625687844705673216
 life satisfaction ,low,1625687844705673216
 fear of future ,high,1625687844705673216
 vitality ,low,1625687844705673216
 having energy ,low,1625687844705673216
 positive functioning ,low,1625687844705673216
 expressing job satisfaction ,low,1625687844705673216
 expressing optimism ,low,1625687844705673216
 peace with thoughts and feelings ,low,1625687844705673216
 purpose in life ,low,1625687844705673216
 depression ,high,1625687844705673216
 anxiety ,high,1625687844705673216
suffering ,high,1625687844705673216
 belonging to society ,low,1625687844705673216
 financial/material worry ,high,1625687844705673216
 anxiety ,high,1631262145835941889
 happiness ,high,1630680966942294016
self-esteem ,medium,1630680966942294016
 life satisfaction ,medium,1630680966942294016
 positive functioning ,high,1630680966942294016
 expressing optimism ,high,1630680966942294016
 peace with thoughts and feelings ,medium,1630680966942294016
 balance in the various aspects of own life ,medium,1630680966942294016
 capability) ,high,1630680966942294016
 having hope ,high,1630680966942294016
 promoting good ,medium,1630680966942294016
 expressing empathy ,high,1630680966942294016
 balance in the various aspects of own life ,high,1627370246922174467
 quality of relationships ,medium,1632158475299225600
 happiness ,high,1626880056424554496
 belonging to society ,high,1626880056424554496
 expressing optimism ,high,1632368159981182976
 belonging to society ,medium,1632368159981182976
 happiness ,low,1628627515626655745
resilience ,medium,1628627515626655745
 vitality ,low,1628627515626655745
 having energy ,low,1628627515626655745
 positive functioning ,low,1628627515626655745
 expressing optimism ,low,1628627515626655745
 peace with thoughts and feelings ,low,1628627515626655745
 depression ,high,1628627515626655745
 anxiety ,high,1628627515626655745
suffering ,high,1628627515626655745
 balance in the various aspects of own life ,low,1628627515626655745
 describing health limitations ,high,1628627515626655745
 happiness ,medium,1628675269941932034
resilience ,high,1630179421679239173
 life satisfaction ,medium,1630179421679239173
 fear of future ,low,1630179421679239173
 vitality ,high,1630179421679239173
 having energy ,high,1630179421679239173
 positive functioning ,high,1630179421679239173
 expressing optimism ,high,1630179421679239173
 peace with thoughts and feelings ,medium,1630179421679239173
 belonging to society ,medium,1630179421679239173
 balance in the various aspects of own life ,medium,1630179421679239173
 capability) ,high,1630179421679239173
 perceiving discrimination ,medium,1630179421679239173
 feeling having a political voice ,high,1630179421679239173
 expressing government approval ,medium,1630179421679239173
 having hope ,high,1630179421679239173
 promoting good ,high,1630179421679239173
 expressing empathy ,high,1630179421679239173
 happiness ,medium,1628752144416522247
 life satisfaction ,low,1628752144416522247
 expressing optimism ,high,1628752144416522247
 balance in the various aspects of own life ,high,1628752144416522247
 capability) ,high,1628752144416522247
 having hope ,high,1628752144416522247
 promoting good ,medium,1628752144416522247
 expressing delayed gratification ,medium,1628752144416522247
 describing health limitations ,medium,1628752144416522247
 happiness ,medium,1630014529303195649
resilience ,high,1630014529303195649
self-esteem ,medium,1630014529303195649
 life satisfaction ,medium,1630014529303195649
 vitality ,high,1630014529303195649
 having energy ,high,1630014529303195649
 positive functioning ,high,1630014529303195649
 expressing optimism ,medium,1630014529303195649
 peace with thoughts and feelings ,medium,1630014529303195649
 balance in the various aspects of own life ,medium,1630014529303195649
 capability) ,high,1630014529303195649
 having hope ,high,1630014529303195649
 promoting good ,medium,1630014529303195649
 describing health limitations ,medium,1630014529303195649
 happiness ,low,1629628904221847552
 life satisfaction ,low,1629628904221847552
 positive functioning ,low,1629628904221847552
 expressing optimism ,low,1629628904221847552
 peace with thoughts and feelings ,low,1629628904221847552
 belonging to society ,low,1629628904221847552
 capability) ,medium,1629628904221847552
 feeling having a political voice ,medium,1631134907366887425
 capability) ,high,1633699901216542720
resilience ,high,1633804519451533312
 positive functioning ,high,1633804519451533312
 expressing job satisfaction ,high,1633804519451533312
 expressing optimism ,high,1633804519451533312
 belonging to society ,high,1633804519451533312
 balance in the various aspects of own life ,medium,1633804519451533312
 capability) ,high,1633804519451533312
 having hope ,high,1633804519451533312
 promoting good ,high,1633804519451533312
 happiness ,high,1629286642530889729
resilience ,medium,1629286642530889729
 expressing optimism ,high,1629286642530889729
 positive functioning ,high,1629286642530889729
 belonging to society ,high,1629286642530889729
 having hope ,high,1629286642530889729
 promoting good ,high,1629286642530889729
 happiness ,high,1630180203740946437
 happiness ,high,1631885057903214595
 expressing gratitude ,high,1631885057903214595
 expressing altruism ,high,1627079877928296452
 happiness ,high,1626524483740655617
 happiness ,high,1628760750255931398
 having hope ,high,1628760750255931398
self-esteem ,high,1630606107704979458
 quality of relationships ,high,1630606107704979458
 happiness ,high,1628535033379143681
 having hope ,high,1628535033379143681
resilience ,medium,1627008979627921410
 expressing empathy ,high,1627008979627921410
 happiness ,high,1634091799550758912
 happiness ,high,1627006000774381568
 happiness ,high,1627780819795210242
 expressing gratitude ,high,1627780819795210242
 happiness ,high,1629162359099908099
 expressing trust ,high,1629162359099908099
 feeling having a political voice ,high,1629162359099908099
 happiness ,high,1630759271473217541
 happiness ,low,1633849979864334337
 life satisfaction ,low,1633849979864334337
 fear of future ,high,1633849979864334337
 vitality ,low,1633849979864334337
 having energy ,low,1633849979864334337
 positive functioning ,low,1633849979864334337
 expressing optimism ,low,1633849979864334337
 peace with thoughts and feelings ,low,1633849979864334337
 balance in the various aspects of own life ,low,1633849979864334337
 perceiving discrimination ,medium,1633849979864334337
 describing health limitations ,high,1633849979864334337
 quality of relationships ,medium,1631867800561111041
 happiness ,high,1631309038481752065
 happiness ,high,1630026195944329219
 expressing gratitude ,high,1630026195944329219
 happiness ,low,1626699998296416258
resilience ,medium,1626699998296416258
 life satisfaction ,low,1626699998296416258
 fear of future ,high,1626699998296416258
 vitality ,low,1626699998296416258
 having energy ,low,1626699998296416258
 positive functioning ,low,1626699998296416258
 expressing optimism ,low,1626699998296416258
 peace with thoughts and feelings ,low,1626699998296416258
 depression ,high,1626699998296416258
 anxiety ,high,1626699998296416258
suffering ,high,1626699998296416258
 balance in the various aspects of own life ,low,1626699998296416258
 describing drinking related health issues ,high,1626699998296416258
 balance in the various aspects of own life ,medium,1628233846369169409
 describing health limitations ,high,1628233846369169409
resilience ,medium,1629897037427924993
 expressing gratitude ,low,1629897037427924993
self-esteem ,high,1633864945644326919
 quality of relationships ,high,1633864945644326919
 happiness ,high,1609391155241697281
 expressing optimism ,high,1609391155241697281
 life satisfaction ,high,1609391155241697281
 positive functioning ,high,1609391155241697281
 expressing gratitude ,high,1609391155241697281
 having hope ,high,1609391155241697281
 promoting good ,high,1609391155241697281
 fear of future ,high,1625890712603570177
 feeling having a political voice ,high,1625890712603570177
 expressing altruism ,high,1626281874577317888
 happiness ,high,1629684146183499776
 quality of relationships ,high,1629684146183499776
self-esteem ,high,1625968533921230848
 capability) ,high,1625968533921230848
 happiness ,low,1627279510788878336
resilience ,high,1627279510788878336
self-esteem ,medium,1627279510788878336
 life satisfaction ,low,1627279510788878336
 fear of future ,high,1627279510788878336
 vitality ,low,1627279510788878336
 having energy ,low,1627279510788878336
 positive functioning ,low,1627279510788878336
 expressing optimism ,low,1627279510788878336
 peace with thoughts and feelings ,low,1627279510788878336
 purpose in life ,medium,1627279510788878336
 depression ,high,1627279510788878336
 anxiety ,high,1627279510788878336
suffering ,high,1627279510788878336
 balance in the various aspects of own life ,low,1627279510788878336
 capability) ,low,1627279510788878336
 feeling having a political voice ,high,1627279510788878336
 expressing altruism ,high,1625959355500711937
 happiness ,medium,1626373172214865921
self-esteem ,medium,1626373172214865921
 life satisfaction ,low,1626373172214865921
 fear of future ,high,1626373172214865921
 vitality ,low,1626373172214865921
 having energy ,low,1626373172214865921
 positive functioning ,low,1626373172214865921
 expressing optimism ,low,1626373172214865921
 peace with thoughts and feelings ,low,1626373172214865921
 purpose in life ,medium,1626373172214865921
 balance in the various aspects of own life ,low,1626373172214865921
 capability) ,high,1626373172214865921
 feeling having a political voice ,medium,1626373172214865921
 feeling pain ,high,1629509583239618561
 expressing altruism ,high,1629509583239618561
 promoting good ,high,1629509583239618561
 expressing optimism ,medium,1626806428747853827
 fear of future ,high,1609354181512515585
 expressing trust ,low,1609354181512515585
 financial/material worry ,high,1609354181512515585
 expressing altruism ,high,1634172550094651394
 quality of relationships ,low,1629438742292209667
 anxiety ,high,1628717993676148736
 expressing job satisfaction ,low,1628846677095329798
 life satisfaction ,low,1625964003074932736
 happiness ,low,1625964003074932736
 expressing job satisfaction ,low,1625964003074932736
 expressing optimism ,low,1625964003074932736
 peace with thoughts and feelings ,low,1625964003074932736
 belonging to society ,low,1625964003074932736
 perceiving discrimination ,medium,1625964003074932736
 expressing empathy ,low,1625964003074932736
 loneliness ,high,1627724054592356352
 happiness ,high,1634318558044860416
 capability) ,high,1634318558044860416
 happiness ,high,1631819894647037952
 positive functioning ,high,1631819894647037952
 expressing optimism ,high,1631819894647037952
 balance in the various aspects of own life ,high,1631819894647037952
 depression ,high,1625898214703484929
 loneliness ,high,1625898214703484929
resilience ,high,1629326069349359616
 happiness ,high,1629326069349359616
 life satisfaction ,high,1629326069349359616
 expressing optimism ,high,1629326069349359616
 positive functioning ,high,1629326069349359616
 belonging to society ,high,1629326069349359616
 having hope ,high,1629326069349359616
 promoting good ,high,1629326069349359616
 expressing empathy ,high,1629326069349359616
 capability) ,high,1628531551372976130
 describing drinking related health issues ,medium,1628131206465216514
 happiness ,high,1630724144080863232
 vitality ,high,1630724144080863232
 having energy ,high,1630724144080863232
 positive functioning ,high,1630724144080863232
 describing drinking related health issues ,medium,1630724144080863232
 happiness ,high,1627063581895438337
 belonging to society ,high,1627063581895438337
 feeling having a political voice ,high,1630306582624890880
 expressing trust ,medium,1628436774510010371
 happiness ,high,1627502322443251715
 expressing gratitude ,high,1627502322443251715
 belonging to society ,medium,1627853548527714305
 expressing empathy ,high,1630782564209401857
self-esteem ,medium,1626641602708967428
 fear of future ,high,1627841828685742080
 expressing altruism ,high,1627841828685742080
 feeling having a political voice ,high,1627841828685742080
 happiness ,high,1628756095626878977
 acceptance ,high,1628756095626878977
 happiness ,high,1626883788897718274
 expressing trust ,high,1626883788897718274
 having hope ,high,1626883788897718274
 having hope ,medium,1626636725068890128
 happiness ,low,1632120185397051392
 life satisfaction ,low,1632120185397051392
 expressing job satisfaction ,low,1632120185397051392
 expressing optimism ,low,1632120185397051392
 perceiving discrimination ,high,1632120185397051392
 expressing trust ,low,1629960922004443136
 happiness ,high,1626665346999410691
resilience ,high,1626665346999410691
self-esteem ,high,1626665346999410691
 life satisfaction ,high,1626665346999410691
 positive functioning ,high,1626665346999410691
 expressing optimism ,high,1626665346999410691
 expressing gratitude ,high,1626665346999410691
 belonging to society ,medium,1626665346999410691
 quality of relationships ,medium,1626665346999410691
 having hope ,high,1626665346999410691
 promoting good ,high,1626665346999410691
 quality of relationships ,low,1632904718010970112
 happiness ,high,1628939876958867456
 expressing gratitude ,high,1628939876958867456
 happiness ,high,1631346785263267840
 happiness ,high,1628893499721494535
 expressing gratitude ,high,1628893499721494535
 promoting good ,high,1628893499721494535
 fear of future ,high,1629462958668492800
 feeling having a political voice ,high,1629462958668492800
 financial/material worry ,high,1627299172117368833
 capability) ,high,1627836298886086658
 happiness ,high,1628878431890067456
 happiness ,low,1628912586551861251
 expressing trust ,low,1628912586551861251
 happiness ,low,1628776540644179968
 life satisfaction ,low,1628776540644179968
 fear of future ,high,1628776540644179968
 vitality ,low,1628776540644179968
 having energy ,low,1628776540644179968
 positive functioning ,low,1628776540644179968
 expressing optimism ,low,1628776540644179968
 peace with thoughts and feelings ,low,1628776540644179968
 depression ,high,1628776540644179968
 anxiety ,high,1628776540644179968
suffering ,high,1628776540644179968
 balance in the various aspects of own life ,low,1628776540644179968
 perceiving discrimination ,medium,1628776540644179968
 financial/material worry ,high,1628776540644179968
 feeling having a political voice ,high,1628776540644179968
 expressing government approval ,low,1628776540644179968
 having hope ,high,1628776540644179968
 promoting good ,high,1628776540644179968
 expressing empathy ,low,1628776540644179968
 balance in the various aspects of own life ,high,1632464316346540032
 perceiving discrimination ,high,1632669780523057153
 feeling having a political voice ,high,1629603143104311296
 happiness ,high,1629258809389481986
 belonging to society ,high,1629258809389481986
 promoting good ,high,1629258809389481986
 anxiety ,high,1631002266047238146
 having hope ,high,1631002266047238146
 happiness ,low,1627735725205557257
 life satisfaction ,low,1627735725205557257
 expressing optimism ,low,1627735725205557257
 peace with thoughts and feelings ,low,1627735725205557257
 belonging to society ,low,1627735725205557257
 expressing gratitude ,low,1627735725205557257
 feeling trusted ,low,1627735725205557257
 perceiving discrimination ,high,1627735725205557257
 fear of future ,high,1626435732066770944
 perceiving discrimination ,high,1626435732066770944
 feeling having a political voice ,high,1626435732066770944
 financial/material worry ,high,1629591288528904193
 happiness ,low,1626624695452696576
 life satisfaction ,low,1626624695452696576
 fear of future ,high,1626624695452696576
 vitality ,low,1626624695452696576
 having energy ,low,1626624695452696576
 positive functioning ,low,1626624695452696576
 expressing optimism ,low,1626624695452696576
 peace with thoughts and feelings ,low,1626624695452696576
 depression ,high,1626624695452696576
 anxiety ,high,1626624695452696576
suffering ,high,1626624695452696576
 balance in the various aspects of own life ,low,1626624695452696576
 perceiving discrimination ,high,1626624695452696576
 expressing gratitude ,high,1628874018416742401
 promoting good ,high,1628874018416742401
 happiness ,high,1628174107253821440
 quality of relationships ,high,1628174107253821440
 expressing trust ,medium,1628529476006215680
 happiness ,low,1632392308392968194
 life satisfaction ,low,1632392308392968194
 positive functioning ,low,1632392308392968194
 expressing optimism ,low,1632392308392968194
 financial/material worry ,high,1632392308392968194
 happiness ,high,1626625386468581378
 promoting good ,high,1626625386468581378
self-esteem ,high,1631568973463531522
 quality of relationships ,low,1631568973463531522
 feeling having a political voice ,high,1625885402979569664
 belonging to society ,high,1631046515589533696
 quality of relationships ,medium,1628055107668439046
 expressing empathy ,low,1628055107668439046
 quality of relationships ,medium,1629634876013170688
 happiness ,high,1632361122119528450
 happiness ,high,1630238680626663425
 expressing altruism ,high,1630238680626663425
 charitable giving/helping ,high,1630238680626663425
 quality of relationships ,medium,1630161837332353026
 expressing empathy ,low,1630161837332353026
 happiness ,high,1628473490113273857
 quality of relationships ,high,1628473490113273857
 perceiving discrimination ,high,1630417237197692936
resilience ,medium,1631940788530585600
 quality of relationships ,medium,1631940788530585600
 promoting good ,high,1631940788530585600
suffering ,high,1631466116202778625
 perceiving discrimination ,medium,1631466116202778625
spiritual punishment ,high,1631466116202778625
 belief in god ,high,1633891396808499203
 having hope ,high,1633891396808499203
resilience ,high,1630686781103394816
self-esteem ,medium,1630686781103394816
 life satisfaction ,medium,1630686781103394816
 positive functioning ,high,1630686781103394816
 expressing optimism ,high,1630686781103394816
 balance in the various aspects of own life ,high,1630686781103394816
 belonging to society ,medium,1630686781103394816
 feeling trusted ,high,1630686781103394816
 capability) ,high,1630686781103394816
 having hope ,high,1630686781103394816
 expressing empathy ,high,1630686781103394816
 belief in god ,low,1630771440537546754
 life after death belief ,high,1630771440537546754
resilience ,medium,1633208215381983233
 life satisfaction ,low,1633208215381983233
 fear of future ,high,1633208215381983233
 vitality ,low,1633208215381983233
 having energy ,low,1633208215381983233
 positive functioning ,low,1633208215381983233
 expressing optimism ,low,1633208215381983233
 peace with thoughts and feelings ,low,1633208215381983233
 purpose in life ,medium,1633208215381983233
 balance in the various aspects of own life ,medium,1633208215381983233
 capability) ,high,1633208215381983233
 financial/material worry ,high,1633208215381983233
 having hope ,high,1633208215381983233
 promoting good ,high,1633208215381983233
 expressing empathy ,high,1633208215381983233
 happiness ,high,1627990307332669440
 life satisfaction ,high,1627990307332669440
 positive functioning ,high,1627990307332669440
 expressing optimism ,high,1627990307332669440
 belonging to society ,high,1627990307332669440
 having hope ,high,1627990307332669440
 promoting good ,high,1627990307332669440
 perceiving discrimination ,medium,1631498624587767808
 financial/material worry ,high,1631498624587767808
 fear of future ,high,1628751558203645954
 expressing optimism ,low,1628751558203645954
 belonging to society ,low,1628751558203645954
 feeling having a political voice ,high,1628751558203645954
 happiness ,high,1630963948240637952
self-esteem ,high,1630963948240637952
 life satisfaction ,high,1630963948240637952
 positive functioning ,high,1630963948240637952
 expressing optimism ,high,1630963948240637952
 balance in the various aspects of own life ,high,1630963948240637952
 having hope ,high,1630963948240637952
 promoting good ,high,1630963948240637952
 expressing empathy ,high,1630963948240637952
 happiness ,high,1631155223124398081
self-esteem ,low,1626291939531186176
 expressing trust ,low,1626291939531186176
 feeling having a political voice ,high,1625964829386194945
 happiness ,high,1630286614252617728
 vitality ,high,1630286614252617728
 positive functioning ,high,1630286614252617728
 expressing optimism ,high,1630286614252617728
 balance in the various aspects of own life ,high,1630286614252617728
 capability) ,high,1630286614252617728
 having hope ,high,1630286614252617728
 promoting good ,high,1630286614252617728
self-esteem ,high,1632423610743681024
 life satisfaction ,medium,1632423610743681024
 expressing optimism ,high,1632423610743681024
 positive functioning ,high,1632423610743681024
 expressing gratitude ,high,1632423610743681024
 belonging to society ,medium,1632423610743681024
 expressing government approval ,high,1632423610743681024
 having hope ,high,1632423610743681024
 promoting good ,high,1632423610743681024
 happiness ,high,1627671891581304833
 vitality ,high,1627671891581304833
 having energy ,high,1627671891581304833
 capability) ,low,1629971036945907714
 describing health limitations ,high,1629971036945907714
 happiness ,high,1629297153876332544
 belonging to society ,high,1629297153876332544
 promoting good ,high,1629297153876332544
 perceiving discrimination ,high,1630457426087485441
 happiness ,high,1631012601210478592
 capability) ,medium,1631012601210478592
 having hope ,high,1631012601210478592
 happiness ,high,1632985673644003329
 expressing gratitude ,high,1632985673644003329
 financial/material worry ,low,1629685573546831877
 depression ,high,1630683602894864384
 loneliness ,high,1630683602894864384
 depression ,high,1627053160899522560
 loneliness ,high,1627053160899522560
 feeling having a political voice ,high,1631111435727061000
 happiness ,high,1632473056630173698
resilience ,medium,1632473056630173698
self-esteem ,high,1632473056630173698
 positive functioning ,high,1632473056630173698
 expressing optimism ,high,1632473056630173698
 capability) ,high,1632473056630173698
 having hope ,high,1632473056630173698
 happiness ,high,1630768445754322944
 quality of relationships ,low,1627164539270713345
 happiness ,high,1609391905611345920
 expressing altruism ,medium,1609391905611345920
 having hope ,high,1609391905611345920
 expressing trust ,high,1625767767403003906
 quality of relationships ,medium,1630742369195679747
 happiness ,low,1627152848596217862
resilience ,medium,1627152848596217862
self-esteem ,low,1627152848596217862
 life satisfaction ,low,1627152848596217862
 fear of future ,high,1627152848596217862
 vitality ,low,1627152848596217862
 having energy ,low,1627152848596217862
 positive functioning ,low,1627152848596217862
 expressing optimism ,low,1627152848596217862
 peace with thoughts and feelings ,low,1627152848596217862
 depression ,high,1627152848596217862
 anxiety ,high,1627152848596217862
suffering ,high,1627152848596217862
 balance in the various aspects of own life ,low,1627152848596217862
 describing health limitations ,high,1627152848596217862
 happiness ,high,1626332327386267649
 expressing gratitude ,high,1626332327386267649
 happiness ,high,1630168574886068224
resilience ,high,1630168574886068224
self-esteem ,high,1630168574886068224
 life satisfaction ,high,1630168574886068224
 vitality ,high,1630168574886068224
 having energy ,high,1630168574886068224
 positive functioning ,high,1630168574886068224
 expressing optimism ,high,1630168574886068224
 peace with thoughts and feelings ,high,1630168574886068224
 balance in the various aspects of own life ,high,1630168574886068224
 capability) ,high,1630168574886068224
 having hope ,high,1630168574886068224
 promoting good ,high,1630168574886068224
 expressing empathy ,high,1630168574886068224
 happiness ,low,1631230972237844483
 life satisfaction ,low,1631230972237844483
 fear of future ,high,1631230972237844483
 vitality ,low,1631230972237844483
 having energy ,low,1631230972237844483
 positive functioning ,low,1631230972237844483
 expressing optimism ,low,1631230972237844483
 peace with thoughts and feelings ,low,1631230972237844483
 perceiving discrimination ,high,1631230972237844483
 financial/material worry ,high,1631230972237844483
 happiness ,medium,1628097161421373440
self-esteem ,high,1627880054804910082
 quality of relationships ,high,1627880054804910082
 fear of future ,high,1627541304623394816
 perceiving discrimination ,high,1627541304623394816
 feeling having a political voice ,high,1627541304623394816
 expressing altruism ,medium,1633847258184556545
 feeling having a political voice ,high,1633847258184556545
 happiness ,medium,1625692857796362240
self-esteem ,high,1625692857796362240
 life satisfaction ,medium,1625692857796362240
 expressing optimism ,high,1625692857796362240
 peace with thoughts and feelings ,medium,1625692857796362240
 quality of relationships ,low,1625692857796362240
 belonging to society ,low,1625692857796362240
 expressing empathy ,low,1625692857796362240
 depression ,high,1630791867393613824
 loneliness ,high,1630791867393613824
 happiness ,low,1629340973808619521
 life satisfaction ,low,1629340973808619521
 fear of future ,high,1629340973808619521
 vitality ,low,1629340973808619521
 having energy ,low,1629340973808619521
 positive functioning ,low,1629340973808619521
 expressing optimism ,low,1629340973808619521
 peace with thoughts and feelings ,low,1629340973808619521
 belonging to society ,low,1629340973808619521
 balance in the various aspects of own life ,low,1629340973808619521
 perceiving discrimination ,medium,1629340973808619521
 having hope ,high,1629340973808619521
 fear of future ,high,1629047122564722688
 anxiety ,high,1629047122564722688
suffering ,high,1629047122564722688
resilience ,low,1631728459566260255
 quality of relationships ,low,1631728459566260255
 perceiving discrimination ,high,1631077394093096960
 feeling having a political voice ,medium,1631077394093096960
 feeling having a political voice ,high,1625819525894602752
 expressing trust ,high,1632579125344075776
 happiness ,high,1628848783407603713
 vitality ,high,1628848783407603713
 having energy ,high,1628848783407603713
 expressing altruism ,high,1631922122145812480
 belonging to society ,high,1631922122145812480
 feeling loved by god ,high,1631922122145812480
 belief in god ,high,1631922122145812480
 promoting good ,high,1631922122145812480
 expressing empathy ,high,1631922122145812480
 happiness ,high,1627424227954667520
 expressing gratitude ,high,1627424227954667520
 expressing trust ,low,1629972980435386369
 feeling having a political voice ,medium,1629972980435386369
 happiness ,high,1626643624250294273
 balance in the various aspects of own life ,medium,1626643624250294273
 happiness ,low,1629883598840160257
 life satisfaction ,low,1629883598840160257
 fear of future ,high,1629883598840160257
 positive functioning ,low,1629883598840160257
 balance in the various aspects of own life ,low,1629883598840160257
 balance in the various aspects of own life ,low,1626488870178263040
 expressing empathy ,low,1626488870178263040
 happiness ,high,1631762675574112264
 capability) ,high,1631762675574112264
 happiness ,low,1631285683191947265
 life satisfaction ,low,1631285683191947265
 fear of future ,high,1631285683191947265
 vitality ,low,1631285683191947265
 having energy ,low,1631285683191947265
 positive functioning ,low,1631285683191947265
 expressing job satisfaction ,low,1631285683191947265
 expressing optimism ,low,1631285683191947265
 peace with thoughts and feelings ,low,1631285683191947265
 purpose in life ,low,1631285683191947265
 depression ,high,1631285683191947265
 anxiety ,high,1631285683191947265
suffering ,high,1631285683191947265
 belonging to society ,low,1631285683191947265
 quality of relationships ,low,1631285683191947265
 financial/material worry ,high,1631285683191947265
 feeling having a political voice ,high,1631285683191947265
 happiness ,low,1629429653663281152
 life satisfaction ,low,1629429653663281152
 fear of future ,high,1629429653663281152
 vitality ,low,1629429653663281152
 having energy ,low,1629429653663281152
 positive functioning ,low,1629429653663281152
 expressing optimism ,low,1629429653663281152
 peace with thoughts and feelings ,low,1629429653663281152
 purpose in life ,low,1629429653663281152
 depression ,high,1629429653663281152
 anxiety ,high,1629429653663281152
suffering ,high,1629429653663281152
 belonging to society ,low,1629429653663281152
 expressing gratitude ,low,1629429653663281152
 feeling having a political voice ,high,1629429653663281152
 expressing government approval ,low,1629429653663281152
 having hope ,low,1629429653663281152
 promoting good ,low,1629429653663281152
 expressing empathy ,low,1629429653663281152
 belonging to society ,medium,1631894137963266048
 balance in the various aspects of own life ,high,1634309629927735298
 happiness ,high,1634309629927735298
 positive functioning ,high,1634309629927735298
 describing drinking related health issues ,medium,1634309629927735298
 happiness ,high,1628726142654984193
 life satisfaction ,high,1628726142654984193
 positive functioning ,high,1628726142654984193
 expressing optimism ,high,1628726142654984193
 belonging to society ,high,1628726142654984193
 quality of relationships ,medium,1628726142654984193
 promoting good ,high,1628726142654984193
resilience ,low,1626216301361516544
 anxiety ,high,1626216301361516544
 quality of relationships ,low,1626216301361516544
 belief in god ,low,1626216301361516544
 ptsd (post-traumatic stress disorder) ,high,1626216301361516544
 happiness ,high,1630006017085042688
 quality of relationships ,high,1630006017085042688
 expressing altruism ,medium,1632422322643812352
 balance in the various aspects of own life ,medium,1628867889838329856
 happiness ,high,1629391757166223362
 happiness ,low,1627744905073418241
 life satisfaction ,low,1627744905073418241
 fear of future ,high,1627744905073418241
 vitality ,low,1627744905073418241
 having energy ,low,1627744905073418241
 positive functioning ,low,1627744905073418241
 expressing optimism ,low,1627744905073418241
 peace with thoughts and feelings ,low,1627744905073418241
 depression ,high,1627744905073418241
 anxiety ,high,1627744905073418241
suffering ,high,1627744905073418241
 balance in the various aspects of own life ,low,1627744905073418241
 capability) ,low,1627744905073418241
 describing health limitations ,medium,1627744905073418241
 expressing empathy ,low,1627744905073418241
 expressing trust ,medium,1626993609642852357
 expressing empathy ,high,1628726780583346177
 happiness ,high,1629003416323362816
 quality of relationships ,high,1629003416323362816
 expressing empathy ,high,1629003416323362816
 happiness ,medium,1632446999361454080
 happiness ,high,1629280214579650561
 happiness ,high,1626218628738846721
self-esteem ,high,1626218628738846721
 life satisfaction ,high,1626218628738846721
 positive functioning ,high,1626218628738846721
 expressing optimism ,high,1626218628738846721
 peace with thoughts and feelings ,high,1626218628738846721
 belonging to society ,high,1626218628738846721
 capability) ,high,1626218628738846721
 having hope ,high,1626218628738846721
 promoting good ,high,1626218628738846721
resilience ,low,1630754194503106560
 depression ,high,1630754194503106560
 anxiety ,high,1630754194503106560
suffering ,high,1630754194503106560
 balance in the various aspects of own life ,low,1630754194503106560
 belief in god ,high,1630754194503106560
 feeling loved by god ,high,1630754194503106560
 ptsd (post-traumatic stress disorder) ,high,1630754194503106560
 expressing empathy ,high,1629802531646734337
 feeling having a political voice ,low,1629590475010088962
 happiness ,low,1631419732841865217
resilience ,medium,1631419732841865217
 life satisfaction ,low,1631419732841865217
 fear of future ,high,1631419732841865217
 vitality ,low,1631419732841865217
 having energy ,low,1631419732841865217
 positive functioning ,low,1631419732841865217
 expressing optimism ,low,1631419732841865217
 peace with thoughts and feelings ,low,1631419732841865217
 depression ,high,1631419732841865217
 anxiety ,high,1631419732841865217
suffering ,high,1631419732841865217
 balance in the various aspects of own life ,low,1631419732841865217
 perceiving discrimination ,medium,1631419732841865217
 describing health limitations ,high,1631419732841865217
 happiness ,high,1632520051986411520
 expressing job satisfaction ,medium,1632520051986411520
 expressing optimism ,high,1632520051986411520
 belonging to society ,medium,1632520051986411520
 expressing empathy ,low,1632520051986411520
 happiness ,high,1626059963624824832
 expressing optimism ,high,1626059963624824832
 positive functioning ,high,1626059963624824832
 expressing gratitude ,high,1626059963624824832
 having hope ,high,1626059963624824832
 happiness ,high,1632378684022874115
 expressing optimism ,high,1632378684022874115
 balance in the various aspects of own life ,high,1632378684022874115
 happiness ,high,1629636639852036096
 expressing altruism ,high,1629636639852036096
 having hope ,high,1629636639852036096
 happiness ,medium,1626912865687859201
 life satisfaction ,low,1626912865687859201
 vitality ,low,1626912865687859201
 having energy ,low,1626912865687859201
 positive functioning ,low,1626912865687859201
 expressing optimism ,low,1626912865687859201
 peace with thoughts and feelings ,low,1626912865687859201
 depression ,high,1626912865687859201
 anxiety ,high,1626912865687859201
suffering ,high,1626912865687859201
 balance in the various aspects of own life ,low,1626912865687859201
 capability) ,high,1630697884047011841
 feeling having a political voice ,high,1630994187981127688
 expressing optimism ,medium,1625903363345854477
 having hope ,medium,1625903363345854477
 belonging to society ,low,1629230185764556802
 financial/material worry ,high,1626031690899488770
 expressing empathy ,high,1629299435355136000
 happiness ,high,1629777069004718080
 expressing gratitude ,high,1629777069004718080
 expressing empathy ,high,1627183561781710848
 perceiving discrimination ,high,1629577666608111622
 feeling having a political voice ,high,1629577666608111622
 happiness ,high,1632356630279979013
 quality of relationships ,high,1632356630279979013
 happiness ,high,1631103481204600832
 quality of relationships ,high,1631103481204600832
 happiness ,high,1628251287811768320
 expressing optimism ,high,1628251287811768320
