dimension,value,id
perceiving discrimination,low,1632680296674992130
having hope,high,1632680296674992130
expressing government approval,high,1632680296674992130
feeling having a political voice,medium,1632680296674992130
expressing empathy,low,1632680296674992130
happiness,high,1634313559445217280
life satisfaction,high,1634313559445217280
positive functioning,high,1634313559445217280
expressing optimism,high,1634313559445217280
expressing gratitude,high,1634313559445217280
belonging to society,medium,1634313559445217280
volunteering,medium,1634313559445217280
charitable giving/helping,medium,1634313559445217280
promoting good,medium,1634313559445217280
happiness,medium,1629199899496706048
life satisfaction,medium,1629199899496706048
positive functioning,medium,1629199899496706048
expressing optimism,low,1629199899496706048
quality of relationships,medium,1629199899496706048
belonging to society,medium,1629199899496706048
expressing gratitude,low,1629199899496706048
expressing trust,low,1629199899496706048
having hope,low,1629199899496706048
expressing delayed gratification,medium,1629199899496706048
expressing empathy,low,1629199899496706048
happiness,high,1631449478191300611
life satisfaction,medium,1631449478191300611
expressing altruism,low,1631449478191300611
quality of relationships,medium,1631449478191300611
expressing government approval,low,1631449478191300611
having hope,medium,1631449478191300611
promoting good,medium,1631449478191300611
happiness,high,1631852415162126344
life satisfaction,high,1631852415162126344
positive functioning,high,1631852415162126344
expressing optimism,high,1631852415162126344
expressing gratitude,low,1631852415162126344
mastery (ability or capability),high,1631852415162126344
expressing government approval,low,1631852415162126344
having hope,medium,1631852415162126344
promoting good,medium,1631852415162126344
self-esteem,low,1626669720257585160
happiness,low,1626669720257585160
loneliness,high,1626669720257585160
quality of relationships,low,1626669720257585160
belonging to society,low,1626669720257585160
having hope,low,1626669720257585160
expressing empathy,low,1626669720257585160
describing health limitations,medium,1626669720257585160
happiness,medium,1630707468698361856
life satisfaction,medium,1630707468698361856
positive functioning,medium,1630707468698361856
expressing altruism,high,1630707468698361856
quality of relationships,medium,1630707468698361856
volunteering,medium,1630707468698361856
charitable giving/helping,medium,1630707468698361856
expressing empathy,high,1630707468698361856
happiness,low,1634235068146171909
life satisfaction,low,1634235068146171909
loneliness,low,1634235068146171909
quality of relationships,low,1634235068146171909
financial or material worry,medium,1634235068146171909
life satisfaction,medium,1629259239578279937
purpose in life,medium,1629259239578279937
positive functioning,medium,1629259239578279937
mastery (ability or capability),medium,1629259239578279937
balance in the various aspects of own life,low,1629259239578279937
expressing delayed gratification,high,1629259239578279937
promoting good,medium,1629259239578279937
happiness,high,1632257668839788545
life satisfaction,high,1632257668839788545
positive functioning,high,1632257668839788545
expressing gratitude,medium,1632257668839788545
quality of relationships,high,1632257668839788545
promoting good,medium,1632257668839788545
expressing empathy,high,1632257668839788545
happiness,low,1629776698462949376
resilience,medium,1629776698462949376
self-esteem,high,1629776698462949376
life satisfaction,low,1629776698462949376
fear of future,low,1629776698462949376
vitality,medium,1629776698462949376
having energy,medium,1629776698462949376
positive functioning,medium,1629776698462949376
expressing job satisfaction,low,1629776698462949376
expressing optimism,low,1629776698462949376
peace with thoughts and feelings,low,1629776698462949376
purpose in life,medium,1629776698462949376
depression,high,1629776698462949376
anxiety,high,1629776698462949376
suffering,high,1629776698462949376
feeling pain,high,1629776698462949376
expressing gratitude,low,1629776698462949376
expressing altruism,medium,1629776698462949376
quality of relationships,low,1629776698462949376
belonging to society,medium,1629776698462949376
expressing government approval,low,1629776698462949376
feeling having a political voice,medium,1629776698462949376
promoting good,high,1629776698462949376
describing smoking related health issues,low,1629776698462949376
expressing empathy,medium,1629776698462949376
anger,high,1632802855978508288
frustration,high,1632802855978508288
disappointment,medium,1632802855978508288
expressing anger,high,1632802855978508288
perceiving discrimination,medium,1632802855978508288
belonging to society,low,1632802855978508288
feeling having a political voice,low,1632802855978508288
expressing government approval,low,1632802855978508288
expressing empathy,low,1632802855978508288
anxiety,high,1627366688692871168
fear of future,medium,1627366688692871168
suffering,high,1627366688692871168
perceiving discrimination,medium,1627366688692871168
expressing altruism,low,1627366688692871168
quality of relationships,low,1627366688692871168
life after death belief,medium,1627366688692871168
seeking for forgiveness,high,1627366688692871168
ptsd (post-traumatic stress disorder),low,1627366688692871168
expressing empathy,high,1627366688692871168
happiness,high,1630666652336664582
life satisfaction,high,1630666652336664582
positive functioning,high,1630666652336664582
expressing job satisfaction,high,1630666652336664582
expressing optimism,high,1630666652336664582
expressing altruism,high,1630666652336664582
helping,high,1630666652336664582
charitable giving/helping,high,1630666652336664582
happiness,medium,1628109415021674540
life satisfaction,medium,1628109415021674540
positive functioning,medium,1628109415021674540
expressing gratitude,high,1628109415021674540
financial or material worry,medium,1628109415021674540
expressing empathy,medium,1628109415021674540
self-esteem,high,1628684156669501442
positive functioning,high,1628684156669501442
expressing optimism,high,1628684156669501442
mastery (ability or capability),high,1628684156669501442
balance in the various aspects of own life,medium,1628684156669501442
financial or material worry,medium,1628684156669501442
expressing delayed gratification,high,1628684156669501442
describing health limitations,low,1628684156669501442
happiness,high,1630326928505749507
life satisfaction,high,1630326928505749507
positive functioning,high,1630326928505749507
expressing job satisfaction,high,1630326928505749507
gratitude,high,1630326928505749507
expressing gratitude,high,1630326928505749507
quality of relationships,high,1630326928505749507
belonging to society,medium,1630326928505749507
expressing government approval,medium,1630326928505749507
having hope,high,1630326928505749507
promoting good,high,1630326928505749507
expressing empathy,medium,1630326928505749507
happiness,high,1630763589404626944
excitement,high,1630763589404626944
expressing gratitude,medium,1630763589404626944
expressing trust,medium,1630763589404626944
having hope,high,1630763589404626944
promoting good,medium,1630763589404626944
expressing empathy,medium,1630763589404626944
happiness,high,1629142099516919814
life satisfaction,high,1629142099516919814
positive functioning,high,1629142099516919814
expressing optimism,high,1629142099516919814
expressing gratitude,high,1629142099516919814
expressing appreciation,high,1629142099516919814
expressing government approval,medium,1629142099516919814
promoting good,high,1629142099516919814
charitable giving/helping,medium,1629142099516919814
expressing empathy,high,1629142099516919814
happiness,high,1631600576491581441
life satisfaction,medium,1631600576491581441
positive functioning,high,1631600576491581441
expressing optimism,high,1631600576491581441
belief in god,medium,1631600576491581441
feeling loved by god,low,1631600576491581441
life after death belief,medium,1631600576491581441
seeking for forgiveness,low,1631600576491581441
happiness,high,1627606315840200707
love,high,1627606315840200707
expressing gratitude,high,1627606315840200707
expressing love,high,1627606315840200707
charitable giving/helping,low,1627606315840200707
expressing delayed gratification,low,1627606315840200707
feeling having a political voice,low,1627606315840200707
having hope,medium,1627606315840200707
promoting good,medium,1627606315840200707
expressing empathy,high,1627606315840200707
life satisfaction,medium,1632328475913732096
positive functioning,high,1632328475913732096
purpose in life,high,1632328475913732096
balance in the various aspects of own life,medium,1632328475913732096
mastery (ability or capability),high,1632328475913732096
delayed gratification,medium,1632328475913732096
financial or material worry,low,1632328475913732096
describing health limitations,medium,1632328475913732096
happiness,medium,1633220880460283909
life satisfaction,medium,1633220880460283909
positive functioning,medium,1633220880460283909
purpose in life,medium,1633220880460283909
quality of relationships,medium,1633220880460283909
belonging to society,medium,1633220880460283909
expressing gratitude,low,1633220880460283909
having hope,medium,1633220880460283909
promoting good,medium,1633220880460283909
happiness,high,1631755732906377219
life satisfaction,high,1631755732906377219
positive functioning,high,1631755732906377219
expressing gratitude,medium,1631755732906377219
quality of relationships,high,1631755732906377219
belonging to society,medium,1631755732906377219
expressing trust,medium,1631755732906377219
expressing delayed gratification,low,1631755732906377219
having hope,medium,1631755732906377219
promoting good,medium,1631755732906377219
expressing empathy,medium,1631755732906377219
anxiety,medium,1627318852697886722
fear of future,medium,1627318852697886722
life satisfaction,low,1627318852697886722
self-esteem,low,1627318852697886722
belonging to society,medium,1627318852697886722
expressing trust,medium,1627318852697886722
feeling trusted,medium,1627318852697886722
life after death belief,low,1627318852697886722
seeking for forgiveness,medium,1627318852697886722
expressing empathy,medium,1627318852697886722
happiness,high,1630927398249332737
life satisfaction,high,1630927398249332737
positive functioning,high,1630927398249332737
expressing optimism,high,1630927398249332737
expressing gratitude,high,1630927398249332737
feeling loved by others,medium,1630927398249332737
charitable giving/helping,medium,1630927398249332737
expressing delayed gratification,low,1630927398249332737
feeling having a political voice,low,1630927398249332737
having hope,medium,1630927398249332737
promoting good,medium,1630927398249332737
seeking for forgiveness,low,1630927398249332737
expressing empathy,high,1630927398249332737
happiness,high,1632689767014977537
resilience,medium,1632689767014977537
life satisfaction,high,1632689767014977537
positive functioning,high,1632689767014977537
expressing optimism,high,1632689767014977537
expressing gratitude,low,1632689767014977537
mastery (ability or capability),medium,1632689767014977537
having hope,high,1632689767014977537
expressing delayed gratification,medium,1632689767014977537
happiness,high,1631253874534146048
life satisfaction,high,1631253874534146048
feeling loved by god,high,1631253874534146048
belief in god,high,1631253874534146048
feeling religious comfort,high,1631253874534146048
life after death belief,high,1631253874534146048
having hope,high,1631253874534146048
expressing empathy,high,1631253874534146048
suffering,high,1629531719803060226
feeling pain,high,1629531719803060226
expressing sarcasm,high,1629531719803060226
perceiving discrimination,low,1629531719803060226
expressing government disapproval,medium,1629531719803060226
feeling having a political voice,low,1629531719803060226
expressing empathy,low,1629531719803060226
ptsd (post-traumatic stress disorder),medium,1629531719803060226
life satisfaction,medium,1632280683757568001
happiness,low,1632280683757568001
sadness,high,1632280683757568001
expressing altruism,medium,1632280683757568001
quality of relationships,low,1632280683757568001
belonging to society,medium,1632280683757568001
balance in the various aspects of own life,medium,1632280683757568001
feeling having a political voice,low,1632280683757568001
expressing government approval,low,1632280683757568001
having hope,medium,1632280683757568001
expressing empathy,high,1632280683757568001
happiness,high,1625727421596008448
life satisfaction,medium,1625727421596008448
positive functioning,high,1625727421596008448
expressing optimism,high,1625727421596008448
expressing gratitude,low,1625727421596008448
mastery (ability or capability),medium,1625727421596008448
financial or material worry,medium,1625727421596008448
expressing delayed gratification,low,1625727421596008448
happiness,high,1629212088752283648
life satisfaction,high,1629212088752283648
positive functioning,high,1629212088752283648
expressing gratitude,high,1629212088752283648
quality of relationships,medium,1629212088752283648
having hope,high,1629212088752283648
expressing delayed gratification,low,1629212088752283648
promoting good,medium,1629212088752283648
expressing empathy,low,1629212088752283648
happiness,high,1632084737190686720
life satisfaction,high,1632084737190686720
positive functioning,high,1632084737190686720
expressing optimism,high,1632084737190686720
expressing gratitude,medium,1632084737190686720
belonging to society,medium,1632084737190686720
having hope,high,1632084737190686720
expressing delayed gratification,low,1632084737190686720
expressing empathy,low,1632084737190686720
life satisfaction,low,1629624757007138816
respect for others,low,1629624757007138816
expressing gratitude,low,1629624757007138816
quality of relationships,low,1629624757007138816
expressing government disapproval,medium,1629624757007138816
feeling having a political voice,low,1629624757007138816
expressing empathy,low,1629624757007138816
anxiety,medium,1632095399321141248
frustration,high,1632095399321141248
dissatisfaction,high,1632095399321141248
belonging to society,low,1632095399321141248
expressing trust,low,1632095399321141248
feeling trusted,low,1632095399321141248
expressing government disapproval,high,1632095399321141248
feeling having a political voice,medium,1632095399321141248
expressing empathy,low,1632095399321141248
anxiety,medium,1627078544387092483
fear of future,medium,1627078544387092483
suffering,low,1627078544387092483
perceiving discrimination,high,1627078544387092483
expressing trust,low,1627078544387092483
financial or material worry,low,1627078544387092483
feeling having a political voice,medium,1627078544387092483
expressing government approval,low,1627078544387092483
fear of future,medium,1626000707735134209
anxiety,medium,1626000707735134209
loneliness,low,1626000707735134209
belonging to society,medium,1626000707735134209
financial or material worry,low,1626000707735134209
having hope,medium,1626000707735134209
expressing empathy,medium,1626000707735134209
happiness,high,1631777499427291139
life satisfaction,medium,1631777499427291139
expressing gratitude,low,1631777499427291139
belonging to society,medium,1631777499427291139
expressing government approval,low,1631777499427291139
having hope,medium,1631777499427291139
expressing empathy,low,1631777499427291139
purpose in life,high,1627102267470913536
life satisfaction,high,1627102267470913536
positive functioning,high,1627102267470913536
self-esteem,high,1627102267470913536
expressing altruism,high,1627102267470913536
quality of relationships,high,1627102267470913536
belonging to society,medium,1627102267470913536
expressing gratitude,high,1627102267470913536
feeling loved by god,medium,1627102267470913536
having hope,high,1627102267470913536
promoting good,high,1627102267470913536
expressing delayed gratification,medium,1627102267470913536
expressing empathy,high,1627102267470913536
happiness,high,1609372233369092096
life satisfaction,high,1609372233369092096
positive functioning,high,1609372233369092096
expressing optimism,high,1609372233369092096
expressing gratitude,medium,1609372233369092096
having hope,high,1609372233369092096
promoting good,medium,1609372233369092096
expressing empathy,low,1609372233369092096
happiness,high,1629978005391941634
optimism,high,1629978005391941634
positive functioning,high,1629978005391941634
expressing trust,high,1629978005391941634
feeling trusted,medium,1629978005391941634
feeling having a political voice,high,1629978005391941634
expressing government approval,medium,1629978005391941634
expressing empathy,low,1629978005391941634
happiness,low,1630979170577547284
life satisfaction,low,1630979170577547284
fear of future,high,1630979170577547284
depression,medium,1630979170577547284
anxiety,medium,1630979170577547284
suffering,high,1630979170577547284
expressing altruism,high,1630979170577547284
feeling loved by god,medium,1630979170577547284
belief in god,medium,1630979170577547284
life after death belief,high,1630979170577547284
seeking for forgiveness,medium,1630979170577547284
having hope,medium,1630979170577547284
promoting good,medium,1630979170577547284
ptsd (post-traumatic stress disorder),medium,1630979170577547284
expressing empathy,high,1630979170577547284
hope,high,1632384293090603010
optimism,high,1632384293090603010
positive functioning,medium,1632384293090603010
expressing altruism,high,1632384293090603010
belonging to society,medium,1632384293090603010
having hope,high,1632384293090603010
expressing government approval,medium,1632384293090603010
feeling having a political voice,medium,1632384293090603010
expressing empathy,high,1632384293090603010
optimism,high,1626591669608128518
positive functioning,high,1626591669608128518
purpose in life,high,1626591669608128518
expressing trust,high,1626591669608128518
mastery (ability or capability),high,1626591669608128518
having hope,high,1626591669608128518
promoting good,high,1626591669608128518
expressing delayed gratification,medium,1626591669608128518
expressing empathy,low,1626591669608128518
happiness,high,1629694536170500098
life satisfaction,high,1629694536170500098
positive functioning,high,1629694536170500098
expressing gratitude,high,1629694536170500098
expressing government approval,medium,1629694536170500098
promoting good,medium,1629694536170500098
expressing empathy,medium,1629694536170500098
happiness,high,1629866159553286145
expressing gratitude,medium,1629866159553286145
expressing love,high,1629866159553286145
having hope,high,1629866159553286145
promoting good,medium,1629866159553286145
expressing empathy,low,1629866159553286145
happiness,high,1631882797324423169
life satisfaction,high,1631882797324423169
positive functioning,high,1631882797324423169
expressing optimism,high,1631882797324423169
expressing gratitude,medium,1631882797324423169
expressing trust,medium,1631882797324423169
feeling loved,high,1631882797324423169
promoting good,medium,1631882797324423169
expressing delayed gratification,low,1631882797324423169
happiness,low,1628093657986334721
resilience,medium,1628093657986334721
self-esteem,medium,1628093657986334721
life satisfaction,low,1628093657986334721
expressing altruism,low,1628093657986334721
quality of relationships,low,1628093657986334721
expressing government approval,low,1628093657986334721
having hope,medium,1628093657986334721
promoting good,medium,1628093657986334721
expressing empathy,medium,1628093657986334721
self-esteem,medium,1629114288710512641
expressing trust,high,1629114288710512641
having hope,low,1629114288710512641
promoting good,low,1629114288710512641
happiness,medium,1628271353798266880
excitement,high,1628271353798266880
expressing gratitude,medium,1628271353798266880
financial or material worry,low,1628271353798266880
charitable giving/helping,medium,1628271353798266880
purpose in life,high,1631853144517795840
self-esteem,medium,1631853144517795840
life satisfaction,medium,1631853144517795840
positive functioning,medium,1631853144517795840
expressing gratitude,high,1631853144517795840
belief in god,high,1631853144517795840
feeling loved by god,high,1631853144517795840
expressing altruism,high,1631853144517795840
life after death belief,high,1631853144517795840
charitable giving/helping,medium,1631853144517795840
seeking for forgiveness,low,1631853144517795840
having hope,high,1631853144517795840
promoting good,high,1631853144517795840
expressing empathy,high,1631853144517795840
happiness,low,1609363868299526144
life satisfaction,low,1609363868299526144
positive functioning,low,1609363868299526144
expressing gratitude,low,1609363868299526144
balance in the various aspects of own life,medium,1609363868299526144
volunteering,high,1609363868299526144
charitable giving/helping,medium,1609363868299526144
expressing empathy,low,1609363868299526144
happiness,high,1631753966903066653
optimism,high,1631753966903066653
life satisfaction,high,1631753966903066653
positive functioning,high,1631753966903066653
expressing job satisfaction,high,1631753966903066653
expressing gratitude,high,1631753966903066653
expressing altruism,high,1631753966903066653
feeling loved by god,null,1631753966903066653
belief in god,null,1631753966903066653
quality of relationships,high,1631753966903066653
having hope,high,1631753966903066653
expressing delayed gratification,medium,1631753966903066653
promoting good,high,1631753966903066653
expressing empathy,high,1631753966903066653
suffering,high,1628611924144402433
depression,medium,1628611924144402433
anxiety,medium,1628611924144402433
fear of future,high,1628611924144402433
expressing altruism,high,1628611924144402433
belonging to society,medium,1628611924144402433
feeling having a political voice,high,1628611924144402433
expressing government approval,low,1628611924144402433
having hope,medium,1628611924144402433
promoting good,high,1628611924144402433
ptsd (post-traumatic stress disorder),high,1628611924144402433
expressing empathy,high,1628611924144402433
anxiety,medium,1628728831526805508
fear of future,medium,1628728831526805508
resilience,high,1628728831526805508
expressing trust,low,1628728831526805508
feeling trusted,low,1628728831526805508
financial or material worry,low,1628728831526805508
having hope,medium,1628728831526805508
expressing empathy,medium,1628728831526805508
anxiety,high,1629101749435830272
anger,high,1629101749435830272
resilience,low,1629101749435830272
life satisfaction,low,1629101749435830272
expressing altruism,low,1629101749435830272
quality of relationships,low,1629101749435830272
belonging to society,low,1629101749435830272
expressing gratitude,low,1629101749435830272
expressing trust,low,1629101749435830272
feeling trusted,low,1629101749435830272
feeling having a political voice,low,1629101749435830272
expressing government approval,low,1629101749435830272
having hope,low,1629101749435830272
promoting good,low,1629101749435830272
happiness,high,1626388619027161088
life satisfaction,high,1626388619027161088
peace with thoughts and feelings,high,1626388619027161088
spiritual comfort,high,1626388619027161088
having hope,high,1626388619027161088
promoting good,medium,1626388619027161088
expressing empathy,medium,1626388619027161088
fear of future,medium,1630277616748961792
anxiety,medium,1630277616748961792
happiness,high,1625917867915870209
life satisfaction,high,1625917867915870209
positive functioning,high,1625917867915870209
expressing optimism,high,1625917867915870209
expressing gratitude,high,1625917867915870209
quality of relationships,high,1625917867915870209
belonging to society,medium,1625917867915870209
promoting good,high,1625917867915870209
expressing delayed gratification,low,1625917867915870209
having hope,medium,1625917867915870209
expressing empathy,low,1625917867915870209
sarcasm,high,1631865584156823552
expressing trust,low,1631865584156823552
feeling trusted,low,1631865584156823552
expressing government disapproval,medium,1631865584156823552
feeling having a political voice,low,1631865584156823552
expressing empathy,low,1631865584156823552
anxiety,medium,1609382396834762753
irritation,medium,1609382396834762753
expressing gratitude,low,1609382396834762753
belonging to society,medium,1609382396834762753
feeling loved by god,low,1609382396834762753
belief in god,low,1609382396834762753
expressing government approval,low,1609382396834762753
feeling having a political voice,medium,1609382396834762753
expressing empathy,low,1609382396834762753
anger,high,1627828043183165441
resentment,high,1627828043183165441
frustration,high,1627828043183165441
anxiety,medium,1627828043183165441
expressing altruism,low,1627828043183165441
quality of relationships,low,1627828043183165441
belonging to society,medium,1627828043183165441
expressing trust,low,1627828043183165441
financial or material worry,high,1627828043183165441
expressing government disapproval,high,1627828043183165441
seeking for accountability,high,1627828043183165441
expressing empathy,low,1627828043183165441
happiness,high,1609380686414348288
life satisfaction,high,1609380686414348288
positive functioning,high,1609380686414348288
peace with thoughts and feelings,high,1609380686414348288
expressing gratitude,high,1609380686414348288
quality of relationships,low,1609380686414348288
expressing delayed gratification,high,1609380686414348288
promoting good,low,1609380686414348288
expressing empathy,low,1609380686414348288
anxiety,high,1633718413607444481
frustration,high,1633718413607444481
helplessness,medium,1633718413607444481
expressing trust,low,1633718413607444481
feeling trusted,low,1633718413607444481
perceiving discrimination,high,1633718413607444481
financial or material worry,high,1633718413607444481
having hope,medium,1633718413607444481
expressing delayed gratification,low,1633718413607444481
expressing empathy,medium,1633718413607444481
happiness,high,1630396408451723266
life satisfaction,high,1630396408451723266
expressing gratitude,high,1630396408451723266
expressing government approval,medium,1630396408451723266
having hope,high,1630396408451723266
promoting good,medium,1630396408451723266
expressing empathy,high,1630396408451723266
happiness,low,1626241099898429440
life satisfaction,low,1626241099898429440
anxiety,high,1626241099898429440
suffering,high,1626241099898429440
loneliness,low,1626241099898429440
quality of relationships,low,1626241099898429440
belonging to society,low,1626241099898429440
mastery (ability or capability),medium,1626241099898429440
expressing government approval,low,1626241099898429440
having hope,low,1626241099898429440
promoting good,low,1626241099898429440
describing health limitations,medium,1626241099898429440
expressing empathy,low,1626241099898429440
happiness,high,1628511918041202699
self-esteem,high,1628511918041202699
life satisfaction,medium,1628511918041202699
expressing gratitude,low,1628511918041202699
expressing trust,medium,1628511918041202699
feeling trusted,medium,1628511918041202699
having hope,high,1628511918041202699
promoting good,medium,1628511918041202699
expressing delayed gratification,low,1628511918041202699
expressing empathy,low,1628511918041202699
trust,low,1626827847271878656
respect for boundaries,low,1626827847271878656
anxiety,medium,1626827847271878656
suffering,medium,1626827847271878656
expressing trust,low,1626827847271878656
feeling trusted,low,1626827847271878656
financial or material worry,low,1626827847271878656
life after death belief,low,1626827847271878656
volunteering,low,1626827847271878656
charitable giving/helping,low,1626827847271878656
seeking for forgiveness,medium,1626827847271878656
feeling having a political voice,low,1626827847271878656
expressing government approval,low,1626827847271878656
having hope,low,1626827847271878656
promoting good,low,1626827847271878656
expressing delayed gratification,low,1626827847271878656
ptsd (post-traumatic stress disorder),high,1626827847271878656
expressing empathy,low,1626827847271878656
resilience,high,1632201835439181827
positive functioning,high,1632201835439181827
expressing optimism,high,1632201835439181827
expressing gratitude,high,1632201835439181827
belonging to society,medium,1632201835439181827
having hope,medium,1632201835439181827
expressing delayed gratification,low,1632201835439181827
promoting good,medium,1632201835439181827
expressing empathy,high,1632201835439181827
aggression,high,1633693921137029121
hostility,high,1633693921137029121
expressing altruism,low,1633693921137029121
quality of relationships,low,1633693921137029121
having hope,medium,1633693921137029121
expressing delayed gratification,low,1633693921137029121
self-esteem,medium,1628168838612238342
life satisfaction,medium,1628168838612238342
resilience,low,1628168838612238342
happiness,low,1628168838612238342
expressing altruism,high,1628168838612238342
quality of relationships,medium,1628168838612238342
promoting good,high,1628168838612238342
having hope,medium,1628168838612238342
expressing empathy,high,1628168838612238342
life satisfaction,low,1629986018010230784
purpose in life,low,1629986018010230784
self-esteem,low,1629986018010230784
happiness,low,1629986018010230784
balance in the various aspects of own life,low,1629986018010230784
mastery (ability or capability),low,1629986018010230784
having hope,medium,1629986018010230784
expressing delayed gratification,low,1629986018010230784
describing health limitations,medium,1629986018010230784
concern for others,high,1634321447396024320
empathy,high,1634321447396024320
expressing altruism,high,1634321447396024320
having hope,high,1634321447396024320
promoting good,medium,1634321447396024320
expressing empathy,high,1634321447396024320
happiness,medium,1609348141324591106
life satisfaction,medium,1609348141324591106
positive functioning,medium,1609348141324591106
quality of relationships,high,1609348141324591106
having hope,medium,1609348141324591106
promoting good,low,1609348141324591106
expressing optimism,low,1629765865909395457
positive functioning,low,1629765865909395457
expressing trust,low,1629765865909395457
perceiving discrimination,medium,1629765865909395457
expressing government disapproval,high,1629765865909395457
feeling having a political voice,medium,1629765865909395457
self-esteem,high,1631673226785898496
mastery (ability or capability),high,1631673226785898496
balance in the various aspects of own life,medium,1631673226785898496
having hope,high,1631673226785898496
expressing empathy,medium,1631673226785898496
suffering,high,1626049015988260866
feeling pain,high,1626049015988260866
expressing empathy,medium,1626049015988260866
happiness,medium,1630769093539397633
life satisfaction,medium,1630769093539397633
positive functioning,high,1630769093539397633
purpose in life,high,1630769093539397633
belonging to society,high,1630769093539397633
expressing gratitude,medium,1630769093539397633
feeling loved by god,high,1630769093539397633
belief in god,high,1630769093539397633
life after death belief,high,1630769093539397633
seeking for forgiveness,medium,1630769093539397633
having hope,high,1630769093539397633
promoting good,high,1630769093539397633
expressing empathy,low,1630769093539397633
happiness,high,1628925728396910595
expressing gratitude,high,1628925728396910595
feeling loved by god,medium,1628925728396910595
having hope,high,1628925728396910595
expressing empathy,low,1628925728396910595
anxiety,medium,1627997722320990209
chaos,high,1627997722320990209
fear of future,low,1627997722320990209
suffering,low,1627997722320990209
expressing altruism,low,1627997722320990209
quality of relationships,low,1627997722320990209
expressing government disapproval,medium,1627997722320990209
feeling having a political voice,medium,1627997722320990209
ptsd (post-traumatic stress disorder),low,1627997722320990209
expressing empathy,low,1627997722320990209
fear of future,high,1631883997201457153
anxiety,medium,1631883997201457153
suffering,low,1631883997201457153
expressing trust,low,1631883997201457153
feeling trusted,low,1631883997201457153
feeling having a political voice,low,1631883997201457153
expressing government approval,low,1631883997201457153
ptsd (post-traumatic stress disorder),low,1631883997201457153
expressing empathy,low,1631883997201457153
happiness,medium,1633930572740407298
life satisfaction,medium,1633930572740407298
positive functioning,high,1633930572740407298
purpose in life,high,1633930572740407298
expressing altruism,high,1633930572740407298
quality of relationships,medium,1633930572740407298
feeling having a political voice,high,1633930572740407298
expressing government approval,high,1633930572740407298
charitable giving/helping,high,1633930572740407298
expressing empathy,high,1633930572740407298
life satisfaction,low,1631020519469318144
positive functioning,low,1631020519469318144
purpose in life,low,1631020519469318144
mastery (ability or capability),medium,1631020519469318144
balance in the various aspects of own life,low,1631020519469318144
expressing government disapproval,high,1631020519469318144
feeling having a political voice,medium,1631020519469318144
anxiety,high,1630547452355923968
depression,high,1630547452355923968
fear of future,high,1630547452355923968
suffering,high,1630547452355923968
perceiving discrimination,high,1630547452355923968
expressing altruism,medium,1630547452355923968
expressing government disapproval,high,1630547452355923968
feeling having a political voice,high,1630547452355923968
promoting good,high,1630547452355923968
expressing empathy,high,1630547452355923968
happiness,high,1631721596892192790
life satisfaction,high,1631721596892192790
expressing gratitude,low,1631721596892192790
belonging to society,low,1631721596892192790
quality of relationships,medium,1631721596892192790
having hope,medium,1631721596892192790
promoting good,low,1631721596892192790
critical thinking,high,1626973260192657409
resilience,medium,1626973260192657409
skepticism,high,1626973260192657409
frustration,medium,1626973260192657409
mastery (ability or capability),low,1626973260192657409
quality of relationships,low,1626973260192657409
life after death belief,low,1626973260192657409
having hope,medium,1626973260192657409
expressing empathy,medium,1626973260192657409
happiness,high,1629458339082977281
life satisfaction,high,1629458339082977281
positive functioning,high,1629458339082977281
expressing optimism,high,1629458339082977281
belonging to society,medium,1629458339082977281
expressing gratitude,low,1629458339082977281
expressing government approval,low,1629458339082977281
having hope,medium,1629458339082977281
promoting good,medium,1629458339082977281
happiness,high,1628311261480878082
optimism,high,1628311261480878082
positive functioning,high,1628311261480878082
expressing altruism,medium,1628311261480878082
quality of relationships,high,1628311261480878082
belonging to society,high,1628311261480878082
expressing gratitude,medium,1628311261480878082
feeling having a political voice,high,1628311261480878082
expressing government approval,medium,1628311261480878082
expressing empathy,low,1628311261480878082
resilience,high,1625935064553988097
self-esteem,medium,1625935064553988097
life satisfaction,medium,1625935064553988097
vitality,high,1625935064553988097
having energy,high,1625935064553988097
positive functioning,high,1625935064553988097
expressing altruism,high,1625935064553988097
quality of relationships,high,1625935064553988097
belonging to society,medium,1625935064553988097
expressing gratitude,high,1625935064553988097
feeling loved by god,medium,1625935064553988097
having hope,high,1625935064553988097
promoting good,high,1625935064553988097
expressing delayed gratification,medium,1625935064553988097
expressing empathy,high,1625935064553988097
ptsd (post-traumatic stress disorder),medium,1625935064553988097
happiness,low,1631617022986428419
resilience,medium,1631617022986428419
self-esteem,high,1631617022986428419
life satisfaction,low,1631617022986428419
fear of future,low,1631617022986428419
vitality,medium,1631617022986428419
having energy,medium,1631617022986428419
positive functioning,low,1631617022986428419
expressing job satisfaction,low,1631617022986428419
expressing optimism,low,1631617022986428419
peace with thoughts and feelings,low,1631617022986428419
purpose in life,low,1631617022986428419
depression,high,1631617022986428419
anxiety,high,1631617022986428419
suffering,high,1631617022986428419
feeling pain,high,1631617022986428419
expressing altruism,low,1631617022986428419
loneliness,medium,1631617022986428419
quality of relationships,low,1631617022986428419
belonging to society,low,1631617022986428419
expressing gratitude,low,1631617022986428419
expressing trust,low,1631617022986428419
feeling trusted,low,1631617022986428419
feeling having a political voice,high,1631617022986428419
expressing government approval,low,1631617022986428419
expressing empathy,low,1631617022986428419
happiness,high,1626702854382661633
life satisfaction,high,1626702854382661633
positive functioning,high,1626702854382661633
