"dimension","acc","f1","prec","recall","spec","sens","balAcc","model","bpar","ft","type","n","ntext","accD","accI","FN","FP","jac","jac2","ham","fname"
"ptsd (post-traumatic stress disorder)",0.995422388680816,0.765957446808511,0.692307692307692,0.857142857142857,0.99664147774979,0.857142857142857,0.926892167446324,"LLAMA2",70,"YES","FULL",110538,2403,0.963831442580832,0.961768803488393,0.0204183176826069,0.0157502397365612,0.776242333502631,0.955259825926811,0.0361685574191682,"classified-L2-70B-FT"
"describing smoking related health issues",0.998751560549313,0.88,0.846153846153846,0.916666666666667,0.999163529903806,0.916666666666667,0.957915098285236,"LLAMA2",70,"YES","FULL",110538,2403,0.963831442580832,0.961768803488393,0.0204183176826069,0.0157502397365612,0.776242333502631,0.955259825926811,0.0361685574191682,"classified-L2-70B-FT"
"describing drinking related health issues",0.997086974615064,0.774193548387097,0.705882352941177,0.857142857142857,0.997907074089577,0.857142857142857,0.927524965616217,"LLAMA2",70,"YES","FULL",110538,2403,0.963831442580832,0.961768803488393,0.0204183176826069,0.0157502397365612,0.776242333502631,0.955259825926811,0.0361685574191682,"classified-L2-70B-FT"
"describing health limitations",0.975863503953392,0.677777777777778,0.616161616161616,0.753086419753086,0.983634797588286,0.753086419753086,0.868360608670686,"LLAMA2",70,"YES","FULL",110538,2403,0.963831442580832,0.961768803488393,0.0204183176826069,0.0157502397365612,0.776242333502631,0.955259825926811,0.0361685574191682,"classified-L2-70B-FT"
"expressing empathy",0.869330004161465,0.699233716475096,0.628227194492255,0.788336933045356,0.888659793814433,0.788336933045356,0.838498363429895,"LLAMA2",70,"YES","FULL",110538,2403,0.963831442580832,0.961768803488393,0.0204183176826069,0.0157502397365612,0.776242333502631,0.955259825926811,0.0361685574191682,"classified-L2-70B-FT"
"happiness",0.606577851790175,0.695652173913044,0.961709706144256,0.544904137235116,0.897619047619048,0.544904137235116,0.721261592427082,"LLAMA2",70,"NO","FULL",110492,2402,0.699236143793216,0.694937190022807,0.00928574014408283,0.291478116062701,0.211454895590907,0.684411926231686,0.300763856206784,"classified-L2-70B"
"resilience",0.578684429641965,0.315290933694181,0.962809917355372,0.188511326860841,0.992281303602058,0.188511326860841,0.59039631523145,"LLAMA2",70,"NO","FULL",110492,2402,0.699236143793216,0.694937190022807,0.00928574014408283,0.291478116062701,0.211454895590907,0.684411926231686,0.300763856206784,"classified-L2-70B"
"self-esteem",0.60158201498751,0.307023895727734,0.925764192139738,0.184027777777778,0.9864,0.184027777777778,0.585213888888889,"LLAMA2",70,"NO","FULL",110492,2402,0.699236143793216,0.694937190022807,0.00928574014408283,0.291478116062701,0.211454895590907,0.684411926231686,0.300763856206784,"classified-L2-70B"
"life satisfaction",0.500416319733555,0.360341151385927,1,0.219765929778934,1,0.219765929778934,0.609882964889467,"LLAMA2",70,"NO","FULL",110492,2402,0.699236143793216,0.694937190022807,0.00928574014408283,0.291478116062701,0.211454895590907,0.684411926231686,0.300763856206784,"classified-L2-70B"
"fear of future",0.701082431307244,0.417207792207792,0.941391941391941,0.267987486965589,0.988911988911989,0.267987486965589,0.628449737938789,"LLAMA2",70,"NO","FULL",110492,2402,0.699236143793216,0.694937190022807,0.00928574014408283,0.291478116062701,0.211454895590907,0.684411926231686,0.300763856206784,"classified-L2-70B"
"vitality",0.598251457119067,0.261667941851569,0.994186046511628,0.150660792951542,0.999210734017364,0.150660792951542,0.574935763484453,"LLAMA2",70,"NO","FULL",110492,2402,0.699236143793216,0.694937190022807,0.00928574014408283,0.291478116062701,0.211454895590907,0.684411926231686,0.300763856206784,"classified-L2-70B"
"having energy",0.781015820149875,0.200607902735562,0.825,0.114186851211073,0.992324561403509,0.114186851211073,0.553255706307291,"LLAMA2",70,"NO","FULL",110492,2402,0.699236143793216,0.694937190022807,0.00928574014408283,0.291478116062701,0.211454895590907,0.684411926231686,0.300763856206784,"classified-L2-70B"
"positive functioning",0.480016652789342,0.429419826404751,1,0.273414776032577,1,0.273414776032577,0.636707388016289,"LLAMA2",70,"NO","FULL",110492,2402,0.699236143793216,0.694937190022807,0.00928574014408283,0.291478116062701,0.211454895590907,0.684411926231686,0.300763856206784,"classified-L2-70B"
"expressing job satisfaction",0.978767693588676,NA,0,NA,0.978767693588676,NA,NA,"LLAMA2",70,"NO","FULL",110492,2402,0.699236143793216,0.694937190022807,0.00928574014408283,0.291478116062701,0.211454895590907,0.684411926231686,0.300763856206784,"classified-L2-70B"
"expressing optimism",0.487094088259784,0.487520798668885,0.973421926910299,0.32519422863485,0.973333333333333,0.32519422863485,0.649263780984092,"LLAMA2",70,"NO","FULL",110492,2402,0.699236143793216,0.694937190022807,0.00928574014408283,0.291478116062701,0.211454895590907,0.684411926231686,0.300763856206784,"classified-L2-70B"
"peace with thoughts and feelings",0.731473771856786,0.311632870864461,0.993197278911565,0.184810126582278,0.999379652605459,0.184810126582278,0.592094889593869,"LLAMA2",70,"NO","FULL",110492,2402,0.699236143793216,0.694937190022807,0.00928574014408283,0.291478116062701,0.211454895590907,0.684411926231686,0.300763856206784,"classified-L2-70B"
"purpose in life",0.621565362198168,0.181818181818182,0.848739495798319,0.101814516129032,0.987234042553191,0.101814516129032,0.544524279341112,"LLAMA2",70,"NO","FULL",110492,2402,0.699236143793216,0.694937190022807,0.00928574014408283,0.291478116062701,0.211454895590907,0.684411926231686,0.300763856206784,"classified-L2-70B"
"depression",0.793505412156536,0.259701492537313,0.813084112149533,0.154529307282416,0.989124524197934,0.154529307282416,0.571826915740175,"LLAMA2",70,"NO","FULL",110492,2402,0.699236143793216,0.694937190022807,0.00928574014408283,0.291478116062701,0.211454895590907,0.684411926231686,0.300763856206784,"classified-L2-70B"
"anxiety",0.769358867610325,0.326034063260341,0.875816993464052,0.200298953662182,0.989036353144836,0.200298953662182,0.594667653403509,"LLAMA2",70,"NO","FULL",110492,2402,0.699236143793216,0.694937190022807,0.00928574014408283,0.291478116062701,0.211454895590907,0.684411926231686,0.300763856206784,"classified-L2-70B"
"suffering",0.955453788509575,NA,0,NA,0.955453788509575,NA,NA,"LLAMA2",70,"NO","FULL",110492,2402,0.699236143793216,0.694937190022807,0.00928574014408283,0.291478116062701,0.211454895590907,0.684411926231686,0.300763856206784,"classified-L2-70B"
"feeling pain",0.731473771856786,0.112792297111417,0.911111111111111,0.0601173020527859,0.997674418604651,0.0601173020527859,0.528895860328718,"LLAMA2",70,"NO","FULL",110492,2402,0.699236143793216,0.694937190022807,0.00928574014408283,0.291478116062701,0.211454895590907,0.684411926231686,0.300763856206784,"classified-L2-70B"
"expressing altruism",0.754371357202331,0.418145956607495,0.650306748466258,0.308139534883721,0.933488914819137,0.308139534883721,0.620814224851429,"LLAMA2",70,"NO","FULL",110492,2402,0.699236143793216,0.694937190022807,0.00928574014408283,0.291478116062701,0.211454895590907,0.684411926231686,0.300763856206784,"classified-L2-70B"
"loneliness",0.80932556203164,0.286604361370716,0.8,0.174573055028463,0.987733333333333,0.174573055028463,0.581153194180898,"LLAMA2",70,"NO","FULL",110492,2402,0.699236143793216,0.694937190022807,0.00928574014408283,0.291478116062701,0.211454895590907,0.684411926231686,0.300763856206784,"classified-L2-70B"
"quality of relationships",0.763946711074105,0.423194303153611,0.779026217228464,0.290502793296089,0.965005931198102,0.290502793296089,0.627754362247096,"LLAMA2",70,"NO","FULL",110492,2402,0.699236143793216,0.694937190022807,0.00928574014408283,0.291478116062701,0.211454895590907,0.684411926231686,0.300763856206784,"classified-L2-70B"
"belonging to society",0.525395503746878,0.370860927152318,0.968299711815562,0.229351535836177,0.988260405549626,0.229351535836177,0.608805970692902,"LLAMA2",70,"NO","FULL",110492,2402,0.699236143793216,0.694937190022807,0.00928574014408283,0.291478116062701,0.211454895590907,0.684411926231686,0.300763856206784,"classified-L2-70B"
"expressing gratitude",0.694421315570358,0.451420029895366,0.955696202531646,0.295499021526419,0.989855072463768,0.295499021526419,0.642677046995093,"LLAMA2",70,"NO","FULL",110492,2402,0.699236143793216,0.694937190022807,0.00928574014408283,0.291478116062701,0.211454895590907,0.684411926231686,0.300763856206784,"classified-L2-70B"
"expressing trust",0.886761032472939,0.330049261083744,0.416149068322981,0.273469387755102,0.956420955030134,0.273469387755102,0.614945171392618,"LLAMA2",70,"NO","FULL",110492,2402,0.699236143793216,0.694937190022807,0.00928574014408283,0.291478116062701,0.211454895590907,0.684411926231686,0.300763856206784,"classified-L2-70B"
"feeling trusted",0.649458784346378,0.128364389233954,1,0.0685840707964602,1,0.0685840707964602,0.53429203539823,"LLAMA2",70,"NO","FULL",110492,2402,0.699236143793216,0.694937190022807,0.00928574014408283,0.291478116062701,0.211454895590907,0.684411926231686,0.300763856206784,"classified-L2-70B"
"balance in the various aspects of own life",0.646960865945046,0.299173553719008,0.942708333333333,0.177799607072692,0.992052023121387,0.177799607072692,0.58492581509704,"LLAMA2",70,"NO","FULL",110492,2402,0.699236143793216,0.694937190022807,0.00928574014408283,0.291478116062701,0.211454895590907,0.684411926231686,0.300763856206784,"classified-L2-70B"
"mastery (ability, capability)",0.612822647793505,0.344146685472496,0.907063197026022,0.212358572671889,0.980047885075818,0.212358572671889,0.596203228873853,"LLAMA2",70,"NO","FULL",110492,2402,0.699236143793216,0.694937190022807,0.00928574014408283,0.291478116062701,0.211454895590907,0.684411926231686,0.300763856206784,"classified-L2-70B"
"perceiving discrimination",0.687343880099917,0.322813345356177,0.917948717948718,0.195842450765864,0.989247311827957,0.195842450765864,0.592544881296911,"LLAMA2",70,"NO","FULL",110492,2402,0.699236143793216,0.694937190022807,0.00928574014408283,0.291478116062701,0.211454895590907,0.684411926231686,0.300763856206784,"classified-L2-70B"
"feeling loved by god",0.614071606994172,0.0373831775700935,0.9,0.0190880169671262,0.998629198080877,0.0190880169671262,0.508858607524002,"LLAMA2",70,"NO","FULL",110492,2402,0.699236143793216,0.694937190022807,0.00928574014408283,0.291478116062701,0.211454895590907,0.684411926231686,0.300763856206784,"classified-L2-70B"
"belief in god",0.630308076602831,0.0938775510204082,0.901960784313726,0.0495156081808396,0.996605566870333,0.0495156081808396,0.523060587525586,"LLAMA2",70,"NO","FULL",110492,2402,0.699236143793216,0.694937190022807,0.00928574014408283,0.291478116062701,0.211454895590907,0.684411926231686,0.300763856206784,"classified-L2-70B"
"religious criticism",0.61781848459617,0.0613496932515337,0.857142857142857,0.031813361611877,0.996572995202193,0.031813361611877,0.514193178407035,"LLAMA2",70,"NO","FULL",110492,2402,0.699236143793216,0.694937190022807,0.00928574014408283,0.291478116062701,0.211454895590907,0.684411926231686,0.300763856206784,"classified-L2-70B"
"spiritual punishment",0.743963363863447,0.028436018957346,1,0.0144230769230769,1,0.0144230769230769,0.507211538461538,"LLAMA2",70,"NO","FULL",110492,2402,0.699236143793216,0.694937190022807,0.00928574014408283,0.291478116062701,0.211454895590907,0.684411926231686,0.300763856206784,"classified-L2-70B"
"feeling religious comfort",0.834721065778518,0.0614657210401891,0.866666666666667,0.0318627450980392,0.998996990972919,0.0318627450980392,0.515429868035479,"LLAMA2",70,"NO","FULL",110492,2402,0.699236143793216,0.694937190022807,0.00928574014408283,0.291478116062701,0.211454895590907,0.684411926231686,0.300763856206784,"classified-L2-70B"
"financial/material worry",0.727310574521232,0.315569487983281,0.838888888888889,0.194337194337194,0.982153846153846,0.194337194337194,0.58824552024552,"LLAMA2",70,"NO","FULL",110492,2402,0.699236143793216,0.694937190022807,0.00928574014408283,0.291478116062701,0.211454895590907,0.684411926231686,0.300763856206784,"classified-L2-70B"
"life after death belief",0.884679433805162,0.120634920634921,0.904761904761905,0.0646258503401361,0.999051233396584,0.0646258503401361,0.53183854186836,"LLAMA2",70,"NO","FULL",110492,2402,0.699236143793216,0.694937190022807,0.00928574014408283,0.291478116062701,0.211454895590907,0.684411926231686,0.300763856206784,"classified-L2-70B"
"volunteering",0.882597835137386,0.140243902439024,0.851851851851852,0.0764119601328904,0.998096144693003,0.0764119601328904,0.537254052412947,"LLAMA2",70,"NO","FULL",110492,2402,0.699236143793216,0.694937190022807,0.00928574014408283,0.291478116062701,0.211454895590907,0.684411926231686,0.300763856206784,"classified-L2-70B"
"charitable giving/helping",0.883430474604496,0.125,0.769230769230769,0.0680272108843537,0.997153700189753,0.0680272108843537,0.532590455537054,"LLAMA2",70,"NO","FULL",110492,2402,0.699236143793216,0.694937190022807,0.00928574014408283,0.291478116062701,0.211454895590907,0.684411926231686,0.300763856206784,"classified-L2-70B"
"seeking for forgiveness",0.851790174854288,0.0326086956521739,1,0.0165745856353591,1,0.0165745856353591,0.50828729281768,"LLAMA2",70,"NO","FULL",110492,2402,0.699236143793216,0.694937190022807,0.00928574014408283,0.291478116062701,0.211454895590907,0.684411926231686,0.300763856206784,"classified-L2-70B"
"feeling having a political voice",0.542464612822648,0.278397898883782,0.726027397260274,0.172217709179529,0.931682322801025,0.172217709179529,0.551950015990277,"LLAMA2",70,"NO","FULL",110492,2402,0.699236143793216,0.694937190022807,0.00928574014408283,0.291478116062701,0.211454895590907,0.684411926231686,0.300763856206784,"classified-L2-70B"
"expressing government approval",0.580349708576187,0.1,0.96551724137931,0.0527306967984934,0.998507462686567,0.0527306967984934,0.52561907974253,"LLAMA2",70,"NO","FULL",110492,2402,0.699236143793216,0.694937190022807,0.00928574014408283,0.291478116062701,0.211454895590907,0.684411926231686,0.300763856206784,"classified-L2-70B"
"having hope",0.448792672772689,0.378403755868545,0.941588785046729,0.236780258519389,0.964285714285714,0.236780258519389,0.600532986402552,"LLAMA2",70,"NO","FULL",110492,2402,0.699236143793216,0.694937190022807,0.00928574014408283,0.291478116062701,0.211454895590907,0.684411926231686,0.300763856206784,"classified-L2-70B"
"promoting good",0.597418817651957,0.395247029393371,0.772616136919315,0.265546218487395,0.923267326732673,0.265546218487395,0.594406772610034,"LLAMA2",70,"NO","FULL",110492,2402,0.699236143793216,0.694937190022807,0.00928574014408283,0.291478116062701,0.211454895590907,0.684411926231686,0.300763856206784,"classified-L2-70B"
"expressing delayed gratification",0.76353039134055,0.0838709677419355,0.838709677419355,0.0441426146010187,0.997242140099283,0.0441426146010187,0.520692377350151,"LLAMA2",70,"NO","FULL",110492,2402,0.699236143793216,0.694937190022807,0.00928574014408283,0.291478116062701,0.211454895590907,0.684411926231686,0.300763856206784,"classified-L2-70B"
"ptsd (post-traumatic stress disorder)",0.84804329725229,0.0664961636828645,0.5,0.0356164383561644,0.993618065783014,0.0356164383561644,0.514617252069589,"LLAMA2",70,"NO","FULL",110492,2402,0.699236143793216,0.694937190022807,0.00928574014408283,0.291478116062701,0.211454895590907,0.684411926231686,0.300763856206784,"classified-L2-70B"
"describing smoking related health issues",0.907577019150708,0.0672268907563025,0.615384615384615,0.0355555555555556,0.997703261368856,0.0355555555555556,0.516629408462206,"LLAMA2",70,"NO","FULL",110492,2402,0.699236143793216,0.694937190022807,0.00928574014408283,0.291478116062701,0.211454895590907,0.684411926231686,0.300763856206784,"classified-L2-70B"
"describing drinking related health issues",0.902164862614488,0.113207547169811,0.88235294117647,0.0604838709677419,0.999071494893222,0.0604838709677419,0.529777682930482,"LLAMA2",70,"NO","FULL",110492,2402,0.699236143793216,0.694937190022807,0.00928574014408283,0.291478116062701,0.211454895590907,0.684411926231686,0.300763856206784,"classified-L2-70B"
"describing health limitations",0.498751040799334,0.131313131313131,0.919191919191919,0.0707070707070707,0.992825112107623,0.0707070707070707,0.531766091407347,"LLAMA2",70,"NO","FULL",110492,2402,0.699236143793216,0.694937190022807,0.00928574014408283,0.291478116062701,0.211454895590907,0.684411926231686,0.300763856206784,"classified-L2-70B"
"expressing empathy",0.457951706910908,0.456140350877193,0.939759036144578,0.301158301158301,0.940577249575552,0.301158301158301,0.620867775366926,"LLAMA2",70,"NO","FULL",110492,2402,0.699236143793216,0.694937190022807,0.00928574014408283,0.291478116062701,0.211454895590907,0.684411926231686,0.300763856206784,"classified-L2-70B"
"happiness",0.888426311407161,0.878070973612375,0.860071301247772,0.896840148698885,0.881598793363499,0.896840148698885,0.889219471031192,"LLAMA2",7,"YES","FULL",110492,2402,0.940077109654998,0.936972812511313,0.0316584006081888,0.0282644897368135,0.608609805240107,0.92739206689461,0.0599228903450024,"classified-L2-7B-FT"
"resilience",0.941715237302248,0.73384030418251,0.797520661157025,0.679577464788732,0.976864966949953,0.679577464788732,0.828221215869343,"LLAMA2",7,"YES","FULL",110492,2402,0.940077109654998,0.936972812511313,0.0316584006081888,0.0282644897368135,0.608609805240107,0.92739206689461,0.0599228903450024,"classified-L2-7B-FT"
"self-esteem",0.936719400499584,0.660714285714286,0.646288209606987,0.675799086757991,0.962895098488319,0.675799086757991,0.819347092623155,"LLAMA2",7,"YES","FULL",110492,2402,0.940077109654998,0.936972812511313,0.0316584006081888,0.0282644897368135,0.608609805240107,0.92739206689461,0.0599228903450024,"classified-L2-7B-FT"
"life satisfaction",0.872606161532057,0.578512396694215,0.621301775147929,0.541237113402062,0.936444885799404,0.541237113402062,0.738840999600733,"LLAMA2",7,"YES","FULL",110492,2402,0.940077109654998,0.936972812511313,0.0316584006081888,0.0282644897368135,0.608609805240107,0.92739206689461,0.0599228903450024,"classified-L2-7B-FT"
"fear of future",0.93255620316403,0.692015209125475,0.666666666666667,0.719367588932806,0.957654723127036,0.719367588932806,0.838511156029921,"LLAMA2",7,"YES","FULL",110492,2402,0.940077109654998,0.936972812511313,0.0316584006081888,0.0282644897368135,0.608609805240107,0.92739206689461,0.0599228903450024,"classified-L2-7B-FT"
"vitality",0.908825978351374,0.448362720403023,0.517441860465116,0.395555555555556,0.961874138723013,0.395555555555556,0.678714847139284,"LLAMA2",7,"YES","FULL",110492,2402,0.940077109654998,0.936972812511313,0.0316584006081888,0.0282644897368135,0.608609805240107,0.92739206689461,0.0599228903450024,"classified-L2-7B-FT"
"having energy",0.91631973355537,0.269090909090909,0.4625,0.18974358974359,0.980516538287268,0.18974358974359,0.585130064015429,"LLAMA2",7,"YES","FULL",110492,2402,0.940077109654998,0.936972812511313,0.0316584006081888,0.0282644897368135,0.608609805240107,0.92739206689461,0.0599228903450024,"classified-L2-7B-FT"
"positive functioning",0.840549542048293,0.58772874058127,0.580851063829787,0.594771241830065,0.89861039629439,0.594771241830065,0.746690819062228,"LLAMA2",7,"YES","FULL",110492,2402,0.940077109654998,0.936972812511313,0.0316584006081888,0.0282644897368135,0.608609805240107,0.92739206689461,0.0599228903450024,"classified-L2-7B-FT"
"expressing job satisfaction",0.978767693588676,NA,0,NA,0.978767693588676,NA,NA,"LLAMA2",7,"YES","FULL",110492,2402,0.940077109654998,0.936972812511313,0.0316584006081888,0.0282644897368135,0.608609805240107,0.92739206689461,0.0599228903450024,"classified-L2-7B-FT"
"expressing optimism",0.828476269775187,0.65551839464883,0.650082918739635,0.661045531197302,0.883360972913212,0.661045531197302,0.772203252055257,"LLAMA2",7,"YES","FULL",110492,2402,0.940077109654998,0.936972812511313,0.0316584006081888,0.0282644897368135,0.608609805240107,0.92739206689461,0.0599228903450024,"classified-L2-7B-FT"
"peace with thoughts and feelings",0.910907577019151,0.43979057591623,0.571428571428571,0.357446808510638,0.970927549607753,0.357446808510638,0.664187179059195,"LLAMA2",7,"YES","FULL",110492,2402,0.940077109654998,0.936972812511313,0.0316584006081888,0.0282644897368135,0.608609805240107,0.92739206689461,0.0599228903450024,"classified-L2-7B-FT"
"purpose in life",0.95503746877602,0.470588235294118,0.403361344537815,0.564705882352941,0.969356927060855,0.564705882352941,0.767031404706898,"LLAMA2",7,"YES","FULL",110492,2402,0.940077109654998,0.936972812511313,0.0316584006081888,0.0282644897368135,0.608609805240107,0.92739206689461,0.0599228903450024,"classified-L2-7B-FT"
"depression",0.950041631973356,0.534883720930233,0.644859813084112,0.456953642384106,0.983118613949356,0.456953642384106,0.720036128166731,"LLAMA2",7,"YES","FULL",110492,2402,0.940077109654998,0.936972812511313,0.0316584006081888,0.0282644897368135,0.608609805240107,0.92739206689461,0.0599228903450024,"classified-L2-7B-FT"
"anxiety",0.939633638634471,0.536741214057508,0.549019607843137,0.525,0.969223907225691,0.525,0.747111953612846,"LLAMA2",7,"YES","FULL",110492,2402,0.940077109654998,0.936972812511313,0.0316584006081888,0.0282644897368135,0.608609805240107,0.92739206689461,0.0599228903450024,"classified-L2-7B-FT"
"suffering",0.955453788509575,NA,0,NA,0.955453788509575,NA,NA,"LLAMA2",7,"YES","FULL",110492,2402,0.940077109654998,0.936972812511313,0.0316584006081888,0.0282644897368135,0.608609805240107,0.92739206689461,0.0599228903450024,"classified-L2-7B-FT"
"feeling pain",0.941715237302248,0.278350515463918,0.6,0.181208053691275,0.992010652463382,0.181208053691275,0.586609353077329,"LLAMA2",7,"YES","FULL",110492,2402,0.940077109654998,0.936972812511313,0.0316584006081888,0.0282644897368135,0.608609805240107,0.92739206689461,0.0599228903450024,"classified-L2-7B-FT"
"expressing altruism",0.927976686094921,0.664077669902913,0.524539877300613,0.904761904761905,0.929959331224582,0.904761904761905,0.917360617993243,"LLAMA2",7,"YES","FULL",110492,2402,0.940077109654998,0.936972812511313,0.0316584006081888,0.0282644897368135,0.608609805240107,0.92739206689461,0.0599228903450024,"classified-L2-7B-FT"
"loneliness",0.977102414654455,0.708994708994709,0.582608695652174,0.905405405405405,0.979381443298969,0.905405405405405,0.942393424352187,"LLAMA2",7,"YES","FULL",110492,2402,0.940077109654998,0.936972812511313,0.0316584006081888,0.0282644897368135,0.608609805240107,0.92739206689461,0.0599228903450024,"classified-L2-7B-FT"
"quality of relationships",0.915903413821815,0.634057971014493,0.657894736842105,0.611888111888112,0.956994328922495,0.611888111888112,0.784441220405304,"LLAMA2",7,"YES","FULL",110492,2402,0.940077109654998,0.936972812511313,0.0316584006081888,0.0282644897368135,0.608609805240107,0.92739206689461,0.0599228903450024,"classified-L2-7B-FT"
"belonging to society",0.877185678601166,0.582743988684583,0.593659942363112,0.572222222222222,0.930950048971596,0.572222222222222,0.751586135596909,"LLAMA2",7,"YES","FULL",110492,2402,0.940077109654998,0.936972812511313,0.0316584006081888,0.0282644897368135,0.608609805240107,0.92739206689461,0.0599228903450024,"classified-L2-7B-FT"
"expressing gratitude",0.909242298084929,0.62020905923345,0.563291139240506,0.689922480620155,0.935634328358209,0.689922480620155,0.812778404489182,"LLAMA2",7,"YES","FULL",110492,2402,0.940077109654998,0.936972812511313,0.0316584006081888,0.0282644897368135,0.608609805240107,0.92739206689461,0.0599228903450024,"classified-L2-7B-FT"
"expressing trust",0.955870108243131,0.644295302013423,0.596273291925466,0.700729927007299,0.971302428256071,0.700729927007299,0.836016177631685,"LLAMA2",7,"YES","FULL",110492,2402,0.940077109654998,0.936972812511313,0.0316584006081888,0.0282644897368135,0.608609805240107,0.92739206689461,0.0599228903450024,"classified-L2-7B-FT"
"feeling trusted",0.968359700249792,0.0731707317073171,0.0483870967741935,0.15,0.975230898404702,0.15,0.562615449202351,"LLAMA2",7,"YES","FULL",110492,2402,0.940077109654998,0.936972812511313,0.0316584006081888,0.0282644897368135,0.608609805240107,0.92739206689461,0.0599228903450024,"classified-L2-7B-FT"
"balance in the various aspects of own life",0.887177352206495,0.499075785582255,0.703125,0.386819484240688,0.972235752557233,0.386819484240688,0.67952761839896,"LLAMA2",7,"YES","FULL",110492,2402,0.940077109654998,0.936972812511313,0.0316584006081888,0.0282644897368135,0.608609805240107,0.92739206689461,0.0599228903450024,"classified-L2-7B-FT"
"mastery (ability, capability)",0.924229808492923,0.65530303030303,0.643122676579926,0.667953667953668,0.955202986467569,0.667953667953668,0.811578327210618,"LLAMA2",7,"YES","FULL",110492,2402,0.940077109654998,0.936972812511313,0.0316584006081888,0.0282644897368135,0.608609805240107,0.92739206689461,0.0599228903450024,"classified-L2-7B-FT"
"perceiving discrimination",0.942131557035804,0.668257756563246,0.717948717948718,0.625,0.974747474747475,0.625,0.799873737373737,"LLAMA2",7,"YES","FULL",110492,2402,0.940077109654998,0.936972812511313,0.0316584006081888,0.0282644897368135,0.608609805240107,0.92739206689461,0.0599228903450024,"classified-L2-7B-FT"
"feeling loved by god",0.989592006661116,0.390243902439024,0.4,0.380952380952381,0.994960100797984,0.380952380952381,0.687956240875182,"LLAMA2",7,"YES","FULL",110492,2402,0.940077109654998,0.936972812511313,0.0316584006081888,0.0282644897368135,0.608609805240107,0.92739206689461,0.0599228903450024,"classified-L2-7B-FT"
"belief in god",0.98834304746045,0.730769230769231,0.76,0.703703703703704,0.99488926746167,0.703703703703704,0.849296485582687,"LLAMA2",7,"YES","FULL",110492,2402,0.940077109654998,0.936972812511313,0.0316584006081888,0.0282644897368135,0.608609805240107,0.92739206689461,0.0599228903450024,"classified-L2-7B-FT"
"religious criticism",0.993338884263114,0.741935483870968,0.657142857142857,0.851851851851852,0.994947368421053,0.851851851851852,0.923399610136452,"LLAMA2",7,"YES","FULL",110492,2402,0.940077109654998,0.936972812511313,0.0316584006081888,0.0282644897368135,0.608609805240107,0.92739206689461,0.0599228903450024,"classified-L2-7B-FT"
"spiritual punishment",0.997085761865112,0.533333333333333,0.444444444444444,0.666666666666667,0.997913188647746,0.666666666666667,0.832289927657206,"LLAMA2",7,"YES","FULL",110492,2402,0.940077109654998,0.936972812511313,0.0316584006081888,0.0282644897368135,0.608609805240107,0.92739206689461,0.0599228903450024,"classified-L2-7B-FT"
"feeling religious comfort",0.99458784346378,0.380952380952381,0.285714285714286,0.571428571428571,0.995824634655532,0.571428571428571,0.783626603042052,"LLAMA2",7,"YES","FULL",110492,2402,0.940077109654998,0.936972812511313,0.0316584006081888,0.0282644897368135,0.608609805240107,0.92739206689461,0.0599228903450024,"classified-L2-7B-FT"
"financial/material worry",0.960033305578684,0.68421052631579,0.577777777777778,0.838709677419355,0.966637401229148,0.838709677419355,0.902673539324252,"LLAMA2",7,"YES","FULL",110492,2402,0.940077109654998,0.936972812511313,0.0316584006081888,0.0282644897368135,0.608609805240107,0.92739206689461,0.0599228903450024,"classified-L2-7B-FT"
"life after death belief",0.992922564529559,0.604651162790698,0.619047619047619,0.590909090909091,0.996638655462185,0.590909090909091,0.793773873185638,"LLAMA2",7,"YES","FULL",110492,2402,0.940077109654998,0.936972812511313,0.0316584006081888,0.0282644897368135,0.608609805240107,0.92739206689461,0.0599228903450024,"classified-L2-7B-FT"
"volunteering",0.993755203996669,0.615384615384615,0.444444444444444,1,0.993723849372385,1,0.996861924686193,"LLAMA2",7,"YES","FULL",110492,2402,0.940077109654998,0.936972812511313,0.0316584006081888,0.0282644897368135,0.608609805240107,0.92739206689461,0.0599228903450024,"classified-L2-7B-FT"
"charitable giving/helping",0.993338884263114,0.6,0.461538461538462,0.857142857142857,0.994137353433836,0.857142857142857,0.925640105288347,"LLAMA2",7,"YES","FULL",110492,2402,0.940077109654998,0.936972812511313,0.0316584006081888,0.0282644897368135,0.608609805240107,0.92739206689461,0.0599228903450024,"classified-L2-7B-FT"
"seeking for forgiveness",0.997502081598668,0.4,0.333333333333333,0.5,0.998331943286072,0.5,0.749165971643036,"LLAMA2",7,"YES","FULL",110492,2402,0.940077109654998,0.936972812511313,0.0316584006081888,0.0282644897368135,0.608609805240107,0.92739206689461,0.0599228903450024,"classified-L2-7B-FT"
"feeling having a political voice",0.927976686094921,0.71499176276771,0.738095238095238,0.693290734824281,0.963140258496888,0.693290734824281,0.828215496660585,"LLAMA2",7,"YES","FULL",110492,2402,0.940077109654998,0.936972812511313,0.0316584006081888,0.0282644897368135,0.608609805240107,0.92739206689461,0.0599228903450024,"classified-L2-7B-FT"
"expressing government approval",0.980432972522898,0.433734939759036,0.310344827586207,0.72,0.983172065628944,0.72,0.851586032814472,"LLAMA2",7,"YES","FULL",110492,2402,0.940077109654998,0.936972812511313,0.0316584006081888,0.0282644897368135,0.608609805240107,0.92739206689461,0.0599228903450024,"classified-L2-7B-FT"
